Setup title,I_V_sweep_0_3V_light
1.15,1.09797E-09
1.16,1.09432E-09
1.17,1.00223E-09
1.18,1.03353E-09
1.19,1.06636E-09
1.2,1.03457E-09
1.21,1.0614E-09
1.22,1.01842E-09
1.23,1.01727E-09
1.24,1.06865E-09
1.25,1.04284E-09
1.26,1.11314E-09
1.27,1.12251E-09
1.28,1.08705E-09
1.29,1.13729E-09
1.3,1.04411E-09
1.31,1.08254E-09
1.32,1.11667E-09
1.33,1.04637E-09
1.34,1.09789E-09
1.35,1.0707E-09
1.36,1.07444E-09
1.37,1.06889E-09
1.38,1.05035E-09
1.39,1.19332E-09
1.4,1.12364E-09
1.41,1.12073E-09
1.42,1.06362E-09
1.43,9.6621E-10
1.44,9.6796E-10
1.45,1.02948E-09
1.46,1.09319E-09
1.47,1.13261E-09
1.48,1.1962E-09
1.49,1.04279E-09
1.5,1.00484E-09
1.51,1.01633E-09
1.52,9.9771E-10
1.53,9.971E-10
1.54,9.4183E-10
1.55,9.2197E-10
1.56,8.9036E-10
1.57,9.2506E-10
1.58,9.1624E-10
1.59,9.1417E-10
1.6,9.8077E-10
1.61,1.04735E-09
1.62,1.02152E-09
1.63,1.03016E-09
1.64,1.05937E-09
1.65,9.9426E-10
1.66,1.00465E-09
1.67,1.0127E-09
1.68,9.9094E-10
1.69,1.04116E-09
1.7,9.9043E-10
1.71,9.5065E-10
1.72,9.6041E-10
1.73,9.8097E-10
1.74,1.04925E-09
1.75,9.4598E-10
1.76,1.01787E-09
1.77,1.12719E-09
1.78,1.12112E-09
1.79,1.13807E-09
1.8,1.04837E-09
1.81,1.0232E-09
1.82,9.4731E-10
1.83,1.00383E-09
1.84,1.05525E-09
1.85,9.9527E-10
1.86,1.07885E-09
1.87,1.0929E-09
1.88,1.10366E-09
1.89,1.03368E-09
1.9,1.00176E-09
1.91,9.6765E-10
1.92,1.05546E-09
1.93,1.08321E-09
1.94,1.13128E-09
1.95,1.12666E-09
1.96,1.17673E-09
1.97,1.18234E-09
1.98,1.16177E-09
1.99,1.15423E-09
2,1.16987E-09
2.01,1.09401E-09
2.02,1.12356E-09
2.03,1.22514E-09
2.04,1.28932E-09
2.05,1.2864E-09
2.06,1.2835E-09
2.07,1.08784E-09
2.08,1.04665E-09
2.09,1.13673E-09
2.1,1.14525E-09
2.11,1.08314E-09
2.12,1.07609E-09
2.13,1.02752E-09
2.14,1.08245E-09
2.15,1.13486E-09
2.16,1.15881E-09
2.17,1.08232E-09
2.18,9.9608E-10
2.19,1.05792E-09
2.2,1.01979E-09
2.21,1.04477E-09
2.22,1.00562E-09
2.23,9.9747E-10
2.24,1.02394E-09
2.25,1.07943E-09
2.26,1.05321E-09
2.27,1.07541E-09
2.28,1.11772E-09
2.29,1.16989E-09
2.3,1.14342E-09
2.31,1.16305E-09
2.32,1.10717E-09
2.33,1.22296E-09
2.34,1.23458E-09
2.35,1.11058E-09
2.36,1.13312E-09
2.37,1.12892E-09
2.38,1.13569E-09
2.39,1.10665E-09
2.4,1.1256E-09
2.41,1.01664E-09
2.42,1.00245E-09
2.43,9.6898E-10
2.44,9.6926E-10
2.45,9.9052E-10
2.46,1.01236E-09
2.47,9.8608E-10
2.48,1.00247E-09
2.49,1.00517E-09
2.5,9.7479E-10
2.51,1.04478E-09
2.52,1.10814E-09
2.53,1.11184E-09
2.54,1.01723E-09
2.55,1.02601E-09
2.56,9.9494E-10
2.57,1.00276E-09
2.58,1.02085E-09
2.59,1.10155E-09
2.6,1.11316E-09
2.61,1.11452E-09
2.62,1.09844E-09
2.63,1.03669E-09
2.64,1.05732E-09
2.65,1.01558E-09
2.66,1.01148E-09
2.67,1.04575E-09
2.68,1.13591E-09
2.69,1.16084E-09
2.7,1.05924E-09
2.71,9.0954E-10
2.72,8.8913E-10
2.73,9.3084E-10
2.74,9.6615E-10
2.75,8.9985E-10
2.76,8.9723E-10
2.77,9.2696E-10
2.78,9.597E-10
2.79,9.7702E-10
2.8,9.4805E-10
2.81,9.9159E-10
2.82,9.7246E-10
2.83,1.05426E-09
2.84,1.00461E-09
2.85,9.5993E-10
2.86,9.2389E-10
2.87,1.0421E-09
2.88,1.09049E-09
2.89,1.07983E-09
2.9,1.06327E-09
2.91,1.19069E-09
2.92,1.20103E-09
2.93,1.2548E-09
2.94,1.11497E-09
2.95,1.09667E-09
2.96,1.13373E-09
2.97,1.05936E-09
2.98,1.02976E-09
2.99,1.04545E-09
3,1.06983E-09
3,1.0607E-09
2.99,1.02692E-09
2.98,1.0348E-09
2.97,9.9769E-10
2.96,1.05416E-09
2.95,1.05306E-09
2.94,1.05554E-09
2.93,1.05213E-09
2.92,1.0892E-09
2.91,1.14381E-09
2.9,1.04854E-09
2.89,1.0383E-09
2.88,1.01779E-09
2.87,9.9841E-10
2.86,1.12531E-09
2.85,1.11895E-09
2.84,1.01959E-09
2.83,9.5842E-10
2.82,9.6352E-10
2.81,9.3838E-10
2.8,9.0203E-10
2.79,9.1855E-10
2.78,9.4697E-10
2.77,9.2529E-10
2.76,8.875E-10
2.75,8.8475E-10
2.74,9.2088E-10
2.73,9.6262E-10
2.72,9.2425E-10
2.71,8.8872E-10
2.7,9.1657E-10
2.69,9.0668E-10
2.68,8.6617E-10
2.67,8.4648E-10
2.66,8.1718E-10
2.65,8.2462E-10
2.64,8.2991E-10
2.63,8.2092E-10
2.62,7.8932E-10
2.61,8.0281E-10
2.6,7.7372E-10
2.59,7.7646E-10
2.58,7.9955E-10
2.57,8.2203E-10
2.56,8.3861E-10
2.55,8.6383E-10
2.54,8.3422E-10
2.53,8.0033E-10
2.52,8.141E-10
2.51,8.0467E-10
2.5,7.9998E-10
2.49,8.362E-10
2.48,8.8953E-10
2.47,8.6188E-10
2.46,8.7302E-10
2.45,8.421E-10
2.44,8.1234E-10
2.43,8.1751E-10
2.42,8.9788E-10
2.41,9.1045E-10
2.4,9.3425E-10
2.39,8.7109E-10
2.38,8.3799E-10
2.37,8.0046E-10
2.36,9.0995E-10
2.35,9.2645E-10
2.34,9.2701E-10
2.33,9.5844E-10
2.32,9.1276E-10
2.31,9.2735E-10
2.3,8.8489E-10
2.29,9.1393E-10
2.28,9.1156E-10
2.27,9.3757E-10
2.26,8.762E-10
2.25,8.3491E-10
2.24,7.2514E-10
2.23,7.4413E-10
2.22,7.6689E-10
2.21,8.3542E-10
2.2,7.5126E-10
2.19,8.3632E-10
2.18,9.118E-10
2.17,8.0464E-10
2.16,7.5797E-10
2.15,7.8686E-10
2.14,7.6162E-10
2.13,7.7453E-10
2.12,8.2002E-10
2.11,8.4875E-10
2.1,7.9823E-10
2.09,7.8674E-10
2.08,8.0242E-10
2.07,7.2811E-10
2.06,7.3144E-10
2.05,7.4373E-10
2.04,7.566E-10
2.03,7.2152E-10
2.02,6.9E-10
2.01,6.9222E-10
2,6.6886E-10
1.99,6.5866E-10
1.98,6.4138E-10
1.97,6.1805E-10
1.96,6.2241E-10
1.95,6.2788E-10
1.94,6.47E-10
1.93,6.6176E-10
1.92,6.8964E-10
1.91,7.0382E-10
1.9,6.2907E-10
1.89,6.4769E-10
1.88,6.3474E-10
1.87,5.9289E-10
1.86,5.992E-10
1.85,5.9401E-10
1.84,5.9488E-10
1.83,6.0808E-10
1.82,6.7125E-10
1.81,6.9517E-10
1.8,7.7307E-10
1.79,7.5967E-10
1.78,6.3659E-10
1.77,6.4355E-10
1.76,6.9509E-10
1.75,7.254E-10
1.74,7.1327E-10
1.73,7.5688E-10
1.72,7.3321E-10
1.71,7.4984E-10
1.7,6.5539E-10
1.69,6.0874E-10
1.68,6.2044E-10
1.67,6.2896E-10
1.66,5.4164E-10
1.65,5.7778E-10
1.64,5.3057E-10
1.63,5.4103E-10
1.62,5.5738E-10
1.61,5.8214E-10
1.6,5.6282E-10
1.59,6.0661E-10
1.58,6.0086E-10
1.57,6.1395E-10
1.56,6.2673E-10
1.55,5.7872E-10
1.54,5.9274E-10
1.53,6.0818E-10
1.52,5.8263E-10
1.51,5.7677E-10
1.5,5.9739E-10
1.49,5.7273E-10
1.48,5.8591E-10
1.47,5.6745E-10
1.46,6.0577E-10
1.45,6.0478E-10
1.44,6.8998E-10
1.43,6.0556E-10
1.42,6.2944E-10
1.41,6.1116E-10
1.4,5.549E-10
1.39,5.7304E-10
1.38,4.6744E-10
1.37,5.434E-10
1.36,5.4014E-10
1.35,5.5787E-10
1.34,5.6137E-10
1.33,5.8324E-10
1.32,5.4758E-10
1.31,5.3837E-10
1.3,5.6381E-10
1.29,5.5399E-10
1.28,5.5909E-10
1.27,5.543E-10
1.26,5.1253E-10
1.25,4.7639E-10
1.24,4.9449E-10
1.23,4.6943E-10
1.22,5.088E-10
1.21,5.0485E-10
1.2,5.6223E-10
1.19,5.8118E-10
1.18,5.9243E-10
1.17,5.9139E-10
1.16,5.3027E-10
1.15,5.4697E-10
1.14,4.6889E-10
1.13,4.6538E-10
1.12,4.2757E-10
1.11,4.1876E-10
1.1,4.1705E-10
1.09,4.0753E-10
1.08,4.0522E-10
1.07,4.1374E-10
1.06,4.1737E-10
1.05,4.2245E-10
1.04,4.288E-10
1.03,4.3767E-10
1.02,4.3129E-10
1.01,4.4854E-10
1,4.3052E-10
0.99,4.8344E-10
0.98,4.6418E-10
0.97,4.6908E-10
0.96,4.5737E-10
0.95,4.5644E-10
0.94,4.5887E-10
0.93,4.8767E-10
0.92,4.5697E-10
0.91,4.4236E-10
0.9,4.3623E-10
0.89,4.3007E-10
0.88,4.2634E-10
0.87,4.5974E-10
0.86,4.8365E-10
0.85,5.1299E-10
0.84,5.079E-10
0.83,4.4306E-10
0.82,4.385E-10
0.81,4.2907E-10
0.8,4.5884E-10
0.79,4.3883E-10
0.78,4.7366E-10
0.77,4.8957E-10
0.76,4.9609E-10
0.75,4.779E-10
0.74,5.0771E-10
0.73,5.3538E-10
0.72,5.4481E-10
0.71,5.449E-10
0.7,4.7938E-10
0.69,4.9288E-10
0.68,5.0744E-10
0.67,5.2628E-10
0.66,5.0411E-10
0.65,4.8586E-10
0.64,5.2896E-10
0.63,4.74E-10
0.62,5.2839E-10
0.61,5.4795E-10
0.6,5.2327E-10
0.59,5.3727E-10
0.58,5.7305E-10
0.57,5.4387E-10
0.56,5.0169E-10
0.55,4.6582E-10
0.54,4.0668E-10
0.53,4.1294E-10
0.52,4.0124E-10
0.51,3.732E-10
0.5,4.0192E-10
0.49,3.7795E-10
0.48,3.4712E-10
0.47,3.8143E-10
0.46,3.4083E-10
0.45,3.4391E-10
0.44,3.4977E-10
0.43,3.5316E-10
0.42,4.1333E-10
0.41,3.747E-10
0.4,3.4541E-10
0.39,3.4144E-10
0.38,3.4705E-10
0.37,3.3747E-10
0.36,3.0205E-10
0.35,3.1361E-10
0.34,2.9632E-10
0.33,2.8008E-10
0.32,3.0878E-10
0.31,2.8844E-10
0.3,2.9331E-10
0.29,2.6062E-10
0.28,2.5593E-10
0.27,2.6155E-10
0.26,2.7028E-10
0.25,2.5308E-10
0.24,2.5779E-10
0.23,2.426E-10
0.22,2.4179E-10
0.21,2.2351E-10
0.2,2.1764E-10
0.19,2.3203E-10
0.18,2.4106E-10
0.17,2.0808E-10
0.16,2.3016E-10
0.15,2.0391E-10
0.14,1.9141E-10
0.13,1.7345E-10
0.12,1.8297E-10
0.11,1.8225E-10
0.1,1.6819E-10
0.09,1.5643E-10
0.08,1.3772E-10
0.07,1.4168E-10
0.06,1.3473E-10
0.05,1.225E-10
0.04,1.0673E-10
0.03,7.825E-11
0.02,6.431E-11
0.01,2.591E-11
0,-1.423E-11
