Setup title,I_V_sweep_0_4V_light
1.15,7.0168E-10
1.16,7.2132E-10
1.17,7.2985E-10
1.18,7.4075E-10
1.19,7.965E-10
1.2,6.796E-10
1.21,6.9533E-10
1.22,7.9855E-10
1.23,7.5242E-10
1.24,7.6183E-10
1.25,8.1814E-10
1.26,8.6706E-10
1.27,8.0658E-10
1.28,8.1086E-10
1.29,7.8796E-10
1.3,7.9436E-10
1.31,8.0177E-10
1.32,7.6817E-10
1.33,7.7796E-10
1.34,7.6099E-10
1.35,7.1707E-10
1.36,6.658E-10
1.37,6.2821E-10
1.38,6.4534E-10
1.39,7.0483E-10
1.4,6.3892E-10
1.41,6.2001E-10
1.42,7.2085E-10
1.43,7.2369E-10
1.44,7.2222E-10
1.45,6.8034E-10
1.46,7.1583E-10
1.47,6.9518E-10
1.48,6.971E-10
1.49,7.6322E-10
1.5,7.3595E-10
1.51,7.3969E-10
1.52,7.4002E-10
1.53,6.5299E-10
1.54,6.9247E-10
1.55,6.8232E-10
1.56,6.4891E-10
1.57,6.7179E-10
1.58,5.9878E-10
1.59,6.4436E-10
1.6,5.9518E-10
1.61,6.2189E-10
1.62,6.7394E-10
1.63,6.8705E-10
1.64,6.8884E-10
1.65,6.2675E-10
1.66,6.3073E-10
1.67,6.2186E-10
1.68,6.4364E-10
1.69,6.485E-10
1.7,6.7144E-10
1.71,6.2234E-10
1.72,5.9822E-10
1.73,5.8549E-10
1.74,5.8235E-10
1.75,6.3844E-10
1.76,6.607E-10
1.77,6.9566E-10
1.78,7.2235E-10
1.79,6.4013E-10
1.8,6.725E-10
1.81,6.8696E-10
1.82,6.96E-10
1.83,6.7008E-10
1.84,6.8708E-10
1.85,7.3573E-10
1.86,7.3568E-10
1.87,6.2722E-10
1.88,6.5958E-10
1.89,6.5825E-10
1.9,6.4432E-10
1.91,6.6873E-10
1.92,7.2443E-10
1.93,6.9138E-10
1.94,6.8116E-10
1.95,6.8063E-10
1.96,7.1684E-10
1.97,7.0576E-10
1.98,7.0825E-10
1.99,6.9361E-10
2,6.0006E-10
2.01,5.733E-10
2.02,6.1027E-10
2.03,6.4789E-10
2.04,6.4162E-10
2.05,6.9538E-10
2.06,6.9013E-10
2.07,7.1115E-10
2.08,7.0555E-10
2.09,6.7451E-10
2.1,6.5928E-10
2.11,7.0225E-10
2.12,6.8949E-10
2.13,7.0008E-10
2.14,6.32E-10
2.15,6.1321E-10
2.16,6.2913E-10
2.17,7.6301E-10
2.18,8.3508E-10
2.19,7.4622E-10
2.2,7.1371E-10
2.21,6.8743E-10
2.22,6.5455E-10
2.23,6.9958E-10
2.24,7.6953E-10
2.25,7.0754E-10
2.26,6.7904E-10
2.27,6.6256E-10
2.28,6.9119E-10
2.29,7.1779E-10
2.3,6.8111E-10
2.31,7.1633E-10
2.32,7.3096E-10
2.33,7.6464E-10
2.34,7.4895E-10
2.35,7.248E-10
2.36,7.7885E-10
2.37,7.9826E-10
2.38,8.0713E-10
2.39,8.4357E-10
2.4,7.7589E-10
2.41,7.0277E-10
2.42,7.3703E-10
2.43,7.6406E-10
2.44,7.3669E-10
2.45,7.6969E-10
2.46,7.1272E-10
2.47,6.8835E-10
2.48,7.2072E-10
2.49,7.8802E-10
2.5,8.2704E-10
2.51,8.918E-10
2.52,7.7189E-10
2.53,7.6857E-10
2.54,7.7085E-10
2.55,7.5577E-10
2.56,7.4204E-10
2.57,6.8465E-10
2.58,6.916E-10
2.59,7.3289E-10
2.6,7.4281E-10
2.61,7.5615E-10
2.62,7.5192E-10
2.63,7.5866E-10
2.64,7.54E-10
2.65,7.992E-10
2.66,7.4701E-10
2.67,7.5401E-10
2.68,7.5376E-10
2.69,7.7051E-10
2.7,8.2149E-10
2.71,8.3606E-10
2.72,8.2438E-10
2.73,7.5313E-10
2.74,7.6883E-10
2.75,7.6768E-10
2.76,7.5888E-10
2.77,8.2806E-10
2.78,7.8084E-10
2.79,8.1047E-10
2.8,8.2754E-10
2.81,8.1113E-10
2.82,8.1208E-10
2.83,7.6145E-10
2.84,8.3566E-10
2.85,8.5715E-10
2.86,9.0434E-10
2.87,8.4377E-10
2.88,8.289E-10
2.89,8.6886E-10
2.9,8.6981E-10
2.91,8.8653E-10
2.92,9.0128E-10
2.93,8.8485E-10
2.94,8.5855E-10
2.95,8.9551E-10
2.96,9.4762E-10
2.97,9.3214E-10
2.98,9.7082E-10
2.99,9.3639E-10
3,9.5359E-10
3.01,1.00955E-09
3.02,9.8792E-10
3.03,1.01508E-09
3.04,9.4222E-10
3.05,9.7921E-10
3.06,9.4285E-10
3.07,9.7713E-10
3.08,9.5157E-10
3.09,9.7625E-10
3.1,1.01202E-09
3.11,9.7387E-10
3.12,9.5989E-10
3.13,9.8426E-10
3.14,9.7509E-10
3.15,1.03295E-09
3.16,9.7948E-10
3.17,9.8855E-10
3.18,1.00118E-09
3.19,1.02432E-09
3.2,9.7613E-10
3.21,1.00251E-09
3.22,1.00258E-09
3.23,1.02224E-09
3.24,1.04101E-09
3.25,1.02999E-09
3.26,1.07771E-09
3.27,1.11349E-09
3.28,1.22493E-09
3.29,1.13078E-09
3.3,1.14758E-09
3.31,1.20316E-09
3.32,1.23832E-09
3.33,1.16117E-09
3.34,1.17335E-09
3.35,1.31852E-09
3.36,1.36519E-09
3.37,1.15924E-09
3.38,1.25531E-09
3.39,1.19119E-09
3.4,1.24658E-09
3.41,1.2464E-09
3.42,1.2939E-09
3.43,1.24704E-09
3.44,1.23624E-09
3.45,1.20753E-09
3.46,1.27847E-09
3.47,1.28757E-09
3.48,1.31284E-09
3.49,1.39233E-09
3.5,1.43622E-09
3.51,1.34994E-09
3.52,1.39516E-09
3.53,1.36598E-09
3.54,1.3365E-09
3.55,1.29084E-09
3.56,1.32892E-09
3.57,1.35537E-09
3.58,1.40435E-09
3.59,1.46375E-09
3.6,1.45365E-09
3.61,1.51142E-09
3.62,1.48994E-09
3.63,1.62669E-09
3.64,1.54534E-09
3.65,1.48589E-09
3.66,1.52799E-09
3.67,1.56657E-09
3.68,1.47953E-09
3.69,1.51279E-09
3.7,1.55281E-09
3.71,1.52112E-09
3.72,1.48613E-09
3.73,1.51857E-09
3.74,1.56161E-09
3.75,1.56803E-09
3.76,1.59184E-09
3.77,1.68828E-09
3.78,1.72649E-09
3.79,1.61653E-09
3.8,1.63515E-09
3.81,1.65702E-09
3.82,1.67516E-09
3.83,1.69324E-09
3.84,1.73904E-09
3.85,1.71538E-09
3.86,1.77826E-09
3.87,1.74099E-09
3.88,1.79636E-09
3.89,1.68598E-09
3.9,1.75903E-09
3.91,1.826E-09
3.92,1.88928E-09
3.93,1.77083E-09
3.94,1.85656E-09
3.95,1.88867E-09
3.96,1.92434E-09
3.97,1.83527E-09
3.98,1.85577E-09
3.99,1.85836E-09
4,1.83423E-09
4,1.82448E-09
3.99,1.93425E-09
3.98,1.92043E-09
3.97,1.86503E-09
3.96,1.85722E-09
3.95,1.86034E-09
3.94,1.70826E-09
3.93,1.63783E-09
3.92,1.64513E-09
3.91,1.52517E-09
3.9,1.5156E-09
3.89,1.54038E-09
3.88,1.48239E-09
3.87,1.48443E-09
3.86,1.49545E-09
3.85,1.5107E-09
3.84,1.51728E-09
3.83,1.49725E-09
3.82,1.45538E-09
3.81,1.40746E-09
3.8,1.42171E-09
3.79,1.40317E-09
3.78,1.43047E-09
3.77,1.43379E-09
3.76,1.43748E-09
3.75,1.46134E-09
3.74,1.48479E-09
3.73,1.42383E-09
3.72,1.44379E-09
3.71,1.3768E-09
3.7,1.38059E-09
3.69,1.36031E-09
3.68,1.32098E-09
3.67,1.32531E-09
3.66,1.37834E-09
3.65,1.2967E-09
3.64,1.2863E-09
3.63,1.2227E-09
3.62,1.21064E-09
3.61,1.24802E-09
3.6,1.24007E-09
3.59,1.16441E-09
3.58,1.09445E-09
3.57,1.12245E-09
3.56,1.19148E-09
3.55,1.15843E-09
3.54,1.16307E-09
3.53,1.0731E-09
3.52,1.14215E-09
3.51,1.21482E-09
3.5,1.16796E-09
3.49,1.11182E-09
3.48,1.12732E-09
3.47,1.2068E-09
3.46,1.23839E-09
3.45,1.2481E-09
3.44,1.16632E-09
3.43,1.22053E-09
3.42,1.11276E-09
3.41,1.12634E-09
3.4,1.03307E-09
3.39,9.6475E-10
3.38,9.3999E-10
3.37,1.02154E-09
3.36,1.00626E-09
3.35,1.00317E-09
3.34,1.03179E-09
3.33,9.9692E-10
3.32,1.02211E-09
3.31,9.7814E-10
3.3,9.8401E-10
3.29,9.8821E-10
3.28,9.538E-10
3.27,9.4537E-10
3.26,9.7051E-10
3.25,1.00047E-09
3.24,9.6081E-10
3.23,1.01281E-09
3.22,9.5006E-10
3.21,9.2807E-10
3.2,9.7726E-10
3.19,1.06857E-09
3.18,1.10024E-09
3.17,1.05706E-09
3.16,1.05789E-09
3.15,1.07469E-09
3.14,1.01352E-09
3.13,1.00837E-09
3.12,9.8435E-10
3.11,9.1956E-10
3.1,9.6305E-10
3.09,9.8692E-10
3.08,1.091E-09
3.07,1.02793E-09
3.06,9.5152E-10
3.05,9.3576E-10
3.04,9.1514E-10
3.03,9.501E-10
3.02,1.04033E-09
3.01,9.1789E-10
3,9.7657E-10
2.99,9.2982E-10
2.98,9.8175E-10
2.97,9.8842E-10
2.96,9.1694E-10
2.95,8.7819E-10
2.94,8.642E-10
2.93,8.5388E-10
2.92,7.5964E-10
2.91,7.6656E-10
2.9,7.951E-10
2.89,7.8005E-10
2.88,8.1396E-10
2.87,8.4025E-10
2.86,8.1431E-10
2.85,8.0187E-10
2.84,8.7782E-10
2.83,8.2861E-10
2.82,8.8229E-10
2.81,8.1919E-10
2.8,8.9575E-10
2.79,8.9506E-10
2.78,9.0934E-10
2.77,8.7959E-10
2.76,8.406E-10
2.75,8.3629E-10
2.74,7.8264E-10
2.73,7.9747E-10
2.72,7.9082E-10
2.71,8.041E-10
2.7,7.7985E-10
2.69,7.3584E-10
2.68,7.9639E-10
2.67,7.5625E-10
2.66,7.8775E-10
2.65,7.4606E-10
2.64,7.1006E-10
2.63,6.7193E-10
2.62,7.1386E-10
2.61,7.4E-10
2.6,7.0675E-10
2.59,7.4466E-10
2.58,7.1624E-10
2.57,7.2566E-10
2.56,7.5806E-10
2.55,7.2601E-10
2.54,6.7067E-10
2.53,6.805E-10
2.52,6.7692E-10
2.51,7.2246E-10
2.5,7.4675E-10
2.49,7.1286E-10
2.48,6.8593E-10
2.47,6.4514E-10
2.46,6.525E-10
2.45,6.0898E-10
2.44,6.4236E-10
2.43,6.2384E-10
2.42,6.1909E-10
2.41,6.8695E-10
2.4,6.7117E-10
2.39,6.8256E-10
2.38,7.3037E-10
2.37,7.0619E-10
2.36,6.5334E-10
2.35,6.6389E-10
2.34,6.6767E-10
2.33,6.9165E-10
2.32,7.1594E-10
2.31,7.1046E-10
2.3,7.2448E-10
2.29,7.4071E-10
2.28,7.5686E-10
2.27,7.5613E-10
2.26,7.1171E-10
2.25,7.0986E-10
2.24,7.2488E-10
2.23,6.9903E-10
2.22,7.3027E-10
2.21,6.6945E-10
2.2,6.6506E-10
2.19,6.7266E-10
2.18,6.5567E-10
2.17,6.6188E-10
2.16,6.7407E-10
2.15,6.7345E-10
2.14,7.1403E-10
2.13,6.7953E-10
2.12,6.6065E-10
2.11,6.8717E-10
2.1,7.0128E-10
2.09,6.7363E-10
2.08,7.6605E-10
2.07,7.3846E-10
2.06,7.5868E-10
2.05,7.3043E-10
2.04,7.4406E-10
2.03,7.8596E-10
2.02,7.563E-10
2.01,7.5256E-10
2,7.1512E-10
1.99,7.6759E-10
1.98,7.8169E-10
1.97,7.3707E-10
1.96,7.0903E-10
1.95,6.4495E-10
1.94,6.2465E-10
1.93,5.9879E-10
1.92,6.0095E-10
1.91,6.3015E-10
1.9,6.0406E-10
1.89,5.9395E-10
1.88,5.1622E-10
1.87,5.5933E-10
1.86,5.673E-10
1.85,5.5765E-10
1.84,5.7818E-10
1.83,5.7986E-10
1.82,5.6101E-10
1.81,5.2436E-10
1.8,5.5701E-10
1.79,5.6545E-10
1.78,5.498E-10
1.77,5.348E-10
1.76,5.076E-10
1.75,5.5483E-10
1.74,5.57E-10
1.73,5.0835E-10
1.72,5.4277E-10
1.71,5.419E-10
1.7,5.2112E-10
1.69,5.1502E-10
1.68,4.9752E-10
1.67,5.1435E-10
1.66,5.1405E-10
1.65,5.238E-10
1.64,5.431E-10
1.63,5.6485E-10
1.62,5.4754E-10
1.61,5.0508E-10
1.6,4.8155E-10
1.59,4.8413E-10
1.58,4.9613E-10
1.57,4.8475E-10
1.56,5.0449E-10
1.55,4.7517E-10
1.54,4.8066E-10
1.53,4.9148E-10
1.52,4.8736E-10
1.51,4.9434E-10
1.5,6.0498E-10
1.49,6.0175E-10
1.48,5.9228E-10
1.47,5.56E-10
1.46,5.5883E-10
1.45,5.7386E-10
1.44,6.0759E-10
1.43,4.9868E-10
1.42,5.2804E-10
1.41,5.3307E-10
1.4,5.3263E-10
1.39,5.9384E-10
1.38,5.8633E-10
1.37,5.9916E-10
1.36,5.6054E-10
1.35,5.3673E-10
1.34,5.6002E-10
1.33,5.8464E-10
1.32,5.7099E-10
1.31,5.8687E-10
1.3,5.896E-10
1.29,5.5229E-10
1.28,5.4216E-10
1.27,5.4119E-10
1.26,5.5263E-10
1.25,5.5605E-10
1.24,5.9298E-10
1.23,5.6182E-10
1.22,5.14E-10
1.21,5.1541E-10
1.2,5.2749E-10
1.19,5.3563E-10
1.18,5.7415E-10
1.17,5.7437E-10
1.16,5.4908E-10
1.15,5.3716E-10
1.14,5.1509E-10
1.13,5.0985E-10
1.12,4.936E-10
1.11,4.8691E-10
1.1,4.5415E-10
1.09,4.7248E-10
1.08,4.6196E-10
1.07,5.1413E-10
1.06,5.0154E-10
1.05,4.91E-10
1.04,5.0553E-10
1.03,4.7625E-10
1.02,4.926E-10
1.01,4.3322E-10
1,4.2238E-10
0.99,4.3838E-10
0.98,4.1991E-10
0.97,4.3729E-10
0.96,4.3625E-10
0.95,4.3433E-10
0.94,4.8545E-10
0.93,4.4292E-10
0.92,4.5741E-10
0.91,4.5072E-10
0.9,4.2619E-10
0.89,4.3483E-10
0.88,4.6091E-10
0.87,4.6892E-10
0.86,4.3944E-10
0.85,4.4551E-10
0.84,4.449E-10
0.83,4.1886E-10
0.82,4.304E-10
0.81,4.1508E-10
0.8,4.0799E-10
0.79,4.1418E-10
0.78,4.493E-10
0.77,4.1017E-10
0.76,4.2894E-10
0.75,4.4757E-10
0.74,4.0067E-10
0.73,4.0668E-10
0.72,3.7769E-10
0.71,4.0732E-10
0.7,3.8413E-10
0.69,4.0137E-10
0.68,3.9987E-10
0.67,3.6019E-10
0.66,3.4238E-10
0.65,4.2203E-10
0.64,4.183E-10
0.63,3.8441E-10
0.62,3.5872E-10
0.61,3.0954E-10
0.6,3.712E-10
0.59,3.5152E-10
0.58,3.6317E-10
0.57,3.8665E-10
0.56,3.5153E-10
0.55,3.8166E-10
0.54,3.7171E-10
0.53,3.6187E-10
0.52,4.0806E-10
0.51,4.0491E-10
0.5,3.476E-10
0.49,3.4459E-10
0.48,3.5987E-10
0.47,3.2725E-10
0.46,3.0322E-10
0.45,3.4509E-10
0.44,3.3241E-10
0.43,3.3943E-10
0.42,3.2899E-10
0.41,3.2061E-10
0.4,3.2256E-10
0.39,3.0514E-10
0.38,3.0774E-10
0.37,2.7759E-10
0.36,2.986E-10
0.35,2.7481E-10
0.34,2.9527E-10
0.33,3.2805E-10
0.32,3.3779E-10
0.31,3.1698E-10
0.3,3.0058E-10
0.29,2.9192E-10
0.28,2.5097E-10
0.27,2.5119E-10
0.26,2.6483E-10
0.25,2.4515E-10
0.24,2.2104E-10
0.23,2.0921E-10
0.22,2.1679E-10
0.21,2.0771E-10
0.2,1.695E-10
0.19,1.7856E-10
0.18,1.79E-10
0.17,1.7805E-10
0.16,1.6292E-10
0.15,1.6183E-10
0.14,1.593E-10
0.13,1.6369E-10
0.12,1.6546E-10
0.11,1.564E-10
0.1,1.7076E-10
0.09,1.6925E-10
0.08,1.5406E-10
0.07,1.4982E-10
0.06,1.2893E-10
0.05,1.0963E-10
0.04,8.454E-11
0.03,7.062E-11
0.02,5.163E-11
0.01,1.809E-11
0,-2.083E-11
