Setup title,I_V_sweep_0_5V_light
1.15,4.3161E-10
1.16,4.387E-10
1.17,4.2453E-10
1.18,4.097E-10
1.19,3.9628E-10
1.2,4.4153E-10
1.21,4.3656E-10
1.22,4.1689E-10
1.23,4.3005E-10
1.24,4.3248E-10
1.25,4.4165E-10
1.26,4.1283E-10
1.27,4.315E-10
1.28,4.2077E-10
1.29,4.4132E-10
1.3,4.5701E-10
1.31,4.3845E-10
1.32,4.4771E-10
1.33,4.3853E-10
1.34,4.1188E-10
1.35,4.3802E-10
1.36,4.3427E-10
1.37,4.2348E-10
1.38,4.2764E-10
1.39,4.238E-10
1.4,4.6199E-10
1.41,4.5457E-10
1.42,4.6378E-10
1.43,4.5477E-10
1.44,4.6524E-10
1.45,4.9553E-10
1.46,4.6825E-10
1.47,4.2984E-10
1.48,4.5608E-10
1.49,4.6126E-10
1.5,4.7651E-10
1.51,4.2436E-10
1.52,4.3009E-10
1.53,4.4517E-10
1.54,4.4922E-10
1.55,4.5562E-10
1.56,4.4428E-10
1.57,4.5651E-10
1.58,4.2936E-10
1.59,4.6336E-10
1.6,4.8596E-10
1.61,4.599E-10
1.62,4.7562E-10
1.63,4.6917E-10
1.64,4.5069E-10
1.65,4.5055E-10
1.66,4.8234E-10
1.67,4.6154E-10
1.68,4.8947E-10
1.69,4.8067E-10
1.7,5.1715E-10
1.71,4.8341E-10
1.72,4.814E-10
1.73,4.9985E-10
1.74,4.7713E-10
1.75,4.6195E-10
1.76,4.8869E-10
1.77,4.9989E-10
1.78,4.7983E-10
1.79,4.8735E-10
1.8,4.7245E-10
1.81,4.8384E-10
1.82,4.766E-10
1.83,4.7453E-10
1.84,4.6875E-10
1.85,4.6092E-10
1.86,4.6724E-10
1.87,4.8518E-10
1.88,4.5655E-10
1.89,4.5319E-10
1.9,4.4618E-10
1.91,4.695E-10
1.92,4.6263E-10
1.93,4.8112E-10
1.94,5.132E-10
1.95,5.1828E-10
1.96,5.0583E-10
1.97,5.2055E-10
1.98,5.3563E-10
1.99,5.4473E-10
2,5.2832E-10
2.01,5.2697E-10
2.02,5.3141E-10
2.03,5.5094E-10
2.04,5.3727E-10
2.05,5.4256E-10
2.06,5.2864E-10
2.07,5.3714E-10
2.08,5.3548E-10
2.09,5.1617E-10
2.1,5.1264E-10
2.11,4.8277E-10
2.12,4.748E-10
2.13,4.6596E-10
2.14,4.733E-10
2.15,5.0475E-10
2.16,5.0396E-10
2.17,5.2035E-10
2.18,5.4289E-10
2.19,5.6609E-10
2.2,5.8055E-10
2.21,5.7351E-10
2.22,5.7524E-10
2.23,5.7402E-10
2.24,5.6416E-10
2.25,5.4787E-10
2.26,5.7024E-10
2.27,5.5145E-10
2.28,5.8044E-10
2.29,5.7186E-10
2.3,5.7449E-10
2.31,5.6071E-10
2.32,5.7344E-10
2.33,6.0312E-10
2.34,6.3408E-10
2.35,6.575E-10
2.36,6.0343E-10
2.37,6.6033E-10
2.38,6.8427E-10
2.39,6.6638E-10
2.4,6.7984E-10
2.41,7.0078E-10
2.42,7.2214E-10
2.43,6.9124E-10
2.44,7.6383E-10
2.45,7.2074E-10
2.46,6.9074E-10
2.47,7.2339E-10
2.48,7.0086E-10
2.49,6.9026E-10
2.5,6.9804E-10
2.51,6.8429E-10
2.52,6.9225E-10
2.53,7.021E-10
2.54,6.9414E-10
2.55,6.8124E-10
2.56,6.7809E-10
2.57,6.5026E-10
2.58,6.8138E-10
2.59,6.6352E-10
2.6,6.759E-10
2.61,6.7926E-10
2.62,6.8094E-10
2.63,6.5712E-10
2.64,6.9338E-10
2.65,7.1086E-10
2.66,7.4727E-10
2.67,6.9499E-10
2.68,6.558E-10
2.69,6.6023E-10
2.7,6.6232E-10
2.71,6.8168E-10
2.72,7.0589E-10
2.73,7.1816E-10
2.74,6.9946E-10
2.75,6.9446E-10
2.76,7.5213E-10
2.77,7.6187E-10
2.78,7.2565E-10
2.79,7.463E-10
2.8,7.068E-10
2.81,6.8124E-10
2.82,6.5923E-10
2.83,6.9126E-10
2.84,7.1478E-10
2.85,7.2348E-10
2.86,7.2875E-10
2.87,7.1867E-10
2.88,7.1519E-10
2.89,7.4751E-10
2.9,7.2107E-10
2.91,7.1463E-10
2.92,7.1077E-10
2.93,7.4683E-10
2.94,7.074E-10
2.95,7.5049E-10
2.96,7.6815E-10
2.97,7.0711E-10
2.98,7.2252E-10
2.99,7.1769E-10
3,7.667E-10
3.01,8.0017E-10
3.02,8.0415E-10
3.03,8.2426E-10
3.04,8.7084E-10
3.05,8.3577E-10
3.06,8.6935E-10
3.07,9.4283E-10
3.08,9.0264E-10
3.09,8.7071E-10
3.1,8.5984E-10
3.11,7.9347E-10
3.12,8.4308E-10
3.13,8.4702E-10
3.14,8.6087E-10
3.15,8.6417E-10
3.16,8.3852E-10
3.17,8.488E-10
3.18,8.8391E-10
3.19,8.7837E-10
3.2,8.2386E-10
3.21,8.4832E-10
3.22,8.6096E-10
3.23,8.4668E-10
3.24,8.8987E-10
3.25,8.9782E-10
3.26,9.085E-10
3.27,8.7019E-10
3.28,8.7192E-10
3.29,9.1394E-10
3.3,9.0503E-10
3.31,9.2353E-10
3.32,9.1979E-10
3.33,8.8185E-10
3.34,9.2139E-10
3.35,8.5738E-10
3.36,8.6642E-10
3.37,8.4679E-10
3.38,8.3324E-10
3.39,8.3618E-10
3.4,8.4528E-10
3.41,8.3724E-10
3.42,8.6602E-10
3.43,8.2846E-10
3.44,8.6179E-10
3.45,8.6715E-10
3.46,8.5892E-10
3.47,8.4685E-10
3.48,8.7331E-10
3.49,9.0494E-10
3.5,9.2699E-10
3.51,9.1307E-10
3.52,9.4542E-10
3.53,9.526E-10
3.54,9.8065E-10
3.55,9.6502E-10
3.56,9.7429E-10
3.57,9.1767E-10
3.58,9.5941E-10
3.59,9.4832E-10
3.6,9.8431E-10
3.61,9.681E-10
3.62,9.8344E-10
3.63,1.00157E-09
3.64,9.9282E-10
3.65,9.8294E-10
3.66,9.751E-10
3.67,1.00915E-09
3.68,1.04906E-09
3.69,1.06169E-09
3.7,1.06988E-09
3.71,1.06558E-09
3.72,1.08284E-09
3.73,1.04845E-09
3.74,1.02753E-09
3.75,1.06175E-09
3.76,1.11465E-09
3.77,1.1349E-09
3.78,1.19707E-09
3.79,1.18758E-09
3.8,1.22371E-09
3.81,1.1721E-09
3.82,1.17199E-09
3.83,1.16364E-09
3.84,1.18348E-09
3.85,1.2038E-09
3.86,1.18853E-09
3.87,1.17618E-09
3.88,1.17431E-09
3.89,1.19687E-09
3.9,1.17646E-09
3.91,1.18932E-09
3.92,1.18892E-09
3.93,1.22363E-09
3.94,1.20884E-09
3.95,1.23365E-09
3.96,1.25814E-09
3.97,1.31339E-09
3.98,1.29614E-09
3.99,1.3105E-09
4,1.30612E-09
4.01,1.32241E-09
4.02,1.38249E-09
4.03,1.34841E-09
4.04,1.3742E-09
4.05,1.37499E-09
4.06,1.43077E-09
4.07,1.43522E-09
4.08,1.42008E-09
4.09,1.40875E-09
4.1,1.49465E-09
4.11,1.47115E-09
4.12,1.50883E-09
4.13,1.52259E-09
4.14,1.51504E-09
4.15,1.5472E-09
4.16,1.62595E-09
4.17,1.63338E-09
4.18,1.55712E-09
4.19,1.54985E-09
4.2,1.61461E-09
4.21,1.64791E-09
4.22,1.61914E-09
4.23,1.67308E-09
4.24,1.6754E-09
4.25,1.69876E-09
4.26,1.67693E-09
4.27,1.7102E-09
4.28,1.76038E-09
4.29,1.81055E-09
4.3,1.77762E-09
4.31,1.74441E-09
4.32,1.84579E-09
4.33,1.82079E-09
4.34,1.34411E-09
4.35,1.36264E-09
4.36,1.38365E-09
4.37,1.36617E-09
4.38,1.41941E-09
4.39,1.44072E-09
4.4,1.44457E-09
4.41,1.47957E-09
4.42,1.47838E-09
4.43,1.50805E-09
4.44,1.47836E-09
4.45,1.46868E-09
4.46,1.44803E-09
4.47,1.43555E-09
4.48,1.44872E-09
4.49,1.45469E-09
4.5,1.49307E-09
4.51,1.52814E-09
4.52,1.52502E-09
4.53,1.57503E-09
4.54,1.60843E-09
4.55,1.61992E-09
4.56,1.64178E-09
4.57,1.63797E-09
4.58,1.6575E-09
4.59,2.30723E-09
4.6,2.46885E-09
4.61,2.53223E-09
4.62,2.5856E-09
4.63,2.56486E-09
4.64,2.69524E-09
4.65,2.6604E-09
4.66,3.57116E-09
4.67,3.88343E-09
4.68,4.01438E-09
4.69,3.04456E-09
4.7,3.19094E-09
4.71,3.22656E-09
4.72,3.35028E-09
4.73,3.46123E-09
4.74,3.51374E-09
4.75,3.45358E-09
4.76,3.39767E-09
4.77,3.3905E-09
4.78,3.64911E-09
4.79,3.49049E-09
4.8,3.64647E-09
4.81,3.57822E-09
4.82,3.63354E-09
4.83,3.479E-09
4.84,3.41252E-09
4.85,3.55803E-09
4.86,3.41431E-09
4.87,3.64599E-09
4.88,3.51962E-09
4.89,3.5961E-09
4.9,3.66304E-09
4.91,3.80363E-09
4.92,3.80196E-09
4.93,3.78358E-09
4.94,3.71377E-09
4.95,3.86132E-09
4.96,4.02649E-09
4.97,3.87273E-09
4.98,3.76506E-09
4.99,3.82139E-09
5,4.02763E-09
5,4.131E-09
4.99,4.00287E-09
4.98,4.02253E-09
4.97,3.70778E-09
4.96,3.65395E-09
4.95,3.43751E-09
4.94,3.42932E-09
4.93,3.23949E-09
4.92,3.14731E-09
4.91,3.07257E-09
4.9,3.01896E-09
4.89,2.97461E-09
4.88,2.95167E-09
4.87,2.88514E-09
4.86,2.76134E-09
4.85,2.96584E-09
4.84,2.52871E-09
4.83,2.33921E-09
4.82,2.27275E-09
4.81,2.31908E-09
4.8,2.3091E-09
4.79,2.33538E-09
4.78,2.46375E-09
4.77,2.09616E-09
4.76,2.01774E-09
4.75,2.05652E-09
4.74,2.00071E-09
4.73,1.97991E-09
4.72,1.91208E-09
4.71,1.90989E-09
4.7,1.85767E-09
4.69,1.88599E-09
4.68,1.9183E-09
4.67,1.89026E-09
4.66,1.90066E-09
4.65,1.76766E-09
4.64,1.80161E-09
4.63,1.79794E-09
4.62,1.78657E-09
4.61,1.72688E-09
4.6,1.91144E-09
4.59,2.12256E-09
4.58,2.07347E-09
4.57,2.04659E-09
4.56,1.98823E-09
4.55,2.04569E-09
4.54,1.96744E-09
4.53,1.98532E-09
4.52,1.96538E-09
4.51,1.90816E-09
4.5,1.81328E-09
4.49,1.80055E-09
4.48,1.8433E-09
4.47,1.8411E-09
4.46,1.81553E-09
4.45,1.77848E-09
4.44,1.80727E-09
4.43,1.75466E-09
4.42,1.73511E-09
4.41,1.64479E-09
4.4,1.72041E-09
4.39,1.68211E-09
4.38,1.67034E-09
4.37,1.63794E-09
4.36,1.63947E-09
4.35,1.6494E-09
4.34,1.66021E-09
4.33,1.6207E-09
4.32,1.66953E-09
4.31,1.62095E-09
4.3,1.71066E-09
4.29,1.60334E-09
4.28,1.55642E-09
4.27,1.52305E-09
4.26,1.46647E-09
4.25,1.38683E-09
4.24,1.37327E-09
4.23,1.37976E-09
4.22,1.43486E-09
4.21,1.35505E-09
4.2,1.38035E-09
4.19,1.38499E-09
4.18,1.42159E-09
4.17,1.43381E-09
4.16,1.40041E-09
4.15,1.44102E-09
4.14,1.40738E-09
4.13,1.44925E-09
4.12,1.49087E-09
4.11,1.43676E-09
4.1,1.42825E-09
4.09,1.46822E-09
4.08,1.39703E-09
4.07,1.37306E-09
4.06,1.2794E-09
4.05,1.28912E-09
4.04,1.29304E-09
4.03,1.34871E-09
4.02,1.35149E-09
4.01,1.28684E-09
4,1.26374E-09
3.99,1.23452E-09
3.98,1.27567E-09
3.97,1.27087E-09
3.96,1.26433E-09
3.95,1.28904E-09
3.94,1.25816E-09
3.93,1.27911E-09
3.92,1.2954E-09
3.91,1.22615E-09
3.9,1.16875E-09
3.89,1.16533E-09
3.88,1.14842E-09
3.87,1.21291E-09
3.86,1.17189E-09
3.85,1.18461E-09
3.84,1.16556E-09
3.83,1.16332E-09
3.82,1.11793E-09
3.81,1.09849E-09
3.8,1.09834E-09
3.79,1.13803E-09
3.78,1.12223E-09
3.77,1.07986E-09
3.76,1.02429E-09
3.75,1.03041E-09
3.74,1.04223E-09
3.73,1.01253E-09
3.72,1.02474E-09
3.71,1.03054E-09
3.7,1.02004E-09
3.69,1.002E-09
3.68,9.8467E-10
3.67,9.9802E-10
3.66,1.03608E-09
3.65,1.03912E-09
3.64,9.9181E-10
3.63,1.01986E-09
3.62,9.864E-10
3.61,9.8021E-10
3.6,9.6567E-10
3.59,9.7654E-10
3.58,1.02904E-09
3.57,1.01123E-09
3.56,1.00336E-09
3.55,1.00567E-09
3.54,1.00482E-09
3.53,1.05302E-09
3.52,1.00589E-09
3.51,1.04539E-09
3.5,1.03684E-09
3.49,1.02107E-09
3.48,9.9921E-10
3.47,1.00974E-09
3.46,1.04989E-09
3.45,1.03803E-09
3.44,1.04233E-09
3.43,1.00745E-09
3.42,1.01349E-09
3.41,9.9042E-10
3.4,9.907E-10
3.39,9.9733E-10
3.38,9.9817E-10
3.37,9.4615E-10
3.36,9.6493E-10
3.35,9.3298E-10
3.34,9.7986E-10
3.33,1.02102E-09
3.32,9.8911E-10
3.31,1.05537E-09
3.3,1.12906E-09
3.29,1.15053E-09
3.28,1.13832E-09
3.27,1.06765E-09
3.26,1.0303E-09
3.25,1.04993E-09
3.24,9.7521E-10
3.23,9.7658E-10
3.22,9.5192E-10
3.21,8.983E-10
3.2,8.5771E-10
3.19,8.5905E-10
3.18,8.5103E-10
3.17,8.7084E-10
3.16,8.6057E-10
3.15,8.8155E-10
3.14,8.4346E-10
3.13,7.988E-10
3.12,8.5027E-10
3.11,8.5863E-10
3.1,8.764E-10
3.09,8.7937E-10
3.08,8.9722E-10
3.07,8.8732E-10
3.06,8.7641E-10
3.05,9.0279E-10
3.04,9.1259E-10
3.03,9.0146E-10
3.02,8.7227E-10
3.01,8.7883E-10
3,8.9088E-10
2.99,8.6891E-10
2.98,8.966E-10
2.97,8.7233E-10
2.96,8.4528E-10
2.95,8.1318E-10
2.94,8.4853E-10
2.93,8.111E-10
2.92,8.4148E-10
2.91,8.8381E-10
2.9,8.9949E-10
2.89,8.9597E-10
2.88,8.639E-10
2.87,8.7992E-10
2.86,8.2726E-10
2.85,8.0173E-10
2.84,8.3964E-10
2.83,7.9084E-10
2.82,8.3304E-10
2.81,8.3272E-10
2.8,8.4989E-10
2.79,8.1257E-10
2.78,8.2471E-10
2.77,8.1629E-10
2.76,8.0497E-10
2.75,8.0895E-10
2.74,8.3189E-10
2.73,8.0784E-10
2.72,8.0434E-10
2.71,7.7713E-10
2.7,7.7762E-10
2.69,7.786E-10
2.68,8.1818E-10
2.67,7.6564E-10
2.66,8.0444E-10
2.65,8.0381E-10
2.64,7.6876E-10
2.63,7.7164E-10
2.62,7.2451E-10
2.61,7.5931E-10
2.6,8.1278E-10
2.59,8.0116E-10
2.58,7.7637E-10
2.57,8.0172E-10
2.56,8.1046E-10
2.55,7.9996E-10
2.54,7.5504E-10
2.53,7.88E-10
2.52,7.2504E-10
2.51,6.8912E-10
2.5,7.2817E-10
2.49,7.0728E-10
2.48,6.6482E-10
2.47,6.332E-10
2.46,6.5691E-10
2.45,6.5711E-10
2.44,6.426E-10
2.43,6.5786E-10
2.42,6.099E-10
2.41,6.2251E-10
2.4,6.3186E-10
2.39,6.0784E-10
2.38,6.0207E-10
2.37,5.8776E-10
2.36,5.7256E-10
2.35,5.8825E-10
2.34,5.5841E-10
2.33,5.6248E-10
2.32,5.6817E-10
2.31,5.6601E-10
2.3,6.0033E-10
2.29,5.7448E-10
2.28,5.9579E-10
2.27,6.0162E-10
2.26,5.9797E-10
2.25,5.7912E-10
2.24,5.6623E-10
2.23,5.6058E-10
2.22,5.4626E-10
2.21,5.597E-10
2.2,5.6102E-10
2.19,5.9604E-10
2.18,5.6147E-10
2.17,5.9139E-10
2.16,6.0141E-10
2.15,6.1728E-10
2.14,5.87E-10
2.13,6.2752E-10
2.12,6.0152E-10
2.11,5.8975E-10
2.1,6.0685E-10
2.09,5.7508E-10
2.08,6.0073E-10
2.07,5.765E-10
2.06,5.5583E-10
2.05,5.3039E-10
2.04,5.2918E-10
2.03,6.105E-10
2.02,6.0884E-10
2.01,5.8787E-10
2,5.8351E-10
1.99,6.1262E-10
1.98,6.2766E-10
1.97,6.3715E-10
1.96,6.2941E-10
1.95,6.296E-10
1.94,6.3948E-10
1.93,6.543E-10
1.92,5.8825E-10
1.91,5.5953E-10
1.9,5.5956E-10
1.89,6.6485E-10
1.88,6.6267E-10
1.87,6.5446E-10
1.86,6.4347E-10
1.85,5.9414E-10
1.84,6.6651E-10
1.83,6.3326E-10
1.82,6.5028E-10
1.81,6.2752E-10
1.8,6.0672E-10
1.79,5.8267E-10
1.78,5.6924E-10
1.77,5.8728E-10
1.76,5.755E-10
1.75,5.8439E-10
1.74,6.0545E-10
1.73,6.1407E-10
1.72,5.7686E-10
1.71,5.8073E-10
1.7,5.8256E-10
1.69,5.8296E-10
1.68,6.0149E-10
1.67,6.5311E-10
1.66,6.6091E-10
1.65,6.7388E-10
1.64,6.4473E-10
1.63,6.4956E-10
1.62,6.627E-10
1.61,6.5134E-10
1.6,6.3622E-10
1.59,6.5747E-10
1.58,6.9604E-10
1.57,6.7762E-10
1.56,6.7879E-10
1.55,6.3702E-10
1.54,6.1916E-10
1.53,5.5991E-10
1.52,5.6983E-10
1.51,5.8291E-10
1.5,5.7776E-10
1.49,5.8878E-10
1.48,5.909E-10
1.47,5.9077E-10
1.46,5.9511E-10
1.45,5.5557E-10
1.44,5.376E-10
1.43,5.3164E-10
1.42,5.0758E-10
1.41,5.3622E-10
1.4,5.1239E-10
1.39,5.222E-10
1.38,5.3904E-10
1.37,5.5022E-10
1.36,5.5197E-10
1.35,4.9445E-10
1.34,5.036E-10
1.33,4.9819E-10
1.32,4.5095E-10
1.31,4.7991E-10
1.3,4.6101E-10
1.29,4.4078E-10
1.28,4.3152E-10
1.27,4.4279E-10
1.26,4.6358E-10
1.25,4.7671E-10
1.24,4.9028E-10
1.23,4.3833E-10
1.22,4.7172E-10
1.21,4.7488E-10
1.2,4.8247E-10
1.19,4.9594E-10
1.18,5.1589E-10
1.17,5.0702E-10
1.16,5.0855E-10
1.15,5.1361E-10
1.14,5.1967E-10
1.13,5.2217E-10
1.12,5.3739E-10
1.11,4.81E-10
1.1,5.0121E-10
1.09,5.3293E-10
1.08,5.2967E-10
1.07,4.8363E-10
1.06,5.2156E-10
1.05,4.9369E-10
1.04,5.1276E-10
1.03,4.6534E-10
1.02,4.9132E-10
1.01,4.9412E-10
1,4.954E-10
0.99,4.9166E-10
0.98,4.7153E-10
0.97,4.8169E-10
0.96,4.5618E-10
0.95,5.0874E-10
0.94,4.6813E-10
0.93,4.6933E-10
0.92,4.8304E-10
0.91,4.5183E-10
0.9,4.4118E-10
0.89,4.485E-10
0.88,4.0915E-10
0.87,4.1525E-10
0.86,4.2666E-10
0.85,4.2562E-10
0.84,3.8109E-10
0.83,4.0164E-10
0.82,3.8297E-10
0.81,3.6058E-10
0.8,3.7202E-10
0.79,4.004E-10
0.78,4.1157E-10
0.77,4.3398E-10
0.76,4.3931E-10
0.75,3.9834E-10
0.74,3.8133E-10
0.73,3.6969E-10
0.72,3.7804E-10
0.71,3.8866E-10
0.7,3.902E-10
0.69,3.8591E-10
0.68,3.9763E-10
0.67,3.7425E-10
0.66,3.6456E-10
0.65,3.515E-10
0.64,3.539E-10
0.63,3.6877E-10
0.62,3.7726E-10
0.61,3.4987E-10
0.6,3.4263E-10
0.59,3.1395E-10
0.58,3.1781E-10
0.57,3.1482E-10
0.56,3.126E-10
0.55,3.0667E-10
0.54,3.0448E-10
0.53,3.1447E-10
0.52,3.2412E-10
0.51,3.2004E-10
0.5,3.0575E-10
0.49,3.1132E-10
0.48,3.0325E-10
0.47,3.0356E-10
0.46,2.6259E-10
0.45,2.8321E-10
0.44,2.8245E-10
0.43,2.6752E-10
0.42,2.7146E-10
0.41,3.0262E-10
0.4,3.0947E-10
0.39,2.9318E-10
0.38,2.9066E-10
0.37,3.0317E-10
0.36,2.6179E-10
0.35,2.4845E-10
0.34,2.4877E-10
0.33,2.5369E-10
0.32,2.5303E-10
0.31,2.5742E-10
0.3,2.3892E-10
0.29,2.4934E-10
0.28,2.729E-10
0.27,2.7817E-10
0.26,2.5993E-10
0.25,2.7302E-10
0.24,2.1351E-10
