Setup title,I_V_sweep_0_7V_light
1.16,4.8233E-10
1.17,4.6725E-10
1.18,4.6361E-10
1.19,4.613E-10
1.2,4.6885E-10
1.21,4.6448E-10
1.22,4.4809E-10
1.23,4.3032E-10
1.24,4.607E-10
1.25,4.6953E-10
1.26,4.412E-10
1.27,4.2738E-10
1.28,4.3656E-10
1.29,4.4059E-10
1.3,4.1285E-10
1.31,4.054E-10
1.32,4.065E-10
1.33,3.8715E-10
1.34,3.8685E-10
1.35,4.0453E-10
1.36,4.0618E-10
1.37,4.2035E-10
1.38,4.1798E-10
1.39,4.511E-10
1.4,4.5457E-10
1.41,4.1287E-10
1.42,3.9466E-10
1.43,4.454E-10
1.44,4.7727E-10
1.45,4.7744E-10
1.46,4.7785E-10
1.47,4.6785E-10
1.48,4.7271E-10
1.49,4.9637E-10
1.5,4.7929E-10
1.51,4.2211E-10
1.52,4.2848E-10
1.53,4.3913E-10
1.54,4.3923E-10
1.55,4.5977E-10
1.56,4.6118E-10
1.57,4.6867E-10
1.58,4.714E-10
1.59,4.5958E-10
1.6,4.4671E-10
1.61,4.424E-10
1.62,4.6424E-10
1.63,4.2707E-10
1.64,4.4797E-10
1.65,4.6419E-10
1.66,4.8708E-10
1.67,5.105E-10
1.68,5.6614E-10
1.69,5.605E-10
1.7,5.6273E-10
1.71,5.3182E-10
1.72,4.9131E-10
1.73,5.1078E-10
1.74,5.2655E-10
1.75,5.0489E-10
1.76,5.4432E-10
1.77,4.8413E-10
1.78,4.7286E-10
1.79,4.5048E-10
1.8,4.6302E-10
1.81,5.065E-10
1.82,5.0907E-10
1.83,5.1319E-10
1.84,5.3497E-10
1.85,5.1671E-10
1.86,5.0455E-10
1.87,5.2826E-10
1.88,5.3661E-10
1.89,5.5568E-10
1.9,5.1363E-10
1.91,5.021E-10
1.92,5.4771E-10
1.93,5.8427E-10
1.94,5.5568E-10
1.95,5.7553E-10
1.96,5.6998E-10
1.97,6.0127E-10
1.98,6.3103E-10
1.99,6.0989E-10
2,5.9523E-10
2.01,5.7537E-10
2.02,6.0635E-10
2.03,5.6389E-10
2.04,5.7177E-10
2.05,5.5823E-10
2.06,5.6285E-10
2.07,5.6432E-10
2.08,5.8294E-10
2.09,5.9301E-10
2.1,5.9105E-10
2.11,5.8025E-10
2.12,5.7315E-10
2.13,5.6692E-10
2.14,5.9682E-10
2.15,5.8506E-10
2.16,5.9859E-10
2.17,5.9174E-10
2.18,6.368E-10
2.19,6.2627E-10
2.2,6.5388E-10
2.21,6.2995E-10
2.22,6.7082E-10
2.23,7.1143E-10
2.24,7.4723E-10
2.25,7.2998E-10
2.26,7.0149E-10
2.27,7.3742E-10
2.28,7.0846E-10
2.29,7.5482E-10
2.3,8.4292E-10
2.31,8.1805E-10
2.32,8.0214E-10
2.33,7.2105E-10
2.34,6.555E-10
2.35,6.835E-10
2.36,6.3052E-10
2.37,6.178E-10
2.38,5.9363E-10
2.39,6.2525E-10
2.4,6.299E-10
2.41,6.5303E-10
2.42,7.0903E-10
2.43,7.5677E-10
2.44,8.0317E-10
2.45,8.0805E-10
2.46,8.2106E-10
2.47,7.9223E-10
2.48,7.9773E-10
2.49,7.6231E-10
2.5,8.3457E-10
2.51,8.353E-10
2.52,8.4054E-10
2.53,8.8049E-10
2.54,8.2631E-10
2.55,8.3035E-10
2.56,7.6333E-10
2.57,7.7968E-10
2.58,7.8084E-10
2.59,7.6987E-10
2.6,8.1325E-10
2.61,8.3736E-10
2.62,8.2682E-10
2.63,8.5495E-10
2.64,8.2674E-10
2.65,8.2604E-10
2.66,8.0208E-10
2.67,8.185E-10
2.68,7.5271E-10
2.69,7.2596E-10
2.7,7.1301E-10
2.71,7.2011E-10
2.72,7.1936E-10
2.73,7.3817E-10
2.74,7.6009E-10
2.75,7.5095E-10
2.76,7.492E-10
2.77,7.1411E-10
2.78,7.1514E-10
2.79,7.1814E-10
2.8,7.0064E-10
2.81,7.0071E-10
2.82,7.0265E-10
2.83,7.2409E-10
2.84,6.9031E-10
2.85,6.7978E-10
2.86,7.1695E-10
2.87,7.1072E-10
2.88,7.0951E-10
2.89,7.1027E-10
2.9,7.5363E-10
2.91,7.2357E-10
2.92,7.3038E-10
2.93,7.2295E-10
2.94,7.0933E-10
2.95,7.2148E-10
2.96,6.9367E-10
2.97,7.0164E-10
2.98,7.1929E-10
2.99,7.2541E-10
3,7.3178E-10
3.01,7.1399E-10
3.02,7.5796E-10
3.03,7.3278E-10
3.04,7.1169E-10
3.05,7.102E-10
3.06,7.0213E-10
3.07,7.3971E-10
3.08,7.2569E-10
3.09,7.331E-10
3.1,7.4256E-10
3.11,7.5075E-10
3.12,7.5136E-10
3.13,7.5261E-10
3.14,7.7252E-10
3.15,7.7222E-10
3.16,7.4323E-10
3.17,7.4574E-10
3.18,7.8449E-10
3.19,8.2979E-10
3.2,8.4048E-10
3.21,8.1768E-10
3.22,7.8349E-10
3.23,8.4758E-10
3.24,8.0941E-10
3.25,9.1628E-10
3.26,8.8253E-10
3.27,8.472E-10
3.28,8.5534E-10
3.29,8.6253E-10
3.3,8.7671E-10
3.31,8.5871E-10
3.32,9.4596E-10
3.33,9.0825E-10
3.34,9.6936E-10
3.35,9.5778E-10
3.36,1.08038E-09
3.37,1.01905E-09
3.38,1.00318E-09
3.39,9.4604E-10
3.4,9.6717E-10
3.41,9.6675E-10
3.42,1.05315E-09
3.43,1.07039E-09
3.44,1.10384E-09
3.45,9.9584E-10
3.46,9.5964E-10
3.47,9.1174E-10
3.48,9.4231E-10
3.49,9.849E-10
3.5,9.7133E-10
3.51,1.01499E-09
3.52,1.06271E-09
3.53,1.08494E-09
3.54,1.05083E-09
3.55,1.09076E-09
3.56,1.09015E-09
3.57,1.13909E-09
3.58,1.13627E-09
3.59,1.22357E-09
3.6,1.17442E-09
3.61,1.11185E-09
3.62,1.1319E-09
3.63,1.15239E-09
3.64,1.07381E-09
3.65,1.11324E-09
3.66,1.10749E-09
3.67,1.08117E-09
3.68,1.11238E-09
3.69,1.09435E-09
3.7,1.12121E-09
3.71,1.11471E-09
3.72,1.10385E-09
3.73,1.167E-09
3.74,1.17902E-09
3.75,1.19533E-09
3.76,1.20997E-09
3.77,1.23138E-09
3.78,1.23316E-09
3.79,1.19025E-09
3.8,1.23495E-09
3.81,1.24364E-09
3.82,1.22693E-09
3.83,1.19727E-09
3.84,1.2805E-09
3.85,1.2678E-09
3.86,1.312E-09
3.87,1.30657E-09
3.88,1.35703E-09
3.89,1.34491E-09
3.9,1.41231E-09
3.91,1.42087E-09
3.92,1.4289E-09
3.93,1.44596E-09
3.94,1.44626E-09
3.95,1.48808E-09
3.96,1.44533E-09
3.97,1.52513E-09
3.98,1.51773E-09
3.99,1.45257E-09
4,1.39153E-09
4.01,1.39249E-09
4.02,1.37988E-09
4.03,1.39593E-09
4.04,1.51034E-09
4.05,1.45025E-09
4.06,1.46742E-09
4.07,1.45734E-09
4.08,1.43983E-09
4.09,1.44314E-09
4.1,1.48264E-09
4.11,1.56668E-09
4.12,1.56236E-09
4.13,1.59637E-09
4.14,1.56347E-09
4.15,1.51026E-09
4.16,1.46238E-09
4.17,1.46175E-09
4.18,1.49439E-09
4.19,1.45545E-09
4.2,1.46943E-09
4.21,1.52914E-09
4.22,1.54967E-09
4.23,1.48704E-09
4.24,1.4658E-09
4.25,1.44061E-09
4.26,1.48627E-09
4.27,1.47083E-09
4.28,1.50032E-09
4.29,1.51738E-09
4.3,1.53114E-09
4.31,1.46189E-09
4.32,1.43926E-09
4.33,1.48979E-09
4.34,1.4918E-09
4.35,1.50411E-09
4.36,1.51033E-09
4.37,1.53956E-09
4.38,1.55938E-09
4.39,1.5996E-09
4.4,1.61199E-09
4.41,1.60123E-09
4.42,1.64069E-09
4.43,1.6415E-09
4.44,1.66592E-09
4.45,1.7018E-09
4.46,1.76027E-09
4.47,1.80552E-09
4.48,1.70813E-09
4.49,1.7721E-09
4.5,1.734E-09
4.51,1.82787E-09
4.52,1.79668E-09
4.53,1.78974E-09
4.54,1.73111E-09
4.55,1.80207E-09
4.56,1.84067E-09
4.57,1.79244E-09
4.58,1.82106E-09
4.59,1.81894E-09
4.6,1.80826E-09
4.61,1.89442E-09
4.62,1.78883E-09
4.63,1.8092E-09
4.64,1.77028E-09
4.65,1.79281E-09
4.66,1.77215E-09
4.67,1.79864E-09
4.68,1.86312E-09
4.69,1.87485E-09
4.7,1.84497E-09
4.71,1.84213E-09
4.72,1.7862E-09
4.73,1.86657E-09
4.74,1.89175E-09
4.75,1.93795E-09
4.76,1.94207E-09
4.77,1.91607E-09
4.78,1.9731E-09
4.79,1.96371E-09
4.8,2.01184E-09
4.81,2.06076E-09
4.82,2.06197E-09
4.83,2.10601E-09
4.84,2.10916E-09
4.85,2.09128E-09
4.86,2.07992E-09
4.87,2.04591E-09
4.88,2.12115E-09
4.89,2.02376E-09
4.9,2.04235E-09
4.91,2.05787E-09
4.92,2.09737E-09
4.93,2.07688E-09
4.94,2.0294E-09
4.95,2.05739E-09
4.96,2.10937E-09
4.97,2.14207E-09
4.98,2.11823E-09
4.99,2.19162E-09
5,2.19529E-09
5.01,2.18522E-09
5.02,2.19436E-09
5.03,2.16941E-09
5.04,2.19459E-09
5.05,2.18489E-09
5.06,2.20178E-09
5.07,2.2633E-09
5.08,2.22284E-09
5.09,2.19196E-09
5.1,2.17958E-09
5.11,2.23345E-09
5.12,2.16805E-09
5.13,2.2448E-09
5.14,2.28657E-09
5.15,2.31049E-09
5.16,2.32768E-09
5.17,2.36755E-09
5.18,2.43048E-09
5.19,2.49391E-09
5.2,2.52128E-09
5.21,2.41951E-09
5.22,2.46633E-09
5.23,2.4749E-09
5.24,2.38594E-09
5.25,2.45012E-09
5.26,2.52661E-09
5.27,2.47875E-09
5.28,2.43168E-09
5.29,2.46645E-09
5.3,2.49374E-09
5.31,2.47337E-09
5.32,2.37255E-09
5.33,2.41338E-09
5.34,2.44378E-09
5.35,2.49596E-09
5.36,2.44256E-09
5.37,2.42E-09
5.38,2.44062E-09
5.39,2.45649E-09
5.4,2.49488E-09
5.41,2.54636E-09
5.42,2.50956E-09
5.43,2.53864E-09
5.44,2.55177E-09
5.45,2.56943E-09
5.46,2.56842E-09
5.47,2.59302E-09
5.48,2.58384E-09
5.49,2.58634E-09
5.5,2.6368E-09
5.51,2.60159E-09
5.52,2.68607E-09
5.53,2.79648E-09
5.54,2.77311E-09
5.55,2.78595E-09
5.56,2.81894E-09
5.57,2.81475E-09
5.58,2.85862E-09
5.59,2.81149E-09
5.6,2.93931E-09
5.61,2.98641E-09
5.62,2.965E-09
5.63,2.934E-09
5.64,3.00203E-09
5.65,3.04305E-09
5.66,3.06893E-09
5.67,2.95863E-09
5.68,3.02317E-09
5.69,3.05161E-09
5.7,3.07139E-09
5.71,3.1307E-09
5.72,3.1707E-09
5.73,3.13435E-09
5.74,3.17335E-09
5.75,3.19133E-09
5.76,3.17377E-09
5.77,3.11006E-09
5.78,3.12733E-09
5.79,3.17633E-09
5.8,3.21393E-09
5.81,3.26489E-09
5.82,3.34187E-09
5.83,3.30386E-09
5.84,3.2534E-09
5.85,3.29646E-09
5.86,3.26356E-09
5.87,3.17968E-09
5.88,3.2913E-09
5.89,3.23194E-09
5.9,3.32973E-09
5.91,3.33528E-09
5.92,3.35012E-09
5.93,3.30205E-09
5.94,3.41034E-09
5.95,3.43607E-09
5.96,3.56414E-09
5.97,3.52674E-09
5.98,3.55386E-09
5.99,3.5495E-09
6,3.54258E-09
6.01,3.53967E-09
6.02,3.52551E-09
6.03,3.54929E-09
6.04,3.59272E-09
6.05,3.67972E-09
6.06,3.5066E-09
6.07,3.52071E-09
6.08,3.50976E-09
6.09,3.55038E-09
6.1,3.53836E-09
6.11,3.57229E-09
6.12,3.65177E-09
6.13,3.60245E-09
6.14,3.68695E-09
6.15,3.64469E-09
6.16,3.66806E-09
6.17,3.79322E-09
6.18,3.72602E-09
6.19,3.72617E-09
6.2,3.80188E-09
6.21,3.81107E-09
6.22,3.76873E-09
6.23,3.83675E-09
6.24,3.84685E-09
6.25,3.83734E-09
6.26,3.81589E-09
6.27,3.87094E-09
6.28,3.9065E-09
6.29,3.95694E-09
6.3,3.96425E-09
6.31,3.98221E-09
6.32,3.9764E-09
6.33,3.99855E-09
6.34,4.03931E-09
6.35,4.03501E-09
6.36,4.02592E-09
6.37,4.00494E-09
6.38,4.03306E-09
6.39,4.04182E-09
6.4,4.05856E-09
6.41,4.13306E-09
6.42,4.14634E-09
6.43,4.12823E-09
6.44,4.172E-09
6.45,4.32051E-09
6.46,4.34802E-09
6.47,4.20151E-09
6.48,4.2629E-09
6.49,4.2902E-09
6.5,4.33217E-09
6.51,4.31101E-09
6.52,4.33872E-09
6.53,4.37402E-09
6.54,4.36612E-09
6.55,4.37541E-09
6.56,4.45659E-09
6.57,4.48159E-09
6.58,4.4896E-09
6.59,4.58522E-09
6.6,4.65563E-09
6.61,4.62193E-09
6.62,4.63431E-09
6.63,4.65207E-09
6.64,4.66872E-09
6.65,4.68075E-09
6.66,4.68363E-09
6.67,4.73023E-09
6.68,4.77805E-09
6.69,4.7268E-09
6.7,4.71446E-09
6.71,4.75773E-09
6.72,4.83892E-09
6.73,4.89056E-09
6.74,4.85421E-09
6.75,4.88956E-09
6.76,4.97041E-09
6.77,4.99257E-09
6.78,4.96337E-09
6.79,4.99495E-09
6.8,4.92387E-09
6.81,4.96866E-09
6.82,5.02355E-09
6.83,4.9963E-09
6.84,4.96816E-09
6.85,5.03086E-09
6.86,5.03013E-09
6.87,5.07656E-09
6.88,5.16732E-09
6.89,5.17444E-09
6.9,5.12653E-09
6.91,5.12298E-09
6.92,5.16955E-09
6.93,5.21655E-09
6.94,5.27386E-09
6.95,5.29432E-09
6.96,5.30505E-09
6.97,5.31508E-09
6.98,5.41008E-09
6.99,5.29324E-09
7,5.30183E-09
7,5.30581E-09
6.99,5.23671E-09
6.98,5.21818E-09
6.97,5.16466E-09
6.96,5.18341E-09
6.95,5.14143E-09
6.94,5.1353E-09
6.93,5.08245E-09
6.92,5.00382E-09
6.91,5.02706E-09
6.9,4.952E-09
6.89,4.95615E-09
6.88,4.92335E-09
6.87,4.91666E-09
6.86,4.91974E-09
6.85,4.90291E-09
6.84,4.91661E-09
6.83,4.8653E-09
6.82,4.83079E-09
6.81,4.87692E-09
6.8,4.82778E-09
6.79,4.82217E-09
6.78,4.76265E-09
6.77,4.69421E-09
6.76,4.71283E-09
6.75,4.70285E-09
6.74,4.69894E-09
6.73,4.69382E-09
6.72,4.67863E-09
6.71,4.65871E-09
6.7,4.58534E-09
6.69,4.56372E-09
6.68,4.54118E-09
6.67,4.54679E-09
6.66,4.52453E-09
6.65,4.47196E-09
6.64,4.47973E-09
6.63,4.46179E-09
6.62,4.49983E-09
6.61,4.42952E-09
6.6,4.40193E-09
6.59,4.33298E-09
6.58,4.27678E-09
6.57,4.41009E-09
6.56,4.36018E-09
6.55,4.32576E-09
6.54,4.3191E-09
6.53,4.32045E-09
6.52,4.23909E-09
6.51,4.17427E-09
6.5,4.17293E-09
6.49,4.16892E-09
6.48,4.19547E-09
6.47,4.22894E-09
6.46,4.13325E-09
6.45,4.07409E-09
6.44,4.06563E-09
6.43,4.03069E-09
6.42,4.01333E-09
6.41,4.03006E-09
6.4,3.99688E-09
6.39,4.02914E-09
6.38,3.97958E-09
6.37,3.93225E-09
6.36,3.8944E-09
6.35,3.88298E-09
6.34,3.9538E-09
6.33,3.95916E-09
6.32,3.88629E-09
6.31,3.83158E-09
6.3,3.77209E-09
6.29,3.74767E-09
6.28,3.7294E-09
6.27,3.67707E-09
6.26,3.66645E-09
6.25,3.62796E-09
6.24,3.63164E-09
6.23,3.61066E-09
6.22,3.58258E-09
6.21,3.54382E-09
6.2,3.50851E-09
6.19,3.5619E-09
6.18,3.53388E-09
6.17,3.47794E-09
6.16,3.55881E-09
6.15,3.59527E-09
6.14,3.54869E-09
6.13,3.56826E-09
6.12,3.50582E-09
6.11,3.50304E-09
6.1,3.4767E-09
6.09,3.46771E-09
6.08,3.47152E-09
6.07,3.44042E-09
6.06,3.45608E-09
6.05,3.3664E-09
6.04,3.38258E-09
6.03,3.31814E-09
6.02,3.33683E-09
6.01,3.3686E-09
6,3.47855E-09
5.99,3.4454E-09
5.98,3.34278E-09
5.97,3.36966E-09
5.96,3.35084E-09
5.95,3.33711E-09
5.94,3.30635E-09
5.93,3.27964E-09
5.92,3.39151E-09
5.91,3.45798E-09
5.9,3.50263E-09
5.89,3.43814E-09
5.88,3.36776E-09
5.87,3.2375E-09
5.86,3.59677E-09
5.85,4.35743E-09
5.84,3.60959E-09
5.83,3.54409E-09
5.82,3.485E-09
5.81,3.2985E-09
5.8,3.17659E-09
5.79,3.14914E-09
5.78,3.11183E-09
5.77,3.14638E-09
5.76,3.08034E-09
5.75,3.0366E-09
5.74,3.00319E-09
5.73,3.01335E-09
5.72,3.00612E-09
5.71,2.98594E-09
5.7,2.98452E-09
5.69,2.98363E-09
5.68,2.9857E-09
5.67,2.92852E-09
5.66,2.94362E-09
5.65,2.94301E-09
5.64,2.91229E-09
5.63,2.88435E-09
5.62,2.90401E-09
5.61,2.91136E-09
5.6,2.89644E-09
5.59,2.85445E-09
5.58,2.83618E-09
5.57,2.84713E-09
5.56,2.79706E-09
5.55,2.74759E-09
5.54,2.74091E-09
5.53,2.80022E-09
5.52,2.84843E-09
5.51,2.77996E-09
5.5,2.76396E-09
5.49,2.80499E-09
5.48,2.85166E-09
5.47,2.84378E-09
5.46,2.84242E-09
5.45,2.84891E-09
5.44,2.75994E-09
5.43,2.7405E-09
5.42,2.74087E-09
5.41,2.95302E-09
5.4,3.0628E-09
5.39,2.94932E-09
5.38,3.04915E-09
5.37,2.98833E-09
5.36,2.89332E-09
5.35,2.94672E-09
5.34,2.99469E-09
5.33,2.96645E-09
5.32,2.93004E-09
5.31,2.92019E-09
5.3,3.06557E-09
5.29,2.75936E-09
5.28,2.6558E-09
5.27,2.58514E-09
5.26,2.58768E-09
5.25,2.54043E-09
5.24,2.5164E-09
5.23,2.52829E-09
5.22,2.47854E-09
5.21,2.4875E-09
5.2,2.46174E-09
5.19,2.45196E-09
5.18,2.44128E-09
5.17,2.41256E-09
5.16,2.40325E-09
5.15,2.33842E-09
5.14,2.32698E-09
5.13,2.33908E-09
5.12,2.33166E-09
5.11,2.28222E-09
5.1,2.25544E-09
5.09,2.26428E-09
5.08,2.24442E-09
5.07,2.31297E-09
5.06,2.34408E-09
5.05,2.39058E-09
5.04,2.39611E-09
5.03,2.33115E-09
5.02,2.38433E-09
5.01,2.58086E-09
5,2.45428E-09
4.99,2.36461E-09
4.98,2.24083E-09
4.97,2.22716E-09
4.96,2.22735E-09
4.95,2.23763E-09
4.94,2.19717E-09
4.93,2.15864E-09
4.92,2.15248E-09
4.91,2.14097E-09
4.9,2.13329E-09
4.89,2.10978E-09
4.88,2.11242E-09
4.87,2.12156E-09
4.86,2.11262E-09
4.85,2.09787E-09
4.84,2.07337E-09
4.83,2.07987E-09
4.82,2.02822E-09
4.81,2.01998E-09
4.8,2.02928E-09
4.79,2.0428E-09
4.78,2.01941E-09
4.77,2.0287E-09
4.76,1.99866E-09
4.75,1.9626E-09
4.74,1.94194E-09
4.73,1.90911E-09
4.72,1.92373E-09
4.71,1.96425E-09
4.7,1.996E-09
4.69,1.96313E-09
4.68,1.96256E-09
4.67,1.98079E-09
4.66,2.01013E-09
4.65,2.00051E-09
4.64,2.00127E-09
4.63,2.04068E-09
4.62,1.97178E-09
4.61,1.96677E-09
4.6,1.91872E-09
4.59,1.93257E-09
4.58,1.9333E-09
4.57,1.91969E-09
4.56,1.87165E-09
4.55,1.84318E-09
4.54,1.81387E-09
4.53,1.83591E-09
4.52,1.81069E-09
4.51,1.81093E-09
4.5,1.78176E-09
4.49,1.76742E-09
4.48,1.78652E-09
4.47,1.76261E-09
4.46,1.73718E-09
4.45,1.72971E-09
4.44,1.72477E-09
4.43,1.7194E-09
4.42,1.7262E-09
4.41,1.71244E-09
4.4,1.74003E-09
4.39,1.75283E-09
4.38,1.73939E-09
4.37,1.73019E-09
4.36,1.70132E-09
4.35,1.71142E-09
4.34,1.72007E-09
4.33,1.73627E-09
4.32,1.71923E-09
4.31,1.73989E-09
4.3,1.70938E-09
4.29,1.70952E-09
4.28,1.73027E-09
4.27,1.67077E-09
4.26,1.63427E-09
