Setup title,I_V_Dark_0-4
0.96,-4.5E-12
0.97,4.3E-12
0.98,9.4E-12
0.99,-2.1E-12
1,-4.3E-12
1.01,8E-13
1.02,-3.6E-12
1.03,-3.8E-12
1.04,-7.6E-12
1.05,-1.5E-12
1.06,1.3E-12
1.07,1.6E-12
1.08,-4.8E-12
1.09,-2.7E-12
1.1,-2E-13
1.11,-3.7E-12
1.12,-5.7E-12
1.13,8E-13
1.14,3.1E-12
1.15,-5.8E-12
1.16,-2.6E-12
1.17,-3.5E-12
1.18,1.6E-12
1.19,-8.3E-12
1.2,-5E-12
1.21,1.8E-12
1.22,2.4E-12
1.23,-4.3E-12
1.24,-3.9E-12
1.25,-1.4E-12
1.26,-9E-13
1.27,3.4E-12
1.28,4E-12
1.29,-4E-13
1.3,-4.4E-12
1.31,-3.9E-12
1.32,-1.9E-12
1.33,-1.8E-12
1.34,4.9E-12
1.35,-5.5E-12
1.36,-3.3E-12
1.37,1.2E-12
1.38,2.1E-12
1.39,-6.7E-12
1.4,-3.7E-12
1.41,-7E-12
1.42,1.7E-12
1.43,2.9E-12
1.44,-3.4E-12
1.45,4.9E-12
1.46,-8.1E-12
1.47,-2.5E-12
1.48,1.7E-12
1.49,4.1E-12
1.5,-5.3E-12
1.51,-2.8E-12
1.52,-6E-13
1.53,2.4E-12
1.54,-5E-12
1.55,-8E-13
1.56,-2.2E-12
1.57,-5.4E-12
1.58,-3.3E-12
1.59,6.1E-12
1.6,1.2E-12
1.61,-9E-13
1.62,-1.9E-12
1.63,-4.1E-12
1.64,-4E-12
1.65,-4.1E-12
1.66,-1E-13
1.67,5E-12
1.68,-6.3E-12
1.69,-5E-12
1.7,2E-13
1.71,7.4E-12
1.72,-1.1E-11
1.73,-4.7E-12
1.74,-7E-12
1.75,6E-13
1.76,-9E-13
1.77,-3.5E-12
1.78,1.5E-12
1.79,-2.1E-12
1.8,-4E-13
1.81,-4.1E-12
1.82,2.2E-12
1.83,4.5E-12
1.84,6.3E-12
1.85,-7E-13
1.86,-6.7E-12
1.87,-6.9E-12
1.88,-2.9E-12
1.89,-2.2E-12
1.9,-3.1E-12
1.91,3.1E-12
1.92,1E-13
1.93,-1.3E-12
1.94,-3.3E-12
1.95,2.7E-12
1.96,6.7E-12
1.97,-4.4E-12
1.98,-5E-13
1.99,6E-13
2,4E-12
2.01,-5.3E-12
2.02,-4.6E-12
2.03,0
2.04,7E-13
2.05,-4.6E-12
2.06,-3.7E-12
2.07,-4.9E-12
2.08,1.8E-12
2.09,2.3E-12
2.1,-3.4E-12
2.11,-5.5E-12
2.12,-2E-12
2.13,1.9E-12
2.14,1.9E-12
2.15,-5E-12
2.16,-5.3E-12
2.17,-3.6E-12
2.18,2.7E-12
2.19,1.1E-12
2.2,-4.7E-12
2.21,1.9E-12
2.22,-4.9E-12
2.23,-6.4E-12
2.24,-5.5E-12
2.25,-2.5E-12
2.26,-2E-13
2.27,-6E-12
2.28,-3.1E-12
2.29,-1.5E-12
2.3,1.3E-12
2.31,-3.6E-12
2.32,-3.3E-12
2.33,-5E-13
2.34,1E-13
2.35,7E-13
2.36,-5.9E-12
2.37,-2.1E-12
2.38,-1E-12
2.39,1.4E-12
2.4,-6.1E-12
2.41,-4.6E-12
2.42,6E-13
2.43,1.4E-12
2.44,-1E-13
2.45,-6.4E-12
2.46,-3.9E-12
2.47,-6E-13
2.48,1.9E-12
2.49,-4.1E-12
2.5,-4.4E-12
2.51,-8.3E-12
2.52,1.7E-12
2.53,-5.3E-12
2.54,5E-13
2.55,3.7E-12
2.56,-5E-12
2.57,-3.1E-12
2.58,1.1E-12
2.59,3.9E-12
2.6,-4.4E-12
2.61,-4E-12
2.62,1.3E-12
2.63,1.7E-12
2.64,-4.7E-12
2.65,-2.5E-12
2.66,-1.5E-12
2.67,3.5E-12
2.68,-4.6E-12
2.69,1.2E-12
2.7,4E-13
2.71,-7.3E-12
2.72,-3.4E-12
2.73,-5.5E-12
2.74,2.6E-12
2.75,-3.9E-12
2.76,2E-12
2.77,1.3E-12
2.78,-6E-13
2.79,-5.6E-12
2.8,-7.1E-12
2.81,1.6E-12
2.82,1.7E-12
2.83,-2.3E-12
2.84,-5E-12
2.85,3E-13
2.86,-1.9E-12
2.87,-7E-13
2.88,-6.2E-12
2.89,3E-12
2.9,8E-13
2.91,-5.2E-12
2.92,-4.5E-12
2.93,-4E-12
2.94,2.6E-12
2.95,3E-13
2.96,-2.6E-12
2.97,-3.5E-12
2.98,-2.3E-12
2.99,6E-13
3,2.6E-12
3.01,-3.6E-12
3.02,-9E-13
3.03,-2.6E-12
3.04,-7.9E-12
3.05,-2.1E-12
3.06,-5.4E-12
3.07,1.7E-12
3.08,-1.1E-12
3.09,1.6E-12
3.1,-5.2E-12
3.11,-4.7E-12
3.12,-1.7E-12
3.13,9E-13
3.14,-6E-12
3.15,-3.7E-12
3.16,-8E-13
3.17,-2.1E-12
3.18,-8E-13
3.19,-5E-12
3.2,1.5E-12
3.21,5E-13
3.22,4E-13
3.23,-4.6E-12
3.24,-4E-12
3.25,-2.2E-12
3.26,4.4E-12
3.27,-5.7E-12
3.28,-4E-12
3.29,-7.8E-12
3.3,4.4E-12
3.31,-1.2E-12
3.32,-3.3E-12
3.33,5E-13
3.34,-7E-13
3.35,7.2E-12
3.36,-5.3E-12
3.37,-4.3E-12
3.38,1.2E-12
3.39,3.6E-12
3.4,-3.7E-12
3.41,-4.3E-12
3.42,3E-13
3.43,5E-13
3.44,-2.5E-12
3.45,-6.9E-12
3.46,3.7E-12
3.47,-5.9E-12
3.48,-3.1E-12
3.49,-3E-12
3.5,9E-13
3.51,1.9E-12
3.52,-3.2E-12
3.53,1.9E-12
3.54,2.3E-12
3.55,-1.1E-12
3.56,-5.4E-12
3.57,1.9E-12
3.58,1.5E-12
3.59,-2.2E-12
3.6,-2.5E-12
3.61,2.3E-12
3.62,-1.8E-12
3.63,-3E-13
3.64,-4.7E-12
3.65,7E-13
3.66,6E-13
3.67,-4.7E-12
3.68,-4E-12
3.69,1.3E-12
3.7,2.3E-12
3.71,-3.1E-12
3.72,-4.6E-12
3.73,-1.5E-12
3.74,2.3E-12
3.75,2.7E-12
3.76,-2.4E-12
3.77,-3.4E-12
3.78,1.3E-12
3.79,2.9E-12
3.8,-4.1E-12
3.81,-4E-12
3.82,1E-12
3.83,4E-12
3.84,-2.9E-12
3.85,-1.1E-12
3.86,-2.3E-12
3.87,-4E-12
3.88,-2E-12
3.89,7E-13
3.9,4.2E-12
3.91,-4.7E-12
3.92,-4E-13
3.93,-2.3E-12
3.94,3.7E-12
3.95,-2.6E-12
3.96,-2.7E-12
3.97,-4.6E-12
3.98,3.8E-12
3.99,-4.4E-12
4,-1.5E-12
4.01,-2.8E-12
4.02,1.1E-12
4.03,5.3E-12
4.04,-4.2E-12
4.05,-2.8E-12
4.06,-3.6E-12
4.07,3.1E-12
4.08,2.6E-12
4.09,-5.1E-12
4.1,-2.2E-12
4.11,3E-13
4.12,-1E-12
4.13,-2.9E-12
4.14,-3E-12
4.15,-5.1E-12
4.16,2E-12
4.17,2.7E-12
4.18,-4.6E-12
4.19,-5.2E-12
4.2,1.7E-12
4.21,-6E-13
4.22,-3E-13
4.23,-6.2E-12
4.24,3.6E-12
4.25,-6.7E-12
4.26,-1.4E-12
4.27,-2E-12
4.28,4.7E-12
4.29,-6E-12
4.3,-1.7E-12
4.31,-4E-13
4.32,-5.5E-12
4.33,-2.4E-12
4.34,-2.1E-12
4.35,1.9E-12
4.36,-3.6E-12
4.37,-4.5E-12
4.38,1E-13
4.39,3.3E-12
4.4,-3.3E-12
4.41,5.7E-12
4.42,9E-13
4.43,-2E-13
4.44,-3.6E-12
4.45,-4.3E-12
4.46,1.6E-12
4.47,-3.5E-12
4.48,-2.2E-12
4.49,-3E-12
4.5,2.1E-12
4.51,2.9E-12
4.52,-1.1E-12
4.53,-3.9E-12
4.54,1.2E-12
4.55,1.8E-12
4.56,-1.5E-12
4.57,-7E-13
4.58,-2.3E-12
4.59,1.8E-12
4.6,-1.6E-12
4.61,1.6E-12
4.62,-8E-13
4.63,2.1E-12
4.64,2.2E-12
4.65,-2.8E-12
4.66,-3.9E-12
4.67,2E-12
4.68,1.7E-12
4.69,-1.6E-12
4.7,-1.9E-12
4.71,2E-13
4.72,-3.1E-12
4.73,-2.4E-12
4.74,2E-13
4.75,2.1E-12
4.76,2.9E-12
4.77,-3.7E-12
4.78,3.2E-12
4.79,1.6E-12
4.8,4E-13
4.81,-2.7E-12
4.82,-4.1E-12
4.83,3.2E-12
4.84,-6E-13
4.85,3E-13
4.86,-3.9E-12
4.87,1.4E-12
4.88,2.6E-12
4.89,3.9E-12
4.9,-2.7E-12
4.91,-1.1E-12
4.92,-1E-13
4.93,2.3E-12
4.94,-1E-13
4.95,-2.2E-12
4.96,-2.6E-12
4.97,-2.1E-12
4.98,3E-12
4.99,2.3E-12
5,-1.3E-12
5.01,-1.5E-12
5.02,1E-12
5.03,3E-13
5.04,-3.1E-12
5.05,-2.1E-12
5.06,1.9E-12
5.07,1.3E-12
5.08,-7E-13
5.09,-4E-12
5.1,1.3E-12
5.11,2.5E-12
5.12,-4.8E-12
5.13,4E-13
5.14,-4.3E-12
5.15,1.4E-12
5.16,-2E-12
5.17,0
5.18,3.3E-12
5.19,4E-13
5.2,3.2E-12
5.21,-4E-12
5.22,-3.8E-12
5.23,5E-13
5.24,2.3E-12
5.25,-1.7E-12
5.26,-2.3E-12
5.27,1.3E-12
5.28,1.1E-12
5.29,-1.9E-12
5.3,-8E-13
5.31,-3.1E-12
5.32,-5E-13
5.33,3E-12
5.34,-2.7E-12
5.35,-1.9E-12
5.36,-3.2E-12
5.37,1.2E-12
5.38,2.4E-12
5.39,-1.8E-12
5.4,-1.3E-12
5.41,1.6E-12
5.42,4.3E-12
5.43,3E-13
5.44,-2.4E-12
5.45,1.3E-12
5.46,3E-12
5.47,-3.9E-12
5.48,-3.1E-12
5.49,-1.4E-12
5.5,-8E-12
5.51,-8E-13
5.52,6.2E-12
5.53,4.6E-12
5.54,2.4E-12
5.55,-4.7E-12
5.56,-6.9E-12
5.57,-4.1E-12
5.58,-1.9E-12
5.59,1.27E-11
5.6,3.5E-12
5.61,1.1E-11
5.62,-1.09E-11
5.63,1.41E-11
5.64,-1.61E-11
5.65,-1.1E-12
5.66,7.3E-12
5.67,-8.9E-12
5.68,6E-13
5.69,1.4E-12
5.7,-5.3E-12
5.71,3.9E-12
5.72,1.9E-12
5.73,-1.5E-12
5.74,-1.37E-11
5.75,7E-13
5.76,1.3E-12
5.77,2.3E-12
5.78,2.7E-12
5.79,1E-12
5.8,2.4E-12
5.81,6E-12
5.82,6.6E-12
5.83,2.7E-12
5.84,-2.1E-12
5.85,5.2E-12
5.86,-3.9E-12
5.87,-4.4E-12
5.88,1E-13
5.89,-4E-12
5.9,-1.4E-12
5.91,1.6E-12
5.92,-1.5E-12
5.93,-6.5E-12
5.94,2.8E-12
5.95,1E-13
5.96,-5.7E-12
5.97,-2.9E-12
5.98,1.22E-11
5.99,2.8E-12
6,4E-12
6.01,0
6.02,-2.6E-12
6.03,-5.4E-12
6.04,-9E-12
6.05,-9.2E-12
6.06,-9E-13
6.07,2.5E-12
6.08,-1.38E-11
6.09,3.3E-12
6.1,5.7E-12
6.11,-9.9E-12
6.12,2.6E-12
6.13,-1E-13
6.14,2.6E-12
6.15,-8.7E-12
6.16,-7.7E-12
6.17,3E-13
6.18,4E-12
6.19,2.2E-12
6.2,-3.8E-12
6.21,4.1E-12
6.22,-4.5E-12
6.23,-5E-13
6.24,-1E-13
6.25,4E-12
6.26,-4.1E-12
6.27,-2.2E-12
6.28,1E-12
6.29,2.7E-12
6.3,-3.5E-12
6.31,1.8E-12
6.32,1.2E-12
6.33,0
6.34,4E-13
6.35,-1.3E-12
6.36,1.6E-12
6.37,-1.8E-12
6.38,8E-13
6.39,4.2E-12
6.4,1.9E-12
6.41,-6E-13
6.42,-5.9E-12
6.43,3.9E-12
6.44,1.3E-12
6.45,-7E-13
6.46,-2.5E-12
6.47,6E-13
6.48,3E-13
6.49,-1E-13
6.5,-5.2E-12
6.51,3.2E-12
6.52,2E-13
6.53,-3E-12
6.54,-2E-12
6.55,-1.3E-12
6.56,6E-13
6.57,2.5E-12
6.58,-6.3E-12
6.59,-3E-13
6.6,3E-13
6.61,1E-13
6.62,-9E-13
6.63,-6.5E-12
6.64,2.6E-12
6.65,3E-13
6.66,-3.6E-12
6.67,7E-13
6.68,-2.1E-12
6.69,4.1E-12
6.7,3.3E-12
6.71,-1.7E-12
6.72,-4.4E-12
6.73,2.3E-12
6.74,-5E-12
6.75,7E-13
6.76,4.8E-12
6.77,6E-13
6.78,-4E-13
6.79,-3.9E-12
6.8,3.2E-12
6.81,1.9E-12
6.82,-2.8E-12
6.83,-4.6E-12
6.84,-1E-12
6.85,2.3E-12
6.86,-9E-13
6.87,-2.9E-12
6.88,2.8E-12
6.89,-5.5E-12
6.9,-2E-12
6.91,-4.1E-12
6.92,3.2E-12
6.93,1.8E-12
6.94,-5E-12
6.95,3.2E-12
6.96,-4E-13
6.97,-1.7E-12
6.98,-4E-13
6.99,-3E-13
7,3.9E-12
7,-4.7E-12
6.99,-1E-13
6.98,1E-12
6.97,-1.5E-12
6.96,-2.5E-12
6.95,4E-12
6.94,-2.7E-12
6.93,-3E-12
6.92,8E-13
6.91,3.4E-12
6.9,-1.7E-12
6.89,3.7E-12
6.88,-5.1E-12
6.87,-2.8E-12
6.86,-1.5E-12
6.85,4.2E-12
6.84,-4.8E-12
6.83,-3.2E-12
6.82,-3E-13
6.81,-3.2E-12
6.8,-3.6E-12
6.79,-3.4E-12
6.78,-2.7E-12
6.77,-1.3E-12
6.76,1.9E-12
6.75,-9E-13
6.74,-3.5E-12
6.73,-4.9E-12
6.72,5E-13
6.71,-3.3E-12
6.7,-4.2E-12
6.69,5E-13
6.68,-5E-12
6.67,1.8E-12
6.66,8E-13
6.65,-4.6E-12
6.64,-1.9E-12
6.63,-3.3E-12
6.62,2.2E-12
6.61,2.2E-12
6.6,-6E-13
6.59,-6.8E-12
6.58,-4.2E-12
6.57,-3.6E-12
6.56,1.4E-12
6.55,1E-12
6.54,-4.7E-12
6.53,6E-13
6.52,-2E-13
6.51,-3.7E-12
6.5,-4.3E-12
6.49,5.9E-12
6.48,-4.5E-12
6.47,5E-13
6.46,-5.5E-12
6.45,-4E-13
6.44,2.3E-12
6.43,-6.7E-12
6.42,-2.2E-12
6.41,-4.8E-12
6.4,2.9E-12
6.39,-3.2E-12
6.38,3E-12
6.37,-6E-13
6.36,-4.4E-12
6.35,-2.5E-12
6.34,-4.3E-12
