Setup title,I_V_Dark_0-4
2.525,4.8E-12
2.55,2.8E-12
2.575,1.1E-12
2.6,5E-12
2.625,4.3E-12
2.65,5.1E-12
2.675,6.7E-12
2.7,-3E-13
2.725,2.6E-12
2.75,-9E-13
2.775,3.4E-12
2.8,4.6E-12
2.825,2.1E-12
2.85,6E-13
2.875,4.3E-12
2.9,9E-13
2.925,5.9E-12
2.95,4.9E-12
2.975,5.7E-12
3,5.2E-12
3.025,1.9E-12
3.05,1.8E-12
3.075,5.3E-12
3.1,4.4E-12
3.125,5.4E-12
3.15,3.4E-12
3.175,3.7E-12
3.2,-1.2E-12
3.225,5.6E-12
3.25,4E-12
3.275,6.7E-12
3.3,3.7E-12
3.325,4.6E-12
3.35,-1E-12
3.375,7.1E-12
3.4,4.2E-12
3.425,6.8E-12
3.45,5.1E-12
3.475,3.5E-12
3.5,0
3.525,3E-12
3.55,3.8E-12
3.575,5.4E-12
3.6,1.6E-12
3.625,3.6E-12
3.65,5E-12
3.675,9E-13
3.7,2.6E-12
3.725,2E-13
3.75,2.2E-12
3.775,5.3E-12
3.8,4.6E-12
3.825,9E-12
3.85,-1E-12
3.875,5.6E-12
3.9,4.2E-12
3.925,7.5E-12
3.95,5.8E-12
3.975,2E-12
4,2.3E-12
4.025,6E-13
4.05,4.2E-12
4.075,3.8E-12
4.1,8E-12
4.125,3.1E-12
4.15,2.8E-12
4.175,4.2E-12
4.2,4.9E-12
4.225,4.5E-12
4.25,5.7E-12
4.275,3.9E-12
4.3,1.3E-12
4.325,3.4E-12
4.35,3.2E-12
4.375,6.4E-12
4.4,2.6E-12
4.425,4.8E-12
4.45,2.6E-12
4.475,1.7E-12
4.5,2.6E-12
4.525,3E-12
4.55,4.8E-12
4.575,6.4E-12
4.6,1.5E-12
4.625,3.4E-12
4.65,-6E-13
4.675,5.5E-12
4.7,6.6E-12
4.725,4.6E-12
4.75,4.5E-12
4.775,-3E-13
4.8,2E-12
4.825,-1.1E-12
4.85,6.6E-12
4.875,8.8E-12
4.9,3.4E-12
4.925,4.4E-12
4.95,-1.8E-12
4.975,4E-12
5,3.5E-12
5,3.1E-12
4.975,1.3E-12
4.95,3.6E-12
4.925,4.2E-12
4.9,3.5E-12
4.875,-1E-13
4.85,1E-12
4.825,-1.4E-12
4.8,5.2E-12
4.775,1.3E-12
4.75,4.2E-12
4.725,6E-13
4.7,1.7E-12
4.675,-6E-13
4.65,1E-13
4.625,2.3E-12
4.6,-1.8E-12
4.575,-2.4E-12
4.55,9E-13
4.525,4E-12
4.5,2.6E-12
4.475,3.6E-12
4.45,2E-13
4.425,-2E-13
4.4,-1E-12
4.375,2.5E-12
4.35,1.4E-12
4.325,5E-13
4.3,-1E-13
4.275,3E-13
4.25,3E-12
4.225,3.6E-12
4.2,2.1E-12
4.175,2.2E-12
4.15,-6E-13
4.125,-1.2E-12
4.1,5E-13
4.075,2.1E-12
4.05,-1E-13
4.025,-3E-12
4,1.2E-12
3.975,-3.6E-12
3.95,2.9E-12
3.925,1.5E-12
3.9,2.1E-12
3.875,-2.4E-12
3.85,-3E-13
3.825,-2.1E-12
3.8,1E-13
3.775,6.1E-12
3.75,-3.3E-12
3.725,4.7E-12
3.7,-3.7E-12
3.675,-4.6E-12
3.65,2.2E-12
3.625,2.2E-12
3.6,-4E-13
3.575,4.1E-12
3.55,-1.4E-12
3.525,3E-13
3.5,3.7E-12
3.475,-1.5E-12
3.45,8E-13
3.425,-2.6E-12
3.4,-1.6E-12
3.375,1.6E-12
3.35,1.6E-12
3.325,-9E-13
3.3,3.4E-12
3.275,-2.7E-12
3.25,5E-13
3.225,2E-12
3.2,-8E-13
3.175,1.6E-12
3.15,-5E-13
3.125,7E-13
3.1,-1.7E-12
3.075,-6E-13
3.05,-1E-13
3.025,1.2E-12
3,-1.6E-12
2.975,-2.8E-12
2.95,2.3E-12
2.925,-1.4E-12
2.9,1.4E-12
2.875,2.4E-12
2.85,-1.2E-12
2.825,1.8E-12
2.8,-2.9E-12
2.775,1E-13
2.75,-6E-13
2.725,-2.6E-12
2.7,0
2.675,9E-13
2.65,1.1E-12
2.625,7E-13
2.6,3.4E-12
2.575,-1E-12
2.55,8E-13
2.525,-1.8E-12
2.5,3E-12
2.475,1.3E-12
2.45,-1.6E-12
2.425,-1.6E-12
2.4,-5E-13
2.375,6E-13
2.35,2.8E-12
2.325,0
2.3,1E-12
2.275,1.3E-12
2.25,-3E-12
2.225,2E-13
2.2,4E-13
2.175,-3.9E-12
2.15,3.4E-12
2.125,-3.3E-12
2.1,-3.8E-12
2.075,-6E-13
2.05,6E-13
2.025,-2E-12
2,4.5E-12
1.975,-1.7E-12
1.95,-3.1E-12
