Setup title,I_V_Dark_0-4
1.509,2E-13
1.524,-4.2E-12
1.54,-1.8E-12
1.556,-5.9E-12
1.571,0
1.587,-7E-13
1.603,-2.7E-12
1.619,1.5E-12
1.634,-2.9E-12
1.65,-2.6E-12
1.666,-1.9E-12
1.681,-2E-12
1.697,-1.3E-12
1.713,2.9E-12
1.729,-3.7E-12
1.744,-1.3E-12
1.76,-6.1E-12
1.776,-1E-12
1.791,0
1.807,-4.4E-12
1.823,-2.7E-12
1.839,-1.6E-12
1.854,-3.5E-12
1.87,-1.6E-12
1.886,-3E-13
1.901,5E-13
1.917,-1.5E-12
1.933,-3.3E-12
1.949,0
1.964,2.2E-12
1.98,1E-12
1.996,5E-13
2.011,-2.1E-12
2.027,-1.5E-12
2.043,-1.1E-12
2.059,-2.2E-12
2.074,-3.3E-12
2.09,-4.4E-12
2.106,2.9E-12
2.121,9E-13
2.137,7E-13
2.153,-2.8E-12
2.169,-4.3E-12
2.184,5E-13
2.2,5E-13
2.216,9E-13
2.231,-5.2E-12
2.247,3.9E-12
2.263,-3.3E-12
2.279,9E-13
2.294,-7.3E-12
2.31,4.7E-12
2.326,-3.4E-12
2.341,-3.9E-12
2.357,3.6E-12
2.373,-3.6E-12
2.389,7E-13
2.404,-4.4E-12
2.42,4E-13
2.436,-1E-13
2.451,3E-12
2.467,-5.9E-12
2.483,-3.2E-12
2.499,1.3E-12
2.514,-2.2E-12
2.53,9E-13
2.546,-2.4E-12
2.561,9E-13
2.577,-1.9E-12
2.593,-2.9E-12
2.609,2.1E-12
2.624,0
2.64,-2.2E-12
2.656,-2.5E-12
2.671,1.6E-12
2.687,-1.3E-12
2.703,-1.1E-12
2.719,-2.6E-12
2.734,5E-13
2.75,-3.2E-12
2.766,-7E-13
2.781,1E-13
2.797,-7E-13
2.813,-3E-12
2.829,2E-13
2.844,4E-13
2.86,-2.1E-12
2.876,-1.5E-12
2.891,3E-13
2.907,8E-13
2.923,-3.9E-12
2.939,-3.1E-12
2.954,0
2.97,2E-13
2.986,-2.6E-12
3.001,-1E-12
3.017,2E-12
3.033,-4E-13
3.049,-1.8E-12
3.064,-3.2E-12
3.08,-2E-13
3.096,1.1E-12
3.111,-3E-12
3.127,-1.7E-12
3.143,-2E-12
3.159,-2.3E-12
3.174,2E-13
3.19,-4E-12
3.206,-1.2E-12
3.221,1E-13
3.237,-9E-13
3.253,3E-13
3.269,-3.6E-12
3.284,1.7E-12
3.3,-7E-13
3.316,-3E-13
3.331,-1.4E-12
3.347,1.1E-12
3.363,2.7E-12
3.379,3.1E-12
3.394,-2.2E-12
3.41,1.4E-12
3.426,1E-13
3.441,7E-13
3.457,3E-13
3.473,-1.8E-12
3.489,-1E-13
3.504,-1.9E-12
3.52,-3.8E-12
3.536,8E-13
3.551,0
3.567,-1.5E-12
3.583,-6E-13
3.599,-2E-12
3.614,0
3.63,1E-13
3.646,-1.4E-12
3.661,-1.6E-12
3.677,-1.8E-12
3.693,3E-13
3.709,2.8E-12
3.724,-2.8E-12
3.74,-1E-13
3.756,-1.8E-12
3.771,2.2E-12
3.787,2.6E-12
3.803,-2.1E-12
3.819,-3E-13
3.834,5E-13
3.85,-6E-13
3.866,6E-13
3.881,-1.2E-12
3.897,-9E-13
3.913,-1.2E-12
3.929,-5E-13
3.944,-2.6E-12
3.96,-1.4E-12
3.976,1.5E-12
3.991,4E-13
4.007,-1.9E-12
4.023,-9E-13
4.039,-2.7E-12
4.054,1E-12
4.07,-1.7E-12
4.086,-1.6E-12
4.101,-4E-13
4.117,-1.1E-12
4.133,3.5E-12
4.149,-4E-12
4.164,-6E-13
4.18,-1.3E-12
4.196,1.1E-12
4.211,5.4E-12
4.227,-2.6E-12
4.243,4E-13
4.259,-2.7E-12
4.274,1.1E-12
4.29,2E-13
4.306,-2.1E-12
4.321,5.2E-12
4.337,-1E-13
4.353,-1.4E-12
4.369,4E-13
4.384,-5.2E-12
4.4,-1.7E-12
4.416,-1.1E-12
4.431,7E-13
4.447,-3.2E-12
4.463,-8E-13
4.479,-1.6E-12
4.494,-9E-13
4.51,-2.9E-12
4.526,-1E-12
4.541,-3.7E-12
4.557,1.3E-12
4.573,2E-12
4.589,-1.4E-12
4.604,-4.3E-12
4.62,6E-13
4.636,1.2E-12
4.651,2.8E-12
4.667,-1E-12
4.683,-3.6E-12
4.699,3.8E-12
4.714,-4E-13
4.73,1E-13
4.746,-2.6E-12
4.761,-1E-12
4.777,-2E-13
4.793,2.6E-12
4.809,-2.6E-12
4.824,3E-13
4.84,-4.6E-12
4.856,1E-12
4.871,-9E-13
4.887,-2E-13
4.903,-2.1E-12
4.919,2.4E-12
4.934,1.9E-12
4.95,-4E-13
4.966,-1E-12
4.981,-2.3E-12
4.997,-5E-13
5.013,-1.7E-12
5.029,-9E-13
5.044,3.5E-12
5.06,0
5.076,-2.4E-12
5.091,-2E-12
5.107,-7E-13
5.123,3E-12
5.139,-1.8E-12
5.154,-4E-13
5.17,-2.3E-12
5.186,1.9E-12
5.201,-2.7E-12
5.217,6E-13
5.233,-1E-13
5.249,-7E-13
5.264,2E-13
5.28,-2.2E-12
5.296,3.7E-12
5.311,1.2E-12
5.327,2E-12
5.343,-2.5E-12
5.359,-2.8E-12
5.374,1.8E-12
5.39,-1E-13
5.406,2E-13
5.421,-4.9E-12
5.437,2.4E-12
5.453,-8E-13
5.469,2E-13
5.484,-3.4E-12
5.5,1.6E-12
5.516,1.8E-12
5.531,1.1E-12
5.547,-1.9E-12
5.563,-1.5E-12
5.579,-4E-13
5.594,1E-12
5.61,-3.2E-12
5.626,1.2E-12
5.641,2.4E-12
5.657,1.1E-12
5.673,3.8E-12
5.689,-4.1E-12
5.704,4.6E-12
5.72,1.6E-12
5.736,-4E-13
5.751,-4.9E-12
5.767,2.4E-12
5.783,0
5.799,3.7E-12
5.814,-5.4E-12
5.83,-4E-13
5.846,8E-13
5.861,3.3E-12
5.877,1.4E-12
5.893,-2.2E-12
5.909,1.6E-12
5.924,-4E-13
5.94,3.2E-12
5.956,-8E-13
5.971,-6E-13
5.987,-7.2E-12
6.003,-2.3E-12
6.019,4E-13
6.034,-1.7E-12
6.05,-1.4E-12
6.066,-5E-12
6.081,-9E-13
6.097,5E-13
6.113,2.3E-12
6.129,-8E-13
6.144,-9E-13
6.16,0
6.176,5.6E-12
6.191,1.1E-12
6.207,1.6E-12
6.223,-4.5E-12
6.239,5.8E-12
6.254,1.1E-12
6.27,-1E-12
6.286,8E-13
6.301,6.4E-12
6.317,-1.1E-12
6.333,-1.5E-12
6.349,1.5E-12
6.364,2.5E-12
6.38,-1.4E-12
6.396,3E-13
6.411,-2.2E-12
6.427,3.6E-12
6.443,2E-12
6.459,2.2E-12
6.474,-3.3E-12
6.49,2.9E-12
6.506,1.8E-12
6.521,-7E-13
6.537,-1.7E-12
6.553,-2.9E-12
6.569,2.4E-12
6.584,-2.9E-12
6.6,9E-13
6.616,7E-13
6.631,3.6E-12
6.647,-1.6E-12
6.663,-6E-13
6.679,9E-13
6.694,1.1E-12
6.71,1E-12
6.726,1.7E-12
6.741,-2.2E-12
6.757,-1.5E-12
6.773,2.3E-12
6.789,-8E-13
6.804,0
6.82,-3.8E-12
6.836,3E-12
6.851,1.3E-12
6.867,5E-13
6.883,-1.7E-12
6.899,-1.8E-12
6.914,-7E-13
6.93,9E-13
6.946,-5E-13
6.961,-6E-13
6.977,-9E-13
6.993,4.9E-12
7.009,2.5E-12
7.024,-1.9E-12
7.04,2.1E-12
7.056,2.5E-12
7.071,-2E-12
7.087,-7E-13
7.103,1.3E-12
7.119,3.3E-12
7.134,-8E-13
7.15,0
7.166,5E-13
7.181,5E-13
7.197,-4.3E-12
7.213,1.2E-12
7.229,1.1E-12
7.244,6.2E-12
7.26,0
7.276,-7E-13
7.291,5.9E-12
7.307,-4.5E-12
7.323,-1E-13
7.339,8E-13
7.354,2.9E-12
7.37,5E-13
7.386,-1E-12
7.401,3.9E-12
7.417,-3.9E-12
7.433,-9E-13
7.449,-2.1E-12
7.464,3.5E-12
7.48,5.4E-12
7.496,-3.6E-12
7.511,4E-12
7.527,2.1E-12
7.543,-1.5E-12
7.559,-1.7E-12
7.574,1.4E-12
7.59,1.7E-12
7.606,2.5E-12
7.621,-2.3E-12
7.637,3.8E-12
7.653,-8E-13
7.669,9E-13
7.684,-3.7E-12
7.7,1.5E-12
7.716,1.6E-12
7.731,-7E-13
7.747,-1E-13
7.763,-3.2E-12
7.779,3.3E-12
7.794,0
7.81,-2E-13
7.826,-1E-12
7.841,6E-13
7.857,5.2E-12
7.873,2.6E-12
7.889,-9E-13
7.904,-1E-13
7.92,5.3E-12
7.936,8E-13
7.951,2.9E-12
7.967,-2.7E-12
7.983,-7E-13
7.999,1E-12
8.014,1.8E-12
8.03,-5E-13
8.046,4E-13
8.061,2.6E-12
8.077,7E-13
8.093,1E-12
8.109,-4.3E-12
8.124,6E-12
8.14,-3.5E-12
8.156,2.1E-12
8.171,-1.1E-12
8.187,4.2E-12
8.203,6E-13
8.219,5E-13
8.234,-1.5E-12
8.25,8E-13
8.266,1.5E-12
8.281,3.1E-12
8.297,-1E-13
8.313,-6E-13
8.329,2.6E-12
8.344,4.4E-12
8.36,-1.6E-12
8.376,2E-13
8.391,1.2E-12
8.407,4.9E-12
8.423,-2.3E-12
8.439,1.2E-12
8.454,-4.5E-12
8.47,2.7E-12
8.486,1.4E-12
8.501,6.3E-12
8.517,-2.6E-12
8.533,2.7E-12
8.549,1E-12
8.564,-4E-13
8.58,-1.7E-12
8.596,-2.4E-12
8.611,3.6E-12
8.627,-6E-13
8.643,4.5E-12
8.659,-4.4E-12
8.674,-5E-13
8.69,6E-13
8.706,3.3E-12
8.721,-2.4E-12
8.737,-6E-13
8.753,-1E-12
8.769,-1.9E-12
8.784,3.9E-12
8.8,-2.7E-12
8.816,5E-12
8.831,-2.8E-12
8.847,-2.9E-12
8.863,2.1E-12
8.879,1.3E-12
8.894,5.6E-12
8.91,-3.5E-12
8.926,2.5E-12
8.941,3E-13
8.957,4.3E-12
8.973,-1.1E-12
8.989,1.1E-12
9.004,-2.2E-12
9.02,2.2E-12
9.036,5E-13
9.051,-1.5E-12
9.067,1.3E-12
9.083,3.5E-12
9.099,-6E-13
9.114,-6E-13
9.13,-1E-13
9.146,-2.6E-12
9.161,4.9E-12
9.177,1.4E-12
9.193,1.1E-12
9.209,7E-13
9.224,-3E-13
9.24,3.7E-12
9.256,2.7E-12
9.271,-1.3E-12
9.287,7E-13
9.303,8E-13
9.319,4.1E-12
9.334,-4.3E-12
9.35,2.1E-12
9.366,-3.7E-12
9.381,5.1E-12
9.397,1.5E-12
9.413,-1.6E-12
9.429,3.5E-12
9.444,-1.1E-12
9.46,2.8E-12
9.476,-4.5E-12
9.491,2.9E-12
9.507,-1.1E-12
9.523,8E-13
9.539,-3.9E-12
9.554,-8E-13
9.57,-1.5E-12
9.586,1.9E-12
9.601,3.3E-12
9.617,-1.8E-12
9.633,2.8E-12
9.649,-7E-13
9.664,-2E-13
9.68,-4E-13
9.696,-6E-13
9.711,1.6E-12
9.727,2.8E-12
9.743,-4.5E-12
9.759,2E-13
9.774,-1E-12
9.79,1.2E-12
9.806,3E-12
9.821,-1.1E-12
9.837,-7E-13
9.853,1.6E-12
9.869,1.1E-12
9.884,8E-13
9.9,-1.6E-12
9.916,4E-12
9.931,-4E-13
9.947,4E-13
9.963,-8E-13
9.979,3E-13
9.994,5.9E-12
10.01,-1.9E-12
10.026,2.3E-12
10.041,-7E-13
10.057,7.1E-12
10.073,1E-13
10.089,3.2E-12
10.104,0
10.12,1E-13
10.136,-8E-13
10.151,1.9E-12
10.167,2.5E-12
10.183,-1.5E-12
10.199,-2E-13
10.214,2.4E-12
10.23,2E-12
10.246,-7E-13
10.261,-1.9E-12
10.277,-2.7E-12
10.293,3E-12
10.309,2.5E-12
10.324,8E-13
10.34,-2.2E-12
10.356,2.4E-12
10.371,2E-12
10.387,-1.2E-12
10.403,4E-13
10.419,9E-13
10.434,1.4E-12
10.45,3.3E-12
10.466,3E-13
10.481,-1.1E-12
10.497,1.7E-12
10.513,4E-12
10.529,3.5E-12
10.544,-1.7E-12
10.56,4.5E-12
10.576,-3E-13
10.591,4.6E-12
10.607,-2.3E-12
10.623,1E-12
10.639,1.8E-12
10.654,1.8E-12
10.67,5E-13
10.686,-2.3E-12
10.701,1.9E-12
10.717,2.2E-12
10.733,1E-13
10.749,-1.5E-12
10.764,1E-12
10.78,2.1E-12
10.796,-2.5E-12
10.811,-1E-13
10.827,3E-12
10.843,3E-12
10.859,-1.8E-12
10.874,2.6E-12
10.89,-4E-13
10.906,5.3E-12
10.921,-3E-13
10.937,-5E-13
10.953,1.3E-12
10.969,2.4E-12
10.984,-1E-13
11,2.4E-12
11,-2.8E-12
10.984,9E-13
10.969,2.2E-12
10.953,-2.1E-12
10.937,-3E-12
10.921,-1E-13
10.906,2.7E-12
10.89,9E-13
10.874,-1E-12
10.859,-3.2E-12
10.843,1.7E-12
10.827,2.5E-12
10.811,-2E-12
10.796,-2E-12
10.78,1.1E-12
10.764,9E-13
10.749,9E-13
10.733,-3.7E-12
10.717,-2.2E-12
10.701,9E-13
10.686,3.5E-12
10.67,-4.2E-12
10.654,-1.2E-12
10.639,0
10.623,-3E-13
10.607,-2.8E-12
10.591,-4.4E-12
10.576,1.2E-12
10.56,-1E-12
10.544,1.6E-12
10.529,-1.5E-12
10.513,-1E-12
10.497,1E-12
10.481,-1E-13
10.466,-2.7E-12
10.45,-2.4E-12
10.434,2.1E-12
10.419,-3E-12
10.403,1E-13
10.387,2.7E-12
10.371,1.3E-12
10.356,-8E-13
10.34,-1.7E-12
10.324,1.1E-12
10.309,1.8E-12
10.293,-1.4E-12
10.277,-8E-13
10.261,-3.1E-12
10.246,2.9E-12
10.23,-3E-13
10.214,-3E-13
10.199,6E-13
10.183,3E-13
10.167,-4.8E-12
10.151,0
10.136,-2.8E-12
10.12,0
10.104,5E-13
10.089,1.4E-12
10.073,-3.3E-12
10.057,-4.1E-12
10.041,-1.2E-12
10.026,-3E-13
10.01,2E-13
9.994,-5E-12
9.979,1E-13
9.963,0
9.947,1.1E-12
9.931,-1.2E-12
9.916,-4.7E-12
9.9,3.9E-12
9.884,-1.3E-12
9.869,-2.4E-12
9.853,1.4E-12
9.837,-4.4E-12
9.821,2E-12
9.806,-2.6E-12
9.79,-3.1E-12
9.774,-2.7E-12
9.759,-4E-12
9.743,3E-13
9.727,-4E-13
9.711,-2.9E-12
9.696,1E-13
9.68,3E-13
9.664,3E-12
9.649,-4.1E-12
9.633,-2.1E-12
9.617,-2.4E-12
9.601,3.2E-12
9.586,-1.8E-12
9.57,-7E-13
9.554,-4.1E-12
9.539,1.5E-12
9.523,-1.5E-12
9.507,-8E-13
9.491,9E-13
9.476,-1.2E-12
9.46,-2.5E-12
9.444,-2.8E-12
9.429,-2E-13
9.413,1.4E-12
9.397,-7E-13
9.381,-4.5E-12
9.366,-2E-13
9.35,-1E-13
9.334,-3E-12
9.319,-2.3E-12
9.303,1.2E-12
9.287,8E-13
9.271,-3.8E-12
9.256,-3E-12
9.24,-1.9E-12
9.224,-2.1E-12
9.209,1.2E-12
9.193,-1.2E-12
9.177,-2.4E-12
9.161,-3.8E-12
9.146,-2E-13
9.13,1E-13
9.114,-4.3E-12
9.099,-2.1E-12
9.083,4E-13
9.067,-6E-13
9.051,-1E-12
9.036,-2.1E-12
9.02,1.1E-12
9.004,4E-13
8.989,-2.1E-12
8.973,-2.5E-12
8.957,-4E-12
8.941,1.4E-12
8.926,-3E-13
8.91,-1E-12
8.894,-2E-12
8.879,4.6E-12
8.863,-4.6E-12
8.847,-2.2E-12
8.831,-3E-12
8.816,8E-13
8.8,-1E-12
8.784,-6.1E-12
8.769,1.6E-12
8.753,-4.1E-12
8.737,6.3E-12
8.721,-6.1E-12
8.706,-2.1E-12
8.69,-5E-13
8.674,-1.9E-12
8.659,-2.2E-12
8.643,-2.2E-12
8.627,3.8E-12
8.611,-3.6E-12
8.596,-6E-13
8.58,-2.3E-12
8.564,3E-12
8.549,-1.7E-12
8.533,-3.8E-12
8.517,-3.2E-12
8.501,-3.7E-12
8.486,1E-13
8.47,-6E-12
8.454,-7E-13
8.439,-2.6E-12
8.423,7E-13
8.407,1.3E-12
8.391,-1.4E-12
8.376,-9E-13
8.36,1.1E-12
8.344,-3.9E-12
8.329,-2E-12
8.313,-1.1E-12
8.297,5E-13
8.281,-9E-13
8.266,-3.3E-12
8.25,-5E-13
8.234,1E-13
8.219,-1.9E-12
8.203,-5.2E-12
8.187,-3.8E-12
8.171,-9E-13
8.156,-2.3E-12
8.14,-3.4E-12
8.124,-4.6E-12
8.109,7E-13
8.093,2E-12
8.077,-4.9E-12
8.061,-2.9E-12
8.046,-2.2E-12
8.03,9E-13
8.014,1E-13
7.999,-2.2E-12
7.983,7E-13
7.967,-1.8E-12
7.951,-2.8E-12
7.936,-1.3E-12
7.92,-2.3E-12
7.904,-5E-12
7.889,-6E-13
7.873,1.1E-12
7.857,-4.7E-12
7.841,-2.3E-12
7.826,-5.7E-12
7.81,2.2E-12
7.794,-4.1E-12
7.779,-5E-12
7.763,-2.9E-12
7.747,-3E-13
7.731,-1.1E-12
7.716,-4.2E-12
7.7,5E-13
7.684,-1E-12
7.669,-1.8E-12
7.653,-2.7E-12
7.637,-5E-12
7.621,2E-13
7.606,-2E-13
7.59,-3.2E-12
7.574,-1.2E-12
7.559,-2.3E-12
7.543,-3.8E-12
7.527,-3E-12
7.511,-4.8E-12
7.496,2.9E-12
7.48,-5.5E-12
7.464,2.3E-12
7.449,-3E-12
7.433,-4E-12
7.417,-5.4E-12
7.401,-8E-13
7.386,1.3E-12
7.37,-2.9E-12
7.354,-3.5E-12
7.339,-1.8E-12
7.323,1E-13
7.307,-4.3E-12
7.291,-4.9E-12
7.276,-6.7E-12
7.26,7E-13
7.244,-5.6E-12
7.229,-5.1E-12
7.213,-5.7E-12
7.197,-2.8E-12
7.181,-1E-13
7.166,-3.3E-12
7.15,-6.1E-12
7.134,6E-13
7.119,-4E-12
7.103,1E-12
7.087,-6.3E-12
7.071,-1.5E-12
7.056,-2.6E-12
7.04,1.9E-12
7.024,-6.7E-12
7.009,-4E-12
6.993,-3E-12
6.977,-5E-13
6.961,-3.5E-12
6.946,-6.7E-12
6.93,-3.6E-12
6.914,-1E-12
6.899,-8E-13
6.883,-5.3E-12
6.867,-5.8E-12
6.851,-9E-13
6.836,-8E-13
6.82,-4.4E-12
6.804,-3.8E-12
6.789,-4.8E-12
6.773,-2.1E-12
6.757,-1.7E-12
6.741,-3E-12
6.726,-5E-12
6.71,-7.1E-12
6.694,6E-13
6.679,-2.4E-12
6.663,-3.8E-12
6.647,-3.2E-12
6.631,-1.9E-12
6.616,-1.8E-12
6.6,-3.6E-12
6.584,-4.9E-12
6.569,-1.4E-12
6.553,4E-13
6.537,-2.7E-12
6.521,7E-13
6.506,-4.6E-12
6.49,-4.2E-12
6.474,-1.1E-12
6.459,-6.3E-12
6.443,-2.4E-12
6.427,6E-13
6.411,-7E-13
6.396,-1.6E-12
6.38,-3.7E-12
6.364,-1.1E-12
6.349,-1E-13
6.333,-5.9E-12
6.317,-4E-12
6.301,-4E-12
6.286,-1.3E-12
6.27,-1E-12
6.254,-3.1E-12
6.239,-1.9E-12
6.223,-1E-12
6.207,-4.4E-12
6.191,-4.9E-12
6.176,-5E-12
6.16,-1.7E-12
6.144,-4.1E-12
6.129,-5.3E-12
6.113,-2.7E-12
6.097,0
6.081,-5.6E-12
6.066,-4.6E-12
6.05,-5.6E-12
6.034,-2.5E-12
6.019,-4.8E-12
6.003,-4.9E-12
5.987,-3.2E-12
5.971,-1.7E-12
5.956,-2.2E-12
5.94,-3E-12
5.924,-2.5E-12
5.909,-1.2E-12
5.893,-1.6E-12
5.877,-5E-12
5.861,-2.6E-12
5.846,-3.9E-12
5.83,-7E-13
5.814,-6.6E-12
5.799,-1.8E-12
5.783,-6.6E-12
5.767,-1.6E-12
5.751,-4E-13
5.736,-6.1E-12
5.72,-3.1E-12
5.704,-4.6E-12
5.689,-2.2E-12
5.673,-4.8E-12
5.657,-4.6E-12
5.641,-5E-12
5.626,-3.2E-12
5.61,7E-13
5.594,-5.5E-12
5.579,-5E-12
5.563,-7E-12
5.547,-2.7E-12
5.531,-4.2E-12
5.516,-4.7E-12
5.5,-3.9E-12
5.484,-1.9E-12
5.469,-1E-13
5.453,-4.1E-12
5.437,-6.8E-12
5.421,-6E-13
5.406,-4.4E-12
5.39,-4.1E-12
5.374,-4.9E-12
5.359,-2.3E-12
5.343,-4.4E-12
5.327,-2.7E-12
5.311,-4.5E-12
5.296,-7E-13
5.28,-5.2E-12
5.264,-3.2E-12
5.249,-4.9E-12
5.233,-3.1E-12
5.217,-1.7E-12
5.201,-5E-12
5.186,-4E-12
5.17,-2.1E-12
5.154,-3E-12
5.139,-5.1E-12
5.123,-2.3E-12
5.107,-3.5E-12
5.091,-9E-13
