Setup title,I_V_Dark_0-3
1.47,-2.1E-12
1.485,-2.5E-12
1.5,-2.1E-12
1.515,-2.5E-12
1.53,-1E-12
1.545,1.1E-12
1.56,2E-13
1.575,3E-13
1.59,-1.2E-12
1.605,-1.9E-12
1.62,-2.4E-12
1.635,-1.9E-12
1.65,-2.5E-12
1.665,2E-13
1.68,2E-13
1.695,5E-13
1.71,-4E-13
1.725,-1.6E-12
1.74,-1.5E-12
1.755,-1.5E-12
1.77,-1.7E-12
1.785,0
1.8,2E-13
1.815,1E-13
1.83,-6E-13
1.845,-2E-13
1.86,-1.7E-12
1.875,-9E-13
1.89,-2E-12
1.905,-3E-13
1.92,-5E-13
1.935,-3E-13
1.95,0
1.965,-7E-13
1.98,-1.1E-12
1.995,-2E-12
2.01,-7E-13
2.025,-9E-13
2.04,-1E-13
2.055,-5E-13
2.07,-3E-13
2.085,-8E-13
2.1,-1.2E-12
2.115,-1.7E-12
2.13,-1E-12
2.145,-9E-13
2.16,-5E-13
2.175,-6E-13
2.19,-7E-13
2.205,-1E-12
2.22,-9E-13
2.235,-8E-13
2.25,-5E-13
2.265,-7E-13
2.28,-1.1E-12
2.295,-9E-13
2.31,-1.1E-12
2.325,-1.3E-12
2.34,-9E-13
2.355,-9E-13
2.37,-1.7E-12
2.385,-1.2E-12
2.4,-9E-13
2.415,-3E-13
2.43,-2.2E-12
2.445,-2E-12
2.46,-1.3E-12
2.475,-2.4E-12
2.49,-5E-13
2.505,-2E-13
2.52,4E-13
2.535,-2.2E-12
2.55,-1.5E-12
2.565,-3E-13
2.58,-1E-13
2.595,1E-13
2.61,-2.1E-12
2.625,-2.3E-12
2.64,-1.7E-12
2.655,3E-13
2.67,9E-13
2.685,-2.1E-12
2.7,-2.2E-12
2.715,-3.2E-12
2.73,5E-13
2.745,8E-13
2.76,-2.4E-12
2.775,-2.8E-12
2.79,-5E-13
2.805,8E-13
2.82,1.8E-12
2.835,-2.6E-12
2.85,-2.3E-12
2.865,1E-13
2.88,1.2E-12
2.895,1.4E-12
2.91,-2.9E-12
2.925,-3.4E-12
2.94,1E-12
2.955,1E-12
2.97,-1.8E-12
2.985,-2.7E-12
3,-3E-13
3,-3E-12
2.985,-2.4E-12
2.97,1.1E-12
2.955,1E-12
2.94,-3.6E-12
2.925,-3.9E-12
2.91,9E-13
2.895,1.1E-12
2.88,-3.4E-12
2.865,-3.6E-12
2.85,-2.1E-12
2.835,1.4E-12
2.82,1.8E-12
2.805,-3.4E-12
2.79,-3.5E-12
2.775,8E-13
2.76,5E-13
2.745,9E-13
2.73,-1.7E-12
2.715,-4.1E-12
2.7,-4.4E-12
2.685,1E-12
2.67,1.3E-12
2.655,-3.9E-12
2.64,-2.3E-12
2.625,-4.2E-12
2.61,0
2.595,5E-13
2.58,-4.6E-12
2.565,-4.6E-12
2.55,7E-13
2.535,8E-13
2.52,-1.6E-12
2.505,-4.6E-12
2.49,-4.4E-12
2.475,1.8E-12
2.46,1.9E-12
2.445,-4.4E-12
2.43,-5.1E-12
2.415,6E-13
2.4,1E-12
2.385,-4E-12
2.37,-4.8E-12
2.355,-4.3E-12
2.34,-1.5E-12
2.325,5E-13
2.31,4E-13
2.295,-3.2E-12
2.28,-5.9E-12
2.265,-4.8E-12
2.25,-2.3E-12
2.235,1E-12
2.22,8E-13
2.205,-5E-12
2.19,-5.6E-12
2.175,6E-13
2.16,9E-13
2.145,-5.5E-12
2.13,-5.7E-12
2.115,-1.2E-12
2.1,-2.4E-12
2.085,9E-13
2.07,-4.7E-12
2.055,-5.9E-12
2.04,3E-13
2.025,6E-13
2.01,-5.2E-12
1.995,-5.3E-12
1.98,-1E-13
1.965,1E-12
1.95,-4.6E-12
1.935,-5.7E-12
1.92,3E-13
1.905,-2.8E-12
1.89,1.6E-12
1.875,-5.4E-12
1.86,-5.7E-12
1.845,-7E-13
1.83,1.1E-12
1.815,-5.7E-12
1.8,3E-13
1.785,-2.6E-12
1.77,1.6E-12
1.755,-6.2E-12
1.74,-6.7E-12
1.725,1.3E-12
1.71,1.9E-12
1.695,-6.2E-12
1.68,-7.1E-12
1.665,1.5E-12
1.65,3E-13
1.635,-7E-12
1.62,-6.7E-12
1.605,-9E-13
1.59,-2.4E-12
1.575,9E-13
1.56,-7E-12
1.545,-7.7E-12
1.53,9E-13
1.515,4E-13
1.5,-7.4E-12
1.485,-5.6E-12
1.47,1.4E-12
1.455,1.1E-12
1.44,-5.8E-12
1.425,-6.8E-12
1.41,1.9E-12
1.395,-2.5E-12
1.38,-6.4E-12
1.365,-7.2E-12
1.35,9E-13
1.335,2.2E-12
1.32,-6.7E-12
1.305,-7.8E-12
1.29,1.6E-12
1.275,-3E-12
1.26,-5.9E-12
1.245,-7.2E-12
1.23,1E-12
1.215,1.3E-12
1.2,-6.5E-12
1.185,-7.5E-12
1.17,1.2E-12
1.155,1.2E-12
1.14,-7.4E-12
1.125,-5.1E-12
1.11,4E-13
1.095,1.4E-12
1.08,-6.7E-12
1.065,-8.1E-12
1.05,1.8E-12
1.035,-9E-13
1.02,-7E-12
1.005,-7E-12
0.99,2.1E-12
0.975,1.5E-12
0.96,-5.9E-12
0.945,1.1E-12
0.93,2.2E-12
0.915,-6.8E-12
0.9,-7.3E-12
0.885,2.4E-12
0.87,-1.9E-12
0.855,-5.1E-12
0.84,-7.7E-12
0.825,1.8E-12
0.81,9E-13
0.795,-7.6E-12
0.78,-7.5E-12
0.765,1.4E-12
0.75,2.3E-12
0.735,-6.6E-12
0.72,-8E-12
0.705,2.1E-12
0.69,2.2E-12
0.675,-6.6E-12
0.66,-7.2E-12
0.645,1.9E-12
0.63,2.7E-12
0.615,-7.2E-12
0.6,-7E-12
0.585,1.5E-12
0.57,2.3E-12
0.555,-7.5E-12
0.54,-7.6E-12
0.525,1.9E-12
0.51,2.8E-12
0.495,-7.6E-12
0.48,-7.4E-12
0.465,2E-13
0.45,2.9E-12
0.435,-8.4E-12
0.42,-4.5E-12
0.405,-2.3E-12
0.39,1.7E-12
0.375,-8E-12
0.36,-8.6E-12
0.345,2.2E-12
0.33,2.6E-12
0.315,-8.1E-12
0.3,-5.8E-12
0.285,-1.9E-12
0.27,1.8E-12
0.255,-8.8E-12
0.24,-8.2E-12
0.225,1.4E-12
0.21,-1E-13
0.195,-7.1E-12
0.18,-9.1E-12
0.165,1.6E-12
0.15,-2E-12
0.135,-4.2E-12
0.12,-2.6E-12
0.105,2.4E-12
0.09,-8E-12
0.075,-8.9E-12
0.06,2.1E-12
0.045,-5E-13
0.03,-6.4E-12
0.015,-8.4E-12
0,1.7E-12
