Setup title,I_V_Dark_0-4
1.03,1E-12
1.04,2.5E-12
1.05,-7E-13
1.06,2E-13
1.07,-1E-12
1.08,1.7E-12
1.09,1E-12
1.1,1.1E-12
1.11,9E-13
1.12,1.6E-12
1.13,3E-13
1.14,2E-12
1.15,1.6E-12
1.16,2.4E-12
1.17,8E-13
1.18,1.7E-12
1.19,8E-13
1.2,1.4E-12
1.21,-9E-13
1.22,1.3E-12
1.23,1.6E-12
1.24,1.2E-12
1.25,1.6E-12
1.26,-5E-13
1.27,3.1E-12
1.28,-1.5E-12
1.29,3E-12
1.3,1.2E-12
1.31,5E-13
1.32,2E-12
1.33,2.4E-12
1.34,-2E-12
1.35,8E-13
1.36,2.5E-12
1.37,-6E-13
1.38,2E-13
1.39,7E-13
1.4,2E-12
1.41,1.9E-12
1.42,-6E-13
1.43,6E-13
1.44,9E-13
1.45,-3E-13
1.46,8E-13
1.47,3E-13
1.48,1.6E-12
1.49,3.6E-12
1.5,2.9E-12
1.51,5E-13
1.52,1.6E-12
1.53,0
1.54,2.5E-12
1.55,-1E-13
1.56,8E-13
1.57,1.4E-12
1.58,2E-13
1.59,1.1E-12
1.6,1.6E-12
1.61,1E-13
1.62,1.5E-12
1.63,2.2E-12
1.64,2.5E-12
1.65,2E-12
1.66,1.1E-12
1.67,5E-13
1.68,2.2E-12
1.69,5E-13
1.7,3.2E-12
1.71,-1.4E-12
1.72,3.8E-12
1.73,-1.6E-12
1.74,2E-12
1.75,4E-13
1.76,1.4E-12
1.77,2.3E-12
1.78,-9E-13
1.79,2.2E-12
1.8,7E-13
1.81,3.2E-12
1.82,-5E-13
1.83,1.7E-12
1.84,3.4E-12
1.85,-2.2E-12
1.86,4.5E-12
1.87,-2E-13
1.88,-1E-13
1.89,3.4E-12
1.9,7E-13
1.91,2.4E-12
1.92,-1.5E-12
1.93,2.4E-12
1.94,7E-13
1.95,1.2E-12
1.96,1.3E-12
1.97,1.8E-12
1.98,-2.4E-12
1.99,4.6E-12
2,2E-13
2.01,8E-13
2.02,3E-13
2.03,1.5E-12
2.04,-2E-13
2.05,3.9E-12
2.06,-2E-13
2.07,1E-12
2.08,-3E-13
2.09,1.9E-12
2.1,2E-12
2.11,-2E-13
2.12,2.2E-12
2.13,1.1E-12
2.14,3.7E-12
2.15,-3E-13
2.16,2.1E-12
2.17,1.9E-12
2.18,3.5E-12
2.19,1.7E-12
2.2,2.5E-12
2.21,1.7E-12
2.22,2.6E-12
2.23,1E-13
2.24,8E-13
2.25,2.4E-12
2.26,4E-13
2.27,1.9E-12
2.28,1E-13
2.29,-4E-13
2.3,1E-12
2.31,1.3E-12
2.32,3.1E-12
2.33,-1E-13
2.34,1.7E-12
2.35,0
2.36,2.2E-12
2.37,2E-12
2.38,2.5E-12
2.39,2.6E-12
2.4,6E-13
2.41,2.4E-12
2.42,-3E-13
2.43,3E-12
2.44,-8E-13
2.45,2.2E-12
2.46,3.8E-12
2.47,-4E-13
2.48,2E-13
2.49,1.3E-12
2.5,3.8E-12
2.51,-2E-13
2.52,7E-13
2.53,1.8E-12
2.54,-4E-13
2.55,2.6E-12
2.56,2E-13
2.57,1.5E-12
2.58,1E-12
2.59,2.2E-12
2.6,1.4E-12
2.61,1.1E-12
2.62,2.1E-12
2.63,-1.6E-12
2.64,2.3E-12
2.65,1.4E-12
2.66,3.8E-12
2.67,-1.1E-12
2.68,-8E-13
2.69,2.1E-12
2.7,4E-13
2.71,2.4E-12
2.72,1.7E-12
2.73,3.1E-12
2.74,1.6E-12
2.75,1.9E-12
2.76,9E-13
2.77,1.2E-12
2.78,1.4E-12
2.79,1.1E-12
2.8,2E-12
2.81,2.2E-12
2.82,2.2E-12
2.83,5E-13
2.84,1E-12
2.85,1.6E-12
2.86,1.6E-12
2.87,1E-13
2.88,1.1E-12
2.89,1.5E-12
2.9,2E-12
2.91,2.8E-12
2.92,1.4E-12
2.93,2.3E-12
2.94,5E-13
2.95,2.3E-12
2.96,1.6E-12
2.97,1.3E-12
2.98,1.2E-12
2.99,2.4E-12
3,1.1E-12
3.01,2.2E-12
3.02,1.9E-12
3.03,9E-13
3.04,1E-12
3.05,9E-13
3.06,1.5E-12
3.07,5.5E-12
3.08,-2E-12
3.09,2.9E-12
3.1,1E-13
3.11,5.1E-12
3.12,-1.8E-12
3.13,5.7E-12
3.14,-2E-12
3.15,-2E-13
3.16,2.5E-12
3.17,2.4E-12
3.18,2E-13
3.19,-1.1E-12
3.2,3E-12
3.21,8E-13
3.22,5.5E-12
3.23,-4E-13
3.24,2.8E-12
3.25,8E-13
3.26,-1.3E-12
3.27,3E-12
3.28,3.6E-12
3.29,2E-13
3.3,-6E-13
3.31,1.7E-12
3.32,8.6E-12
3.33,-1.1E-12
3.34,5.5E-12
3.35,-5E-13
3.36,3.7E-12
3.37,1.1E-12
3.38,2.6E-12
3.39,3.6E-12
3.4,1.7E-12
3.41,-1.1E-12
3.42,4.8E-12
3.43,2.2E-12
3.44,-5E-13
3.45,-1E-13
3.46,3.2E-12
3.47,-4E-13
3.48,2.7E-12
3.49,-1.2E-12
3.5,2.8E-12
3.51,4.4E-12
3.52,1.8E-12
3.53,-2E-12
3.54,-1E-13
3.55,1.9E-12
3.56,2.9E-12
3.57,2E-12
3.58,9E-13
3.59,-1.8E-12
3.6,2.9E-12
3.61,4.9E-12
3.62,1.3E-12
3.63,0
3.64,4.5E-12
3.65,3.3E-12
3.66,1.8E-12
3.67,1E-13
3.68,3.2E-12
3.69,2.2E-12
3.7,2.7E-12
3.71,1.4E-12
3.72,-3.9E-12
3.73,4E-12
3.74,1E-13
3.75,6.3E-12
3.76,-3.6E-12
3.77,1.4E-12
3.78,3.5E-12
3.79,3.1E-12
3.8,1.6E-12
3.81,2E-13
3.82,-1.1E-12
3.83,3.1E-12
3.84,4.3E-12
3.85,8E-13
3.86,-1.1E-12
3.87,9E-13
3.88,4.1E-12
3.89,-7E-13
3.9,3.9E-12
3.91,0
3.92,-1E-13
3.93,4.2E-12
3.94,5.1E-12
3.95,1.8E-12
3.96,3.2E-12
3.97,4.1E-12
3.98,-9E-13
3.99,3.2E-12
4,4.9E-12
4.01,1.6E-12
4.02,-1.2E-12
4.03,3.9E-12
4.04,3.3E-12
4.05,6E-13
4.06,-7E-13
4.07,-2.5E-12
4.08,4.2E-12
4.09,1E-12
4.1,5.6E-12
4.11,-2.3E-12
4.12,5E-13
4.13,2.7E-12
4.14,1.6E-12
4.15,2.8E-12
4.16,-1.8E-12
4.17,2.1E-12
4.18,3.9E-12
4.19,0
4.2,-1.2E-12
4.21,2.2E-12
4.22,4.7E-12
4.23,1.9E-12
4.24,9E-13
4.25,-2.4E-12
4.26,3.5E-12
4.27,3.6E-12
4.28,-2E-13
4.29,4.2E-12
4.3,1.1E-12
4.31,1.9E-12
4.32,-2.7E-12
4.33,4.7E-12
4.34,3E-12
4.35,-1E-13
4.36,0
4.37,2.8E-12
4.38,3.5E-12
4.39,3.2E-12
4.4,-1.4E-12
4.41,-3E-13
4.42,1.7E-12
4.43,4.1E-12
4.44,-4E-13
4.45,-1.3E-12
4.46,-1.2E-12
4.47,5E-12
4.48,-8E-13
4.49,-7E-13
4.5,-3E-13
4.51,2.6E-12
4.52,4.7E-12
4.53,-2.8E-12
4.54,1.6E-12
4.55,-6E-13
4.56,4.9E-12
4.57,2E-12
4.58,1.1E-12
4.59,-1.3E-12
4.6,5.6E-12
4.61,2.6E-12
4.62,5.2E-12
4.63,-2.2E-12
4.64,-2.4E-12
4.65,4.5E-12
4.66,2.2E-12
4.67,2.6E-12
4.68,-3.9E-12
4.69,4.2E-12
4.7,1.8E-12
4.71,1.4E-12
4.72,-9E-13
4.73,4.5E-12
4.74,1.8E-12
4.75,-3.1E-12
4.76,5.6E-12
4.77,3E-13
4.78,8.8E-12
4.79,-4E-12
4.8,5.9E-12
4.81,-2.9E-12
4.82,1.8E-12
4.83,2.4E-12
4.84,6.6E-12
4.85,-2.7E-12
4.86,3.5E-12
4.87,4.6E-12
4.88,3.5E-12
4.89,4.9E-12
4.9,-6E-13
4.91,1.6E-12
4.92,-1E-12
4.93,5.1E-12
4.94,4.6E-12
4.95,1.8E-12
4.96,-3.1E-12
4.97,3E-12
4.98,4.5E-12
4.99,4.7E-12
5,-1E-12
5.01,-4E-12
5.02,-4E-13
5.03,5.6E-12
5.04,9E-13
5.05,1.3E-12
5.06,-1.7E-12
5.07,5.9E-12
5.08,1.6E-12
5.09,3.5E-12
5.1,1.7E-12
5.11,-2.1E-12
5.12,6.4E-12
5.13,2.6E-12
5.14,1.3E-12
5.15,-1.1E-12
5.16,3.2E-12
5.17,4.3E-12
5.18,-3.1E-12
5.19,7E-13
5.2,-2.1E-12
5.21,5.4E-12
5.22,1.5E-12
5.23,2.2E-12
5.24,-1.7E-12
5.25,-1E-13
5.26,6.3E-12
5.27,-6E-13
5.28,6.4E-12
5.29,1.1E-12
5.3,-8E-13
5.31,2.8E-12
5.32,-7E-13
5.33,8E-12
5.34,-2.6E-12
5.35,-1.8E-12
5.36,5.6E-12
5.37,3.2E-12
5.38,2.1E-12
5.39,-3E-12
5.4,5E-13
5.41,2.4E-12
5.42,-1E-12
5.43,-2.6E-12
5.44,-7E-13
5.45,4.6E-12
5.46,5.3E-12
5.47,-1E-12
5.48,8E-13
5.49,5.9E-12
5.5,3E-12
5.51,-1E-13
5.52,-2.3E-12
5.53,3.9E-12
5.54,2.3E-12
5.55,-1.4E-12
5.56,8E-13
5.57,-3.7E-12
5.58,4.5E-12
5.59,5E-13
5.6,1E-12
5.61,-2.6E-12
5.62,1.7E-12
5.63,5.1E-12
5.64,4.1E-12
5.65,-2.5E-12
5.66,-5E-13
5.67,-1.2E-12
5.68,2.8E-12
5.69,5E-12
5.7,-9E-13
5.71,-4E-13
5.72,2E-12
5.73,4.9E-12
5.74,-1.6E-12
5.75,-1.3E-12
5.76,3.1E-12
5.77,4E-12
5.78,-1.2E-12
5.79,-1.4E-12
5.8,0
5.81,-6E-13
5.82,3.5E-12
5.83,3.3E-12
5.84,-1.7E-12
5.85,2.5E-12
5.86,7E-13
5.87,2E-13
5.88,3.8E-12
5.89,4.5E-12
5.9,-1.7E-12
5.91,1E-13
5.92,2.8E-12
5.93,4E-12
5.94,7E-13
5.95,-1.8E-12
5.96,1.2E-12
5.97,6.8E-12
5.98,1E-12
5.99,7E-13
6,-9E-13
6.01,1.3E-12
6.02,4.9E-12
6.03,2E-12
6.04,-5E-13
6.05,-2.1E-12
6.06,3.5E-12
6.07,6E-12
6.08,-2.4E-12
6.09,-3E-13
6.1,3E-12
6.11,3E-12
6.12,3E-12
6.13,2.8E-12
6.14,8E-13
6.15,-2.9E-12
6.16,4.1E-12
6.17,1.5E-12
6.18,-1.9E-12
6.19,3.2E-12
6.2,2.9E-12
6.21,-1.1E-12
6.22,-2.4E-12
6.23,-1E-13
6.24,-3E-13
6.25,4.9E-12
6.26,-3.3E-12
6.27,1.3E-12
6.28,-3.9E-12
6.29,4.6E-12
6.3,-2E-13
6.31,1.9E-12
6.32,8E-13
6.33,2E-12
6.34,3.6E-12
6.35,-4.4E-12
6.36,-1.8E-12
6.37,2.3E-12
6.38,6.4E-12
6.39,-2.5E-12
6.4,-7E-13
6.41,2.2E-12
6.42,5.7E-12
6.43,2E-13
6.44,-1E-13
6.45,2.8E-12
6.46,4.8E-12
6.47,4.3E-12
6.48,-2E-12
6.49,-4.8E-12
6.5,4.8E-12
6.51,2.2E-12
6.52,1.7E-12
6.53,-2.8E-12
6.54,-4E-13
6.55,3E-12
6.56,3.6E-12
6.57,-2.6E-12
6.58,-1.1E-12
6.59,3.1E-12
6.6,2.8E-12
6.61,0
6.62,3.5E-12
6.63,4E-12
6.64,5E-13
6.65,-1.4E-12
6.66,-2.6E-12
6.67,-1E-13
6.68,2.4E-12
6.69,5.3E-12
6.7,-1.2E-12
6.71,-1E-12
6.72,3.2E-12
6.73,3.9E-12
6.74,-1.4E-12
6.75,-1.5E-12
6.76,4.2E-12
6.77,5.5E-12
6.78,-1.1E-12
6.79,-5E-13
6.8,2.8E-12
6.81,5.2E-12
6.82,-2.6E-12
6.83,1E-13
6.84,-1.8E-12
6.85,2.1E-12
6.86,1.7E-12
6.87,-5E-13
6.88,3.5E-12
6.89,3.3E-12
6.9,2E-13
6.91,-9E-13
6.92,-2.5E-12
6.93,1.9E-12
6.94,4E-13
6.95,-1.9E-12
6.96,-2.9E-12
6.97,3.7E-12
6.98,4.5E-12
6.99,-1.4E-12
7,-2E-12
7,-1.6E-12
6.99,5.1E-12
6.98,5.2E-12
6.97,-7E-13
6.96,-2E-13
6.95,-2.4E-12
6.94,2.7E-12
6.93,6.5E-12
6.92,-2.6E-12
6.91,5.8E-12
6.9,5.4E-12
6.89,-5E-13
6.88,-2.6E-12
6.87,-1.6E-12
6.86,3E-12
6.85,-3.5E-12
6.84,-2.5E-12
6.83,4.3E-12
6.82,2.5E-12
6.81,4.9E-12
6.8,-3E-12
6.79,-7E-13
6.78,2.7E-12
6.77,3.3E-12
6.76,-2.8E-12
6.75,1.4E-12
6.74,-2.2E-12
6.73,3E-12
6.72,-2.4E-12
6.71,-2.4E-12
6.7,2E-12
6.69,1E-13
6.68,6.5E-12
6.67,-4.8E-12
6.66,-8E-13
6.65,-4.9E-12
6.64,3.5E-12
6.63,2.2E-12
6.62,6E-13
6.61,-4.3E-12
6.6,2.3E-12
6.59,2.9E-12
6.58,-1.7E-12
6.57,-3.6E-12
6.56,3.4E-12
6.55,5.5E-12
6.54,-2.8E-12
6.53,-3.5E-12
6.52,-4E-13
6.51,4.1E-12
6.5,2E-13
6.49,-5.9E-12
6.48,9E-13
6.47,8E-13
6.46,3.6E-12
6.45,-2E-12
6.44,-2.3E-12
6.43,-2.6E-12
6.42,3.1E-12
6.41,4.5E-12
6.4,-4.2E-12
6.39,-1.6E-12
6.38,1E-12
6.37,3.8E-12
6.36,-1E-12
6.35,-3.8E-12
6.34,2.4E-12
6.33,4.2E-12
6.32,-2.3E-12
6.31,-9E-13
6.3,-3.3E-12
6.29,4E-12
6.28,2E-13
6.27,1.1E-12
6.26,-5E-12
6.25,1.5E-12
6.24,1.4E-12
6.23,4.6E-12
6.22,-2.8E-12
6.21,-6.5E-12
6.2,5.4E-12
6.19,2E-13
6.18,-1E-12
6.17,-6.3E-12
6.16,5.7E-12
6.15,3.9E-12
6.14,-1.3E-12
6.13,-2.1E-12
6.12,-4.8E-12
6.11,4.6E-12
6.1,-5.2E-12
6.09,-1.4E-12
6.08,-1.5E-12
6.07,3.9E-12
6.06,4.5E-12
6.05,-4.8E-12
6.04,-2.7E-12
6.03,1E-12
6.02,5.7E-12
6.01,-4.5E-12
6,-2E-12
5.99,3.5E-12
5.98,2.2E-12
5.97,-1E-12
5.96,-3E-12
5.95,-2E-12
5.94,3.3E-12
5.93,-2.1E-12
5.92,2.2E-12
5.91,-3E-13
5.9,-4.6E-12
5.89,-8E-13
5.88,0
5.87,2.5E-12
5.86,-2.4E-12
5.85,-6.2E-12
5.84,6.4E-12
5.83,2.2E-12
5.82,-4.8E-12
5.81,-6E-13
5.8,1E-12
5.79,4.9E-12
5.78,-3.8E-12
5.77,2.7E-12
5.76,3.5E-12
5.75,-9E-13
5.74,-3.1E-12
5.73,-8E-13
5.72,2.2E-12
5.71,4.9E-12
5.7,-2.3E-12
5.69,-2.6E-12
5.68,9E-13
5.67,5E-12
5.66,2.1E-12
5.65,8E-13
5.64,-4.3E-12
5.63,-4.6E-12
5.62,4.5E-12
5.61,1E-13
5.6,-3E-13
5.59,-6.5E-12
5.58,4.6E-12
5.57,1.4E-12
5.56,-2.8E-12
5.55,-4.4E-12
5.54,3E-12
5.53,6E-13
5.52,1E-13
5.51,-6.3E-12
5.5,3.7E-12
5.49,2.2E-12
5.48,-3E-13
5.47,-4.8E-12
5.46,3.1E-12
5.45,-1.2E-12
5.44,-2.4E-12
5.43,2.9E-12
5.42,4.1E-12
5.41,-5E-12
5.4,-5.4E-12
5.39,2.3E-12
5.38,4E-12
5.37,-1.9E-12
5.36,-3E-12
5.35,1.3E-12
5.34,2.4E-12
5.33,3.3E-12
5.32,-3.9E-12
5.31,-3.4E-12
5.3,3E-12
5.29,-5E-13
5.28,1.8E-12
5.27,-5.4E-12
5.26,4.7E-12
5.25,1.8E-12
5.24,3.2E-12
5.23,-2.9E-12
5.22,-2.7E-12
5.21,3.4E-12
5.2,8.3E-12
5.19,-3.9E-12
5.18,-4.6E-12
5.17,-5.4E-12
5.16,4E-13
5.15,8.9E-12
5.14,-1.3E-11
5.13,-3.2E-12
5.12,6.7E-12
5.11,2.4E-12
5.1,-3.4E-12
5.09,-4E-12
5.08,1.7E-12
5.07,-1.4E-12
5.06,-3E-12
5.05,-1.11E-11
5.04,6.2E-12
5.03,1E-13
5.02,1.1E-12
5.01,-7.9E-12
5,-7E-13
4.99,-1.1E-12
4.98,-3.7E-12
4.97,2.2E-12
4.96,4E-12
4.95,1.7E-12
4.94,-1.4E-12
4.93,1.7E-12
4.92,-8.1E-12
4.91,2.7E-12
4.9,-5.7E-12
4.89,1.1E-12
4.88,3.4E-12
4.87,-7.5E-12
4.86,1E-12
4.85,1E-12
4.84,-3.2E-12
4.83,4.3E-12
4.82,-6.7E-12
4.81,-6.9E-12
4.8,-5.1E-12
4.79,-2E-13
4.78,-2.5E-12
4.77,-4.6E-12
4.76,1.2E-12
4.75,-8E-12
4.74,1.16E-11
4.73,-7E-12
4.72,-1.85E-11
4.71,8.3E-12
4.7,2E-12
4.69,8.3E-12
4.68,2E-12
4.67,-4E-12
4.66,-8.8E-12
4.65,-7.8E-12
4.64,-2E-13
4.63,-9.4E-12
4.62,-8.6E-12
4.61,6.7E-12
4.6,4.9E-12
4.59,1.45E-11
4.58,-7E-12
4.57,-8.8E-12
4.56,5.8E-12
4.55,-7.1E-12
4.54,-2.24E-11
4.53,-1.25E-11
4.52,-3.1E-10
4.51,-3.23E-11
4.5,1.77E-11
4.49,6.75E-11
4.48,3.4E-12
4.47,3.6E-12
4.46,-1.5E-12
4.45,1.75E-11
4.44,-4.2E-12
4.43,-3.8E-12
4.42,-2.36E-11
4.41,3.92E-11
4.4,-3.39E-12
4.39,8.88E-12
4.38,6.004E-11
4.37,6.03E-12
4.36,-1.374E-11
4.35,-1.8112E-10
4.34,4.067E-11
4.33,3.386E-11
4.32,3.512E-11
4.31,3.18E-12
4.3,1.382E-11
4.29,-4.3E-13
4.28,1.36E-11
4.27,-1.102E-11
4.26,4.69E-12
4.25,-1.4325E-10
4.24,4.25E-12
4.23,1.1426E-10
4.22,-3.177E-11
4.21,4.32E-12
4.2,5.14E-12
4.19,3.96E-12
4.18,6.45E-12
4.17,-3.12E-12
4.16,2.28E-12
4.15,1.86E-12
4.14,1.02E-12
4.13,3.83E-12
4.12,-7E-13
4.11,6.1E-13
4.1,-1.3902E-10
4.09,1.39E-11
4.08,2.43E-12
4.07,2.22E-12
4.06,-4.667E-11
4.05,5.112E-11
4.04,-4.21E-12
4.03,9.4E-13
4.02,8.873E-11
4.01,2.808E-11
4,2.918E-11
3.99,-1.29E-12
3.98,-2.3806E-10
3.97,-2.296E-11
3.96,-3.442E-11
3.95,1.019E-11
3.94,-7.75E-12
3.93,-6.54E-12
3.92,-5.4E-12
3.91,-7.965E-11
3.9,1.37E-12
3.89,2.17E-12
3.88,-2.84E-12
3.87,1.4144E-10
3.86,-8.73E-12
3.85,6.4E-13
3.84,-1.3049E-10
3.83,-3.76E-12
3.82,9.9E-13
3.81,-4.3E-12
3.8,9.9E-13
3.79,-6.83E-12
3.78,-1.062E-11
3.77,-8.83E-12
3.76,-5.84E-12
3.75,-4.04E-12
3.74,-3.72E-12
3.73,-1.05E-11
3.72,1.92E-12
3.71,-1.5E-13
3.7,-5.95E-12
3.69,-4.97E-12
3.68,-5.63E-12
3.67,2.19E-12
3.66,-3.94E-12
3.65,-4.32E-12
3.64,-1.26E-12
3.63,1.8E-13
3.62,-7.22E-12
3.61,8.2E-13
3.6,3.87E-12
3.59,-3.09E-12
3.58,8.64E-12
3.57,-1.08E-12
3.56,-6.14E-12
3.55,6.88E-12
3.54,6.33E-11
3.53,5.67E-11
3.52,-1.92E-11
3.51,-5.2E-12
3.5,5E-13
3.49,-6.8E-12
3.48,6.6E-12
3.47,-3.7E-12
3.46,-7.3E-12
3.45,-7.6E-12
3.44,-4E-13
3.43,-3.8E-12
3.42,-1.19E-11
3.41,-7E-12
3.4,-6E-13
3.39,1.3E-11
3.38,-8.8E-12
3.37,-6.1E-12
3.36,-1.7E-11
3.35,-6.8E-12
3.34,5.7E-12
3.33,-7.8E-12
3.32,-5.5E-12
3.31,-4.8E-12
3.3,1E-13
3.29,-3E-12
3.28,-2.2E-12
3.27,-4.9E-12
3.26,-7.5E-12
3.25,-3E-13
3.24,-2.8E-12
3.23,3.223E-10
3.22,-1.7E-12
3.21,2.3E-12
3.2,4.8E-12
3.19,-6E-13
3.18,-1.4E-12
3.17,-9E-13
3.16,-4E-13
3.15,3.7E-12
