Setup title,"I/V Sweep_check"
-0.395,-0.000500009
-0.39,-0.000500007
-0.385,-0.000500009
-0.38,-0.000500008
-0.375,-0.000500008
-0.37,-0.000500009
-0.365,-0.000500009
-0.36,-0.000500009
-0.355,-0.000500008
-0.35,-0.000500008
-0.345,-0.000500008
-0.34,-0.000500009
-0.335,-0.000500009
-0.33,-0.000500008
-0.325,-0.000500008
-0.32,-0.000500008
-0.315,-0.000500009
-0.31,-0.000500008
-0.305,-0.000500008
-0.3,-0.000500008
-0.295,-0.000500008
-0.29,-0.000500008
-0.285,-0.000500008
-0.28,-0.000500008
-0.275,-0.000500009
-0.27,-0.000500007
-0.265,-0.000496574
-0.26,-0.000481509
-0.255,-0.000466094
-0.25,-0.000452307
-0.245,-0.000437147
-0.24,-0.000423638
-0.235,-0.000410685
-0.23,-0.000397362
-0.225,-0.000384345
-0.22,-0.000371674
-0.215,-0.000358457
-0.21,-0.000345965
-0.205,-0.000334418
-0.2,-0.000322062
-0.195,-0.000310603
-0.19,-0.000298323
-0.185,-0.000287009
-0.18,-0.000275971
-0.175,-0.00026498
-0.17,-0.00025412
-0.165,-0.000244219
-0.16,-0.000234676
-0.155,-0.000225695
-0.15,-0.000215829
-0.145,-0.000206533
-0.14,-0.000197262
-0.135,-0.000188123
-0.13,-0.000179728
-0.125,-0.000171471
-0.12,-0.0001631
-0.115,-0.000154857
-0.11,-0.000146175
-0.105,-0.000138429
-0.1,-0.000130676
-0.095,-0.000122983
-0.09,-0.000115261
-0.085,-0.000107944
-0.08,-0.000100657
-0.075,-9.37008E-05
-0.07,-8.69292E-05
-0.065,-8.01754E-05
-0.06,-7.33954E-05
-0.055,-6.67698E-05
-0.05,-6.03804E-05
-0.045,-5.39443E-05
-0.04,-4.7567E-05
-0.035,-4.14475E-05
-0.03,-3.52636E-05
-0.025,-2.91702E-05
-0.02,-2.32377E-05
-0.015,-1.74259E-05
-0.01,-1.15627E-05
-0.005,-5.80111E-06
0,-1.066492E-07
