Setup title,"I/V dark_-0.2 to 0.2V"
-0.227,-2.76166E-06
-0.226,-2.75188E-06
-0.225,-2.74249E-06
-0.224,-2.73215E-06
-0.223,-2.72312E-06
-0.222,-2.71369E-06
-0.221,-2.70446E-06
-0.22,-2.69457E-06
-0.219,-2.68475E-06
-0.218,-2.67467E-06
-0.217,-2.66477E-06
-0.216,-2.65547E-06
-0.215,-2.64553E-06
-0.214,-2.63559E-06
-0.213,-2.62507E-06
-0.212,-2.61578E-06
-0.211,-2.60649E-06
-0.21,-2.59611E-06
-0.209,-2.58611E-06
-0.208,-2.57608E-06
-0.207,-2.56627E-06
-0.206,-2.55662E-06
-0.205,-2.54662E-06
-0.204,-2.53653E-06
-0.203,-2.52734E-06
-0.202,-2.51806E-06
-0.201,-2.50818E-06
-0.2,-2.49821E-06
-0.199,-2.48856E-06
-0.198,-2.47828E-06
-0.197,-2.46855E-06
-0.196,-2.45854E-06
-0.195,-2.44847E-06
-0.194,-2.43817E-06
-0.193,-2.42788E-06
-0.192,-2.41854E-06
-0.191,-2.40829E-06
-0.19,-2.39849E-06
-0.189,-2.38878E-06
-0.188,-2.379E-06
-0.187,-2.36836E-06
-0.186,-2.35835E-06
-0.185,-2.34861E-06
-0.184,-2.33828E-06
-0.183,-2.32751E-06
-0.182,-2.31781E-06
-0.181,-2.30728E-06
-0.18,-2.29762E-06
-0.179,-2.28786E-06
-0.178,-2.27767E-06
-0.177,-2.2669E-06
-0.176,-2.25648E-06
-0.175,-2.24587E-06
-0.174,-2.23624E-06
-0.173,-2.22575E-06
-0.172,-2.21585E-06
-0.171,-2.20643E-06
-0.17,-2.19552E-06
-0.169,-2.18516E-06
-0.168,-2.17444E-06
-0.167,-2.16437E-06
-0.166,-2.15321E-06
-0.165,-2.14283E-06
-0.164,-2.13245E-06
-0.163,-2.12178E-06
-0.162,-2.11111E-06
-0.161,-2.10001E-06
-0.16,-2.09018E-06
-0.159,-2.0797E-06
-0.158,-2.06973E-06
-0.157,-2.05974E-06
-0.156,-2.04937E-06
-0.155,-2.03879E-06
-0.154,-2.02799E-06
-0.153,-2.01756E-06
-0.152,-2.00711E-06
-0.151,-1.99611E-06
-0.15,-1.98565E-06
-0.149,-1.97516E-06
-0.148,-1.96457E-06
-0.147,-1.95394E-06
-0.146,-1.94298E-06
-0.145,-1.93239E-06
-0.144,-1.92189E-06
-0.143,-1.91124E-06
-0.142,-1.90022E-06
-0.141,-1.88914E-06
-0.14,-1.87835E-06
-0.139,-1.86734E-06
-0.138,-1.85668E-06
-0.137,-1.84609E-06
-0.136,-1.8361E-06
-0.135,-1.82535E-06
-0.134,-1.81383E-06
-0.133,-1.80278E-06
-0.132,-1.79189E-06
-0.131,-1.78078E-06
-0.13,-1.76963E-06
-0.129,-1.75863E-06
-0.128,-1.74787E-06
-0.127,-1.73706E-06
-0.126,-1.72599E-06
-0.125,-1.71546E-06
-0.124,-1.70418E-06
-0.123,-1.69281E-06
-0.122,-1.68189E-06
-0.121,-1.67038E-06
-0.12,-1.65897E-06
-0.119,-1.64788E-06
-0.118,-1.63665E-06
-0.117,-1.62522E-06
-0.116,-1.61439E-06
-0.115,-1.60305E-06
-0.114,-1.59142E-06
-0.113,-1.5801E-06
-0.112,-1.56831E-06
-0.111,-1.55731E-06
-0.11,-1.54589E-06
-0.109,-1.53435E-06
-0.108,-1.52268E-06
-0.107,-1.51157E-06
-0.106,-1.50002E-06
-0.105,-1.48837E-06
-0.104,-1.47698E-06
-0.103,-1.46551E-06
-0.102,-1.45383E-06
-0.101,-1.442E-06
-0.1,-1.42966E-06
-0.099,-1.41851E-06
-0.098,-1.40664E-06
-0.097,-1.39482E-06
-0.096,-1.38272E-06
-0.095,-1.37085E-06
-0.094,-1.35902E-06
-0.093,-1.34697E-06
-0.092,-1.33481E-06
-0.091,-1.32277E-06
-0.09,-1.31106E-06
-0.089,-1.29892E-06
-0.088,-1.28666E-06
-0.087,-1.27441E-06
-0.086,-1.26282E-06
-0.085,-1.25036E-06
-0.084,-1.23804E-06
-0.083,-1.22595E-06
-0.082,-1.2137E-06
-0.081,-1.20094E-06
-0.08,-1.18842E-06
-0.079,-1.17601E-06
-0.078,-1.16364E-06
-0.077,-1.15078E-06
-0.076,-1.13852E-06
-0.075,-1.12562E-06
-0.074,-1.1133E-06
-0.073,-1.10058E-06
-0.072,-1.08772E-06
-0.071,-1.07498E-06
-0.07,-1.06231E-06
-0.069,-1.04939E-06
-0.068,-1.03647E-06
-0.067,-1.02374E-06
-0.066,-1.010274E-06
-0.065,-9.97228E-07
-0.064,-9.84144E-07
-0.063,-9.70721E-07
-0.062,-9.57524E-07
-0.061,-9.44546E-07
-0.06,-9.30961E-07
-0.059,-9.17747E-07
-0.058,-9.04228E-07
-0.057,-8.90918E-07
-0.056,-8.77244E-07
-0.055,-8.63718E-07
-0.054,-8.50172E-07
-0.053,-8.36506E-07
-0.052,-8.22608E-07
-0.051,-8.0873E-07
-0.05,-7.948E-07
-0.049,-7.80615E-07
-0.048,-7.66787E-07
-0.047,-7.52897E-07
-0.046,-7.38666E-07
-0.045,-7.24348E-07
-0.044,-7.09805E-07
-0.043,-6.95617E-07
-0.042,-6.81344E-07
-0.041,-6.66934E-07
-0.04,-6.52503E-07
-0.039,-6.38067E-07
-0.038,-6.23407E-07
-0.037,-6.0873E-07
-0.036,-5.93721E-07
-0.035,-5.79179E-07
-0.034,-5.64205E-07
-0.033,-5.49081E-07
-0.032,-5.33946E-07
-0.031,-5.18709E-07
-0.03,-5.03405E-07
-0.029,-4.88068E-07
-0.028,-4.72591E-07
-0.027,-4.57027E-07
-0.026,-4.41409E-07
-0.025,-4.25779E-07
-0.024,-4.09892E-07
-0.023,-3.94068E-07
-0.022,-3.78365E-07
-0.021,-3.6234E-07
-0.02,-3.46097E-07
-0.019,-3.29824E-07
-0.018,-3.13492E-07
-0.017,-2.96984E-07
-0.016,-2.80447E-07
-0.015,-2.63795E-07
-0.014,-2.46991E-07
-0.013,-2.30118E-07
-0.012,-2.13084E-07
-0.011,-1.96002E-07
-0.01,-1.78815E-07
-0.009,-1.61834E-07
-0.008,-1.44456E-07
-0.007,-1.26911E-07
-0.006,-1.0925E-07
-0.005,-9.1487E-08
-0.004,-7.36045E-08
-0.003,-5.56127E-08
-0.002,-3.74043E-08
-0.001,-1.90972E-08
0,-6.6247E-10
0.001,1.78465E-08
0.002,3.61945E-08
0.003,5.50347E-08
0.004,7.40137E-08
0.005,9.30855E-08
0.006,1.123202E-07
0.007,1.31769E-07
0.008,1.51344E-07
0.009,1.70652E-07
0.01,1.90525E-07
0.011,2.1055E-07
0.012,2.30723E-07
0.013,2.5102E-07
0.014,2.71546E-07
0.015,2.91865E-07
0.016,3.12643E-07
0.017,3.33584E-07
0.018,3.54664E-07
0.019,3.76015E-07
0.02,3.97571E-07
0.021,4.19175E-07
0.022,4.40725E-07
0.023,4.62765E-07
0.024,4.85081E-07
0.025,5.0756E-07
0.026,5.30232E-07
0.027,5.53007E-07
0.028,5.76012E-07
0.029,5.98879E-07
0.03,6.22369E-07
0.031,6.4608E-07
0.032,6.70011E-07
0.033,6.93912E-07
0.034,7.18221E-07
0.035,7.42462E-07
0.036,7.67393E-07
0.037,7.92345E-07
0.038,8.17516E-07
0.039,8.43015E-07
0.04,8.68474E-07
0.041,8.94528E-07
0.042,9.20048E-07
0.043,9.46278E-07
0.044,9.73207E-07
0.045,1.000209E-06
0.046,1.027631E-06
0.047,1.055351E-06
0.048,1.082245E-06
0.049,1.110692E-06
0.05,1.1385E-06
0.051,1.16694E-06
0.052,1.19602E-06
0.053,1.22536E-06
0.054,1.25516E-06
0.055,1.28437E-06
0.056,1.3145E-06
0.057,1.34498E-06
0.058,1.37584E-06
0.059,1.40741E-06
0.06,1.43915E-06
0.061,1.47076E-06
0.062,1.50198E-06
0.063,1.53464E-06
0.064,1.56767E-06
0.065,1.60083E-06
0.066,1.63455E-06
0.067,1.66816E-06
0.068,1.702E-06
0.069,1.73679E-06
0.07,1.77224E-06
0.071,1.80793E-06
0.072,1.84357E-06
0.073,1.88055E-06
0.074,1.91746E-06
0.075,1.95434E-06
0.076,1.99224E-06
0.077,2.03005E-06
0.078,2.06755E-06
0.079,2.10654E-06
0.08,2.14559E-06
0.081,2.18529E-06
0.082,2.22592E-06
0.083,2.26544E-06
0.084,2.30678E-06
0.085,2.34846E-06
0.086,2.39045E-06
0.087,2.43308E-06
0.088,2.47674E-06
0.089,2.52067E-06
0.09,2.56486E-06
0.091,2.60973E-06
0.092,2.65501E-06
0.093,2.70072E-06
0.094,2.7474E-06
0.095,2.79468E-06
0.096,2.84159E-06
0.097,2.88964E-06
0.098,2.93811E-06
0.099,2.98762E-06
0.1,3.03742E-06
0.101,3.08833E-06
0.102,3.1399E-06
0.103,3.19139E-06
0.104,3.24409E-06
0.105,3.29752E-06
0.106,3.35122E-06
0.107,3.40522E-06
0.108,3.46004E-06
0.109,3.51558E-06
0.11,3.57264E-06
0.111,3.6308E-06
0.112,3.68852E-06
0.113,3.74643E-06
0.114,3.806E-06
0.115,3.86675E-06
0.116,3.92762E-06
0.117,3.98967E-06
0.118,4.0526E-06
0.119,4.11572E-06
0.12,4.17843E-06
0.121,4.24359E-06
0.122,4.30996E-06
0.123,4.3765E-06
0.124,4.44408E-06
0.125,4.51265E-06
0.126,4.58267E-06
0.127,4.65369E-06
0.128,4.72408E-06
0.129,4.79705E-06
0.13,4.86977E-06
0.131,4.94398E-06
0.132,5.02005E-06
0.133,5.09511E-06
0.134,5.17192E-06
0.135,5.25003E-06
0.136,5.32844E-06
0.137,5.40858E-06
0.138,5.48943E-06
0.139,5.57218E-06
0.14,5.65528E-06
0.141,5.73934E-06
0.142,5.82488E-06
0.143,5.91227E-06
0.144,6.00125E-06
0.145,6.0882E-06
0.146,6.17776E-06
0.147,6.27014E-06
0.148,6.36231E-06
0.149,6.45742E-06
0.15,6.55248E-06
0.151,6.64984E-06
0.152,6.74664E-06
0.153,6.84525E-06
0.154,6.94642E-06
0.155,7.04804E-06
0.156,7.15122E-06
0.157,7.25456E-06
0.158,7.3594E-06
0.159,7.46689E-06
0.16,7.57568E-06
0.161,7.68547E-06
0.162,7.79691E-06
0.163,7.90979E-06
0.164,8.02547E-06
0.165,8.13883E-06
0.166,8.25582E-06
0.167,8.3749E-06
0.168,8.49725E-06
0.169,8.62077E-06
0.17,8.74555E-06
0.171,8.86658E-06
0.172,8.99394E-06
0.173,9.12253E-06
0.174,9.25204E-06
0.175,9.38571E-06
0.176,9.52032E-06
0.177,9.6576E-06
0.178,9.79203E-06
0.179,9.93181E-06
0.18,1.007264E-05
0.181,1.021456E-05
0.182,1.036001E-05
0.183,1.050701E-05
0.184,1.065603E-05
0.185,1.080273E-05
0.186,1.095476E-05
0.187,1.111024E-05
0.188,1.12664E-05
0.189,1.142537E-05
0.19,1.15872E-05
0.191,1.17485E-05
0.192,1.19125E-05
0.193,1.20788E-05
0.194,1.22468E-05
0.195,1.24191E-05
0.196,1.25938E-05
0.197,1.27704E-05
0.198,1.29469E-05
0.199,1.31242E-05
0.2,1.33084E-05
0.201,1.34948E-05
0.202,1.36832E-05
0.203,1.3872E-05
0.204,1.40639E-05
0.205,1.42561E-05
0.206,1.44537E-05
0.207,1.46531E-05
0.208,1.48544E-05
0.209,1.50601E-05
0.21,1.5268E-05
0.211,1.54782E-05
0.212,1.56872E-05
0.213,1.59022E-05
0.214,1.61216E-05
0.215,1.63423E-05
0.216,1.65673E-05
0.217,1.67927E-05
0.218,1.7022E-05
0.219,1.72481E-05
0.22,1.74817E-05
0.221,1.77161E-05
0.222,1.79584E-05
0.223,1.82027E-05
0.224,1.84482E-05
0.225,1.86986E-05
0.226,1.89448E-05
0.227,1.92023E-05
0.228,1.9459E-05
0.229,1.97224E-05
0.23,1.99891E-05
0.231,2.02587E-05
0.232,2.05308E-05
0.233,2.08008E-05
0.234,2.10783E-05
0.235,2.13621E-05
0.236,2.16476E-05
0.237,2.19366E-05
0.238,2.22287E-05
0.239,2.25243E-05
0.24,2.28252E-05
0.241,2.31234E-05
0.242,2.34316E-05
0.243,2.37389E-05
0.244,2.40572E-05
0.245,2.43759E-05
0.246,2.46965E-05
0.247,2.50231E-05
0.248,2.53527E-05
0.249,2.56822E-05
0.25,2.60233E-05
0.251,2.63662E-05
0.252,2.67126E-05
0.253,2.70546E-05
0.254,2.74096E-05
0.255,2.77662E-05
0.256,2.81298E-05
0.257,2.84995E-05
0.258,2.88727E-05
0.259,2.92506E-05
0.26,2.96342E-05
0.261,3.00171E-05
0.262,3.04074E-05
0.263,3.08019E-05
0.264,3.12047E-05
0.265,3.16101E-05
0.266,3.20084E-05
0.267,3.24242E-05
0.268,3.28428E-05
0.269,3.32698E-05
0.27,3.37044E-05
0.271,3.41337E-05
0.272,3.45743E-05
0.273,3.50183E-05
0.274,3.54657E-05
0.275,3.59221E-05
0.276,3.63857E-05
0.277,3.68503E-05
0.278,3.73139E-05
0.279,3.77896E-05
0.28,3.82773E-05
0.281,3.87646E-05
0.282,3.92626E-05
0.283,3.97641E-05
0.284,4.02776E-05
0.285,4.07854E-05
0.286,4.13033E-05
0.287,4.18266E-05
0.288,4.2359E-05
0.289,4.29017E-05
0.29,4.34303E-05
0.291,4.39884E-05
0.292,4.45507E-05
0.293,4.51173E-05
0.294,4.56849E-05
0.295,4.62645E-05
0.296,4.6843E-05
0.297,4.74351E-05
0.298,4.8034E-05
0.299,4.8645E-05
0.3,4.92564E-05
0.301,4.98794E-05
0.302,4.99989E-05
0.303,4.99988E-05
0.304,4.99989E-05
0.305,4.99989E-05
0.306,4.99988E-05
0.307,4.99988E-05
0.308,4.99989E-05
0.309,4.99989E-05
0.31,4.99989E-05
0.311,4.99989E-05
0.312,4.99989E-05
0.313,4.99988E-05
0.314,4.99989E-05
0.315,4.99988E-05
0.316,4.99988E-05
0.317,4.99989E-05
0.318,4.99988E-05
0.319,4.99988E-05
0.32,4.99989E-05
0.321,4.99988E-05
0.322,4.99988E-05
0.323,4.99989E-05
0.324,4.99988E-05
0.325,4.99988E-05
0.326,4.99988E-05
0.327,4.99988E-05
0.328,4.99988E-05
0.329,4.99988E-05
0.33,4.99987E-05
0.331,4.99988E-05
0.332,4.99988E-05
0.333,4.99988E-05
0.334,4.99988E-05
0.335,4.99988E-05
0.336,4.99988E-05
0.337,4.99988E-05
0.338,4.99988E-05
0.339,4.99988E-05
0.34,4.99988E-05
0.341,4.99988E-05
0.342,4.99988E-05
0.343,4.99988E-05
0.344,4.99988E-05
0.345,4.99988E-05
0.346,4.99989E-05
0.347,4.99988E-05
0.348,4.99988E-05
0.349,4.99988E-05
0.35,4.99988E-05
0.351,4.99989E-05
0.352,4.99988E-05
0.353,4.99989E-05
0.354,4.99988E-05
0.355,4.99989E-05
0.356,4.99989E-05
0.357,4.99988E-05
0.358,4.99988E-05
0.359,4.99989E-05
0.36,4.99989E-05
0.361,4.99989E-05
0.362,4.99988E-05
0.363,4.99989E-05
0.364,4.99989E-05
0.365,4.99989E-05
0.366,4.99988E-05
0.367,4.99989E-05
0.368,4.99989E-05
0.369,4.99989E-05
0.37,4.99989E-05
0.371,4.99989E-05
0.372,4.99988E-05
0.373,4.99989E-05
0.374,4.99988E-05
0.375,4.99989E-05
0.376,4.99988E-05
0.377,4.99988E-05
0.378,4.99989E-05
0.379,4.99989E-05
0.38,4.99988E-05
0.381,4.99989E-05
0.382,4.99989E-05
0.383,4.99989E-05
0.384,4.99989E-05
0.385,4.99989E-05
0.386,4.99989E-05
0.387,4.99989E-05
0.388,4.99988E-05
0.389,4.99988E-05
0.39,4.99989E-05
0.391,4.99988E-05
0.392,4.99988E-05
0.393,4.99988E-05
0.394,4.99989E-05
0.395,4.99988E-05
0.396,4.99988E-05
0.397,4.99988E-05
0.398,4.99989E-05
0.399,4.99989E-05
0.4,4.9999E-05
0.4,4.9999E-05
0.399,4.9999E-05
0.398,4.9999E-05
0.397,4.9999E-05
0.396,4.9999E-05
0.395,4.99989E-05
0.394,4.99989E-05
0.393,4.99989E-05
0.392,4.99989E-05
0.391,4.99989E-05
0.39,4.99989E-05
0.389,4.99989E-05
0.388,4.99989E-05
0.387,4.99989E-05
0.386,4.99988E-05
0.385,4.99988E-05
0.384,4.99989E-05
0.383,4.99988E-05
0.382,4.99989E-05
0.381,4.99989E-05
0.38,4.99989E-05
0.379,4.99989E-05
0.378,4.99988E-05
0.377,4.99989E-05
0.376,4.99989E-05
0.375,4.99989E-05
0.374,4.9999E-05
0.373,4.99989E-05
0.372,4.99989E-05
0.371,4.99988E-05
0.37,4.99988E-05
0.369,4.99989E-05
0.368,4.99988E-05
0.367,4.99988E-05
0.366,4.99988E-05
0.365,4.99988E-05
0.364,4.99989E-05
0.363,4.99988E-05
0.362,4.99988E-05
0.361,4.99988E-05
0.36,4.99988E-05
0.359,4.99988E-05
0.358,4.99989E-05
0.357,4.99988E-05
0.356,4.99989E-05
0.355,4.99988E-05
0.354,4.99989E-05
0.353,4.99989E-05
0.352,4.99989E-05
0.351,4.99989E-05
0.35,4.99989E-05
0.349,4.99989E-05
0.348,4.99988E-05
0.347,4.99988E-05
0.346,4.99988E-05
0.345,4.99989E-05
0.344,4.99989E-05
0.343,4.99988E-05
0.342,4.99988E-05
0.341,4.99989E-05
0.34,4.99989E-05
0.339,4.99989E-05
0.338,4.99988E-05
0.337,4.99988E-05
0.336,4.99988E-05
0.335,4.99988E-05
0.334,4.99988E-05
0.333,4.99988E-05
0.332,4.99988E-05
0.331,4.99988E-05
0.33,4.99988E-05
0.329,4.99987E-05
0.328,4.99988E-05
0.327,4.99988E-05
0.326,4.99988E-05
0.325,4.99988E-05
0.324,4.99988E-05
0.323,4.99989E-05
0.322,4.99988E-05
0.321,4.99988E-05
0.32,4.99988E-05
0.319,4.99989E-05
0.318,4.99989E-05
0.317,4.99989E-05
0.316,4.99989E-05
0.315,4.99989E-05
0.314,4.99989E-05
0.313,4.99989E-05
0.312,4.99989E-05
0.311,4.9999E-05
0.31,4.99989E-05
0.309,4.99989E-05
0.308,4.99989E-05
0.307,4.99989E-05
0.306,4.99988E-05
0.305,4.99989E-05
0.304,4.99989E-05
0.303,4.99989E-05
0.302,4.99989E-05
0.301,4.98993E-05
