Setup title,"I/V dark_-0.2 to 0.2V"
-0.227,-4.61079E-07
-0.226,-4.44156E-07
-0.225,-4.19231E-07
-0.224,-4.27948E-07
-0.223,-4.26866E-07
-0.222,-4.23356E-07
-0.221,-4.26825E-07
-0.22,-3.99016E-07
-0.219,-4.16246E-07
-0.218,-4.11792E-07
-0.217,-4.19146E-07
-0.216,-4.4064E-07
-0.215,-3.923E-07
-0.214,-3.39908E-07
-0.213,-3.42463E-07
-0.212,-3.05908E-07
-0.211,-3.16634E-07
-0.21,-3.36829E-07
-0.209,-3.79131E-07
-0.208,-5.00032E-05
-0.207,-5.0003E-05
-0.206,-5.0003E-05
-0.205,-5.00023E-05
-0.204,-4.93146E-05
-0.203,-5.00029E-05
-0.202,-5.0003E-05
-0.201,-5.0003E-05
-0.2,-5.00029E-05
-0.199,-5.00029E-05
-0.198,-5.00028E-05
-0.197,-4.95971E-05
-0.196,-4.8074E-05
-0.195,1E-09
-0.194,4.1E-13
-0.193,3E-14
-0.192,1.4E-13
-0.191,2.8E-13
-0.19,-7E-14
-0.189,3E-13
-0.188,-1.6E-13
-0.187,3.7E-13
-0.186,1.9E-13
-0.185,-2.2E-13
-0.184,2.4E-13
-0.183,-1.9E-13
-0.182,3E-13
-0.181,1.5E-13
-0.18,-7E-14
-0.179,3.3E-13
-0.178,-9E-14
-0.177,2.2E-13
-0.176,6E-14
-0.175,-2.7E-13
-0.174,-2.01E-12
-0.173,-7E-14
-0.172,1.6E-13
-0.171,6.2E-13
-0.17,4.7E-13
-0.169,-3.5E-13
-0.168,8E-14
-0.167,-4.1E-13
-0.166,1.8E-13
-0.165,-2E-13
-0.164,-1.2E-13
-0.163,-1.4E-13
-0.162,1E-14
-0.161,-4E-14
-0.16,1.2E-13
-0.159,-3E-14
-0.158,5E-14
-0.157,-6E-14
-0.156,1.9E-13
-0.155,-1.1E-13
-0.154,2.1E-13
-0.153,-4.2E-13
-0.152,3.9E-13
-0.151,1.6E-13
-0.15,2.9E-13
-0.149,-8E-14
-0.148,2.8E-13
-0.147,-1E-14
-0.146,2.5E-13
-0.145,-1.4E-13
-0.144,1.6E-13
-0.143,-1.9E-13
-0.142,4E-13
-0.141,3.5E-13
-0.14,-2E-14
-0.139,-5.2E-13
-0.138,2.6E-13
-0.137,-5E-14
-0.136,3.6E-13
-0.135,8E-14
-0.134,1.7E-13
-0.133,-1E-14
-0.132,1E-14
-0.131,-5E-14
-0.13,2.7E-13
-0.129,1.6E-13
-0.128,2E-14
-0.127,-2E-14
-0.126,4.8E-13
-0.125,-1.2E-13
-0.124,3.9E-13
-0.123,-1.8E-13
-0.122,9E-14
-0.121,-3E-13
-0.12,3.3E-13
-0.119,-1.1E-13
-0.118,2.2E-13
-0.117,-3E-14
-0.116,2.2E-13
-0.115,4E-14
-0.114,3.8E-13
-0.113,-2.2E-13
-0.112,-1.7E-13
-0.111,-3.6E-13
-0.11,1.4E-13
-0.109,2.2E-13
-0.108,3E-14
-0.107,-1.8E-13
-0.106,1E-13
-0.105,-1.4E-13
-0.104,2E-13
-0.103,-1.1E-13
-0.102,2.8E-13
-0.101,-1.4E-13
-0.1,2.9E-13
-0.099,-4E-14
-0.098,-4.19965E-07
-0.097,-5.00032E-05
-0.096,-5.00029E-05
-0.095,-5.00029E-05
-0.094,-5.00029E-05
-0.093,-5.0003E-05
-0.092,-5.0003E-05
-0.091,-5.00029E-05
-0.09,-5.00029E-05
-0.089,-5.00031E-05
-0.088,-5.0003E-05
-0.087,-5.00029E-05
-0.086,-5.00029E-05
-0.085,-5.0003E-05
-0.084,-5.0003E-05
-0.083,-5.0003E-05
-0.082,-5.00029E-05
-0.081,-5.0003E-05
-0.08,-5.0003E-05
-0.079,-5.0003E-05
-0.078,-5.0003E-05
-0.077,-5.00029E-05
-0.076,-5.0003E-05
-0.075,-5.0003E-05
-0.074,-5.0003E-05
-0.073,-5.00029E-05
-0.072,-5.0003E-05
-0.071,-5.0003E-05
-0.07,-5.0003E-05
-0.069,-5.00031E-05
-0.068,-5.0003E-05
-0.067,-5.0003E-05
-0.066,-5.00029E-05
-0.065,-5.00029E-05
-0.064,-5.00029E-05
-0.063,-5.00029E-05
-0.062,-5.00029E-05
-0.061,-5.00029E-05
-0.06,-5.0003E-05
-0.059,-5.00029E-05
-0.058,-5.00029E-05
-0.057,-4.97981E-05
-0.056,-5.00029E-05
-0.055,-5.00029E-05
-0.054,-5.0003E-05
-0.053,-5.00029E-05
-0.052,-3.66085E-06
-0.051,-3.02353E-06
-0.05,-2.9282E-06
-0.049,-2.46318E-06
-0.048,-2.22427E-06
-0.047,-1.9028E-06
-0.046,-1.39524E-06
-0.045,-1.34736E-06
-0.044,-1.3651E-06
-0.043,-7.6444E-07
-0.042,-6.96538E-07
-0.041,-6.76632E-07
-0.04,-6.8334E-07
-0.039,-5.14188E-07
-0.038,-4.99709E-07
-0.037,-4.93335E-07
-0.036,-4.90393E-07
-0.035,-4.72806E-07
-0.034,-4.46019E-07
-0.033,-4.45882E-07
-0.032,-4.36246E-07
-0.031,-4.27951E-07
-0.03,-4.14614E-07
-0.029,-4.17092E-07
-0.028,-4.15039E-07
-0.027,-4.60857E-07
-0.026,-4.37342E-07
-0.025,-3.9225E-07
-0.024,-3.92243E-07
-0.023,-3.8711E-07
-0.022,-3.78043E-07
-0.021,-3.83259E-07
-0.02,-3.78801E-07
-0.019,-3.39612E-07
-0.018,-3.29516E-07
-0.017,-3.41011E-07
-0.016,-3.2893E-07
-0.015,-3.05324E-07
-0.014,-2.95866E-07
-0.013,-2.8498E-07
-0.012,-3.0871E-07
-0.011,-3.07368E-07
