Setup title,"I/V dark_-0.2 to 0.2V"
-0.327,-3.67775E-06
-0.326,-3.6689E-06
-0.325,-3.66031E-06
-0.324,-3.65116E-06
-0.323,-3.64221E-06
-0.322,-3.63403E-06
-0.321,-3.62365E-06
-0.32,-3.61424E-06
-0.319,-3.60573E-06
-0.318,-3.59696E-06
-0.317,-3.58857E-06
-0.316,-3.57915E-06
-0.315,-3.57021E-06
-0.314,-3.56048E-06
-0.313,-3.55229E-06
-0.312,-3.54163E-06
-0.311,-3.53302E-06
-0.31,-3.5247E-06
-0.309,-3.51608E-06
-0.308,-3.5072E-06
-0.307,-3.49804E-06
-0.306,-3.48904E-06
-0.305,-3.47978E-06
-0.304,-3.47065E-06
-0.303,-3.46147E-06
-0.302,-3.45289E-06
-0.301,-3.44342E-06
-0.3,-3.43487E-06
-0.299,-3.42609E-06
-0.298,-3.41656E-06
-0.297,-3.4075E-06
-0.296,-3.39826E-06
-0.295,-3.38965E-06
-0.294,-3.38103E-06
-0.293,-3.37173E-06
-0.292,-3.36306E-06
-0.291,-3.35354E-06
-0.29,-3.34481E-06
-0.289,-3.33489E-06
-0.288,-3.3256E-06
-0.287,-3.31694E-06
-0.286,-3.3084E-06
-0.285,-3.29983E-06
-0.284,-3.29033E-06
-0.283,-3.28114E-06
-0.282,-3.27136E-06
-0.281,-3.26269E-06
-0.28,-3.2545E-06
-0.279,-3.24585E-06
-0.278,-3.23616E-06
-0.277,-3.22578E-06
-0.276,-3.21654E-06
-0.275,-3.20767E-06
-0.274,-3.19917E-06
-0.273,-3.18941E-06
-0.272,-3.18014E-06
-0.271,-3.17096E-06
-0.27,-3.16126E-06
-0.269,-3.15213E-06
-0.268,-3.14248E-06
-0.267,-3.13315E-06
-0.266,-3.12421E-06
-0.265,-3.11408E-06
-0.264,-3.10518E-06
-0.263,-3.09599E-06
-0.262,-3.08588E-06
-0.261,-3.07712E-06
-0.26,-3.06779E-06
-0.259,-3.05877E-06
-0.258,-3.04971E-06
-0.257,-3.04083E-06
-0.256,-3.03101E-06
-0.255,-3.02168E-06
-0.254,-3.01257E-06
-0.253,-3.00418E-06
-0.252,-2.99483E-06
-0.251,-2.985E-06
-0.25,-2.97469E-06
-0.249,-2.96485E-06
-0.248,-2.95521E-06
-0.247,-2.94641E-06
-0.246,-2.93633E-06
-0.245,-2.92742E-06
-0.244,-2.91777E-06
-0.243,-2.9087E-06
-0.242,-2.89875E-06
-0.241,-2.88924E-06
-0.24,-2.88013E-06
-0.239,-2.87042E-06
-0.238,-2.86109E-06
-0.237,-2.85147E-06
-0.236,-2.84191E-06
-0.235,-2.83317E-06
-0.234,-2.8235E-06
-0.233,-2.81412E-06
-0.232,-2.80493E-06
-0.231,-2.79543E-06
-0.23,-2.78586E-06
-0.229,-2.77625E-06
-0.228,-2.7665E-06
-0.227,-2.75678E-06
-0.226,-2.74824E-06
-0.225,-2.73781E-06
-0.224,-2.72838E-06
-0.223,-2.71847E-06
-0.222,-2.70883E-06
-0.221,-2.69907E-06
-0.22,-2.68921E-06
-0.219,-2.67888E-06
-0.218,-2.66896E-06
-0.217,-2.6599E-06
-0.216,-2.65071E-06
-0.215,-2.64104E-06
-0.214,-2.63097E-06
-0.213,-2.62127E-06
-0.212,-2.61136E-06
-0.211,-2.60147E-06
-0.21,-2.59196E-06
-0.209,-2.58186E-06
-0.208,-2.57193E-06
-0.207,-2.56224E-06
-0.206,-2.55317E-06
-0.205,-2.54312E-06
-0.204,-2.53269E-06
-0.203,-2.52271E-06
-0.202,-2.51268E-06
-0.201,-2.50282E-06
-0.2,-2.4933E-06
-0.199,-2.48264E-06
-0.198,-2.47303E-06
-0.197,-2.46325E-06
-0.196,-2.45289E-06
-0.195,-2.44298E-06
-0.194,-2.43288E-06
-0.193,-2.42267E-06
-0.192,-2.41326E-06
-0.191,-2.40334E-06
-0.19,-2.39277E-06
-0.189,-2.38293E-06
-0.188,-2.37271E-06
-0.187,-2.36309E-06
-0.186,-2.35318E-06
-0.185,-2.34289E-06
-0.184,-2.33326E-06
-0.183,-2.32309E-06
-0.182,-2.31236E-06
-0.181,-2.30259E-06
-0.18,-2.29223E-06
-0.179,-2.2826E-06
-0.178,-2.27252E-06
-0.177,-2.26245E-06
-0.176,-2.25274E-06
-0.175,-2.24243E-06
-0.174,-2.23226E-06
-0.173,-2.22195E-06
-0.172,-2.21158E-06
-0.171,-2.20167E-06
-0.17,-2.19121E-06
-0.169,-2.18071E-06
-0.168,-2.17099E-06
-0.167,-2.16069E-06
-0.166,-2.15041E-06
-0.165,-2.14005E-06
-0.164,-2.12936E-06
-0.163,-2.11856E-06
-0.162,-2.10887E-06
-0.161,-2.09822E-06
-0.16,-2.08779E-06
-0.159,-2.07729E-06
-0.158,-2.06666E-06
-0.157,-2.05581E-06
-0.156,-2.0455E-06
-0.155,-2.0348E-06
-0.154,-2.02471E-06
-0.153,-2.01472E-06
-0.152,-2.00398E-06
-0.151,-1.99315E-06
-0.15,-1.98308E-06
-0.149,-1.97212E-06
-0.148,-1.96143E-06
-0.147,-1.95118E-06
-0.146,-1.94021E-06
-0.145,-1.92917E-06
-0.144,-1.91854E-06
-0.143,-1.90836E-06
-0.142,-1.89746E-06
-0.141,-1.88638E-06
-0.14,-1.87553E-06
-0.139,-1.86497E-06
-0.138,-1.85375E-06
-0.137,-1.84325E-06
-0.136,-1.83223E-06
-0.135,-1.82119E-06
-0.134,-1.81042E-06
-0.133,-1.80011E-06
-0.132,-1.78883E-06
-0.131,-1.7779E-06
-0.13,-1.76664E-06
-0.129,-1.75552E-06
-0.128,-1.74472E-06
-0.127,-1.73378E-06
-0.126,-1.72296E-06
-0.125,-1.71155E-06
-0.124,-1.70073E-06
-0.123,-1.6897E-06
-0.122,-1.67853E-06
-0.121,-1.66731E-06
-0.12,-1.65619E-06
-0.119,-1.64498E-06
-0.118,-1.63359E-06
-0.117,-1.62216E-06
-0.116,-1.61057E-06
-0.115,-1.59956E-06
-0.114,-1.58822E-06
-0.113,-1.57696E-06
-0.112,-1.56559E-06
-0.111,-1.55429E-06
-0.11,-1.54299E-06
-0.109,-1.53148E-06
-0.108,-1.52004E-06
-0.107,-1.50838E-06
-0.106,-1.49699E-06
-0.105,-1.48494E-06
-0.104,-1.47354E-06
-0.103,-1.46191E-06
-0.102,-1.45047E-06
-0.101,-1.43888E-06
-0.1,-1.42722E-06
-0.099,-1.41577E-06
-0.098,-1.40382E-06
-0.097,-1.39236E-06
-0.096,-1.38046E-06
-0.095,-1.36865E-06
-0.094,-1.35668E-06
-0.093,-1.34482E-06
-0.092,-1.33258E-06
-0.091,-1.32087E-06
-0.09,-1.30862E-06
-0.089,-1.29629E-06
-0.088,-1.28434E-06
-0.087,-1.27208E-06
-0.086,-1.25961E-06
-0.085,-1.2476E-06
-0.084,-1.23535E-06
-0.083,-1.2232E-06
-0.082,-1.2111E-06
-0.081,-1.19891E-06
-0.08,-1.18613E-06
-0.079,-1.17402E-06
-0.078,-1.1614E-06
-0.077,-1.14909E-06
-0.076,-1.13669E-06
-0.075,-1.12387E-06
-0.074,-1.11129E-06
-0.073,-1.09852E-06
-0.072,-1.08602E-06
-0.071,-1.07312E-06
-0.07,-1.06023E-06
-0.069,-1.04744E-06
-0.068,-1.03405E-06
-0.067,-1.0214E-06
-0.066,-1.007728E-06
-0.065,-9.94983E-07
-0.064,-9.81918E-07
-0.063,-9.68546E-07
-0.062,-9.55443E-07
-0.061,-9.42379E-07
-0.06,-9.29251E-07
-0.059,-9.1579E-07
-0.058,-9.02439E-07
-0.057,-8.88953E-07
-0.056,-8.75386E-07
-0.055,-8.61786E-07
-0.054,-8.4819E-07
-0.053,-8.34338E-07
-0.052,-8.20564E-07
-0.051,-8.06908E-07
-0.05,-7.93149E-07
-0.049,-7.79064E-07
-0.048,-7.65247E-07
-0.047,-7.51253E-07
-0.046,-7.36982E-07
-0.045,-7.2286E-07
-0.044,-7.08565E-07
-0.043,-6.94343E-07
-0.042,-6.80141E-07
-0.041,-6.6575E-07
-0.04,-6.51384E-07
-0.039,-6.36865E-07
-0.038,-6.22148E-07
-0.037,-6.07356E-07
-0.036,-5.92513E-07
-0.035,-5.77969E-07
-0.034,-5.63112E-07
-0.033,-5.48108E-07
-0.032,-5.33041E-07
-0.031,-5.17933E-07
-0.03,-5.02602E-07
-0.029,-4.87268E-07
-0.028,-4.71813E-07
-0.027,-4.56354E-07
-0.026,-4.40758E-07
-0.025,-4.25016E-07
-0.024,-4.09151E-07
-0.023,-3.93236E-07
-0.022,-3.77582E-07
-0.021,-3.61512E-07
-0.02,-3.45386E-07
-0.019,-3.29186E-07
-0.018,-3.12858E-07
-0.017,-2.96448E-07
-0.016,-2.79958E-07
-0.015,-2.63264E-07
-0.014,-2.46631E-07
-0.013,-2.29756E-07
-0.012,-2.12844E-07
-0.011,-1.95736E-07
-0.01,-1.78562E-07
-0.009,-1.61625E-07
-0.008,-1.44198E-07
-0.007,-1.26702E-07
-0.006,-1.09093E-07
-0.005,-9.13228E-08
-0.004,-7.34875E-08
-0.003,-5.54866E-08
-0.002,-3.73709E-08
-0.001,-1.91052E-08
0,-6.8289E-10
0.001,1.77768E-08
0.002,3.60554E-08
0.003,5.48625E-08
0.004,7.37784E-08
0.005,9.28463E-08
0.006,1.120549E-07
0.007,1.31429E-07
0.008,1.50933E-07
0.009,1.70194E-07
0.01,1.90064E-07
0.011,2.09981E-07
0.012,2.30176E-07
0.013,2.5041E-07
0.014,2.70842E-07
0.015,2.91073E-07
0.016,3.1179E-07
0.017,3.32839E-07
0.018,3.53903E-07
0.019,3.75194E-07
0.02,3.96574E-07
0.021,4.1809E-07
0.022,4.395E-07
0.023,4.61438E-07
0.024,4.83739E-07
0.025,5.06223E-07
0.026,5.28879E-07
0.027,5.51652E-07
0.028,5.74621E-07
0.029,5.97405E-07
0.03,6.20753E-07
0.031,6.44309E-07
0.032,6.68149E-07
0.033,6.92242E-07
0.034,7.16509E-07
0.035,7.40523E-07
0.036,7.65351E-07
0.037,7.90295E-07
0.038,8.15579E-07
0.039,8.4093E-07
0.04,8.66491E-07
0.041,8.92263E-07
0.042,9.17912E-07
0.043,9.44104E-07
0.044,9.70963E-07
0.045,9.97705E-07
0.046,1.025095E-06
0.047,1.052914E-06
0.048,1.080208E-06
0.049,1.108381E-06
0.05,1.136794E-06
0.051,1.16456E-06
0.052,1.19344E-06
0.053,1.2228E-06
0.054,1.25258E-06
0.055,1.2819E-06
0.056,1.31181E-06
0.057,1.34226E-06
0.058,1.3728E-06
0.059,1.40401E-06
0.06,1.43522E-06
0.061,1.46735E-06
0.062,1.49888E-06
0.063,1.53106E-06
0.064,1.564E-06
0.065,1.59743E-06
0.066,1.63088E-06
0.067,1.66458E-06
0.068,1.69857E-06
0.069,1.73321E-06
0.07,1.76833E-06
0.071,1.80364E-06
0.072,1.83965E-06
0.073,1.87585E-06
0.074,1.91251E-06
0.075,1.94873E-06
0.076,1.98619E-06
0.077,2.02435E-06
0.078,2.06275E-06
0.079,2.10127E-06
0.08,2.14031E-06
0.081,2.17968E-06
0.082,2.2198E-06
0.083,2.26033E-06
0.084,2.30138E-06
0.085,2.34319E-06
0.086,2.38564E-06
0.087,2.42782E-06
0.088,2.47086E-06
0.089,2.51442E-06
0.09,2.55848E-06
0.091,2.6034E-06
0.092,2.64819E-06
0.093,2.69424E-06
0.094,2.74024E-06
0.095,2.78754E-06
0.096,2.83372E-06
0.097,2.88178E-06
0.098,2.93115E-06
0.099,2.98031E-06
0.1,3.0299E-06
0.101,3.08042E-06
0.102,3.13114E-06
0.103,3.18289E-06
0.104,3.2357E-06
0.105,3.28803E-06
0.106,3.3415E-06
0.107,3.39574E-06
0.108,3.4506E-06
0.109,3.50647E-06
0.11,3.56263E-06
0.111,3.62E-06
0.112,3.6778E-06
0.113,3.73608E-06
0.114,3.79489E-06
0.115,3.85561E-06
0.116,3.91688E-06
0.117,3.97915E-06
0.118,4.04159E-06
0.119,4.10449E-06
0.12,4.16746E-06
0.121,4.23261E-06
0.122,4.29845E-06
0.123,4.366E-06
0.124,4.43297E-06
0.125,4.50111E-06
0.126,4.57001E-06
0.127,4.6412E-06
0.128,4.71219E-06
0.129,4.78424E-06
0.13,4.8563E-06
0.131,4.93045E-06
0.132,5.00658E-06
0.133,5.08108E-06
0.134,5.15762E-06
0.135,5.23534E-06
0.136,5.31522E-06
0.137,5.39454E-06
0.138,5.47532E-06
0.139,5.55723E-06
0.14,5.64118E-06
0.141,5.72561E-06
0.142,5.81175E-06
0.143,5.89902E-06
0.144,5.98624E-06
0.145,6.07209E-06
0.146,6.16225E-06
0.147,6.25434E-06
0.148,6.34653E-06
0.149,6.44184E-06
0.15,6.53765E-06
0.151,6.63389E-06
0.152,6.73199E-06
0.153,6.83039E-06
0.154,6.93029E-06
0.155,7.03151E-06
0.156,7.13482E-06
0.157,7.23912E-06
0.158,7.34181E-06
0.159,7.44885E-06
0.16,7.55728E-06
0.161,7.66699E-06
0.162,7.77779E-06
0.163,7.89049E-06
0.164,8.00531E-06
0.165,8.11933E-06
0.166,8.23664E-06
0.167,8.35535E-06
0.168,8.47604E-06
0.169,8.59771E-06
0.17,8.72227E-06
0.171,8.84389E-06
0.172,8.97026E-06
0.173,9.10007E-06
0.174,9.23068E-06
0.175,9.36323E-06
0.176,9.49793E-06
0.177,9.63268E-06
0.178,9.7664E-06
0.179,9.90475E-06
0.18,1.004539E-05
0.181,1.018763E-05
0.182,1.033287E-05
0.183,1.047963E-05
0.184,1.06278E-05
0.185,1.077659E-05
0.186,1.092789E-05
0.187,1.108221E-05
0.188,1.123855E-05
0.189,1.1398E-05
0.19,1.15604E-05
0.191,1.17227E-05
0.192,1.18841E-05
0.193,1.20509E-05
0.194,1.22215E-05
0.195,1.239E-05
0.196,1.25651E-05
0.197,1.27373E-05
0.198,1.29165E-05
0.199,1.30926E-05
0.2,1.32747E-05
0.201,1.34569E-05
0.202,1.36472E-05
0.203,1.38358E-05
0.204,1.4024E-05
0.205,1.42155E-05
0.206,1.44132E-05
0.207,1.46104E-05
0.208,1.48117E-05
0.209,1.50175E-05
0.21,1.5224E-05
0.211,1.54338E-05
0.212,1.56418E-05
0.213,1.58557E-05
0.214,1.60759E-05
0.215,1.62964E-05
0.216,1.65194E-05
0.217,1.67455E-05
0.218,1.69735E-05
0.219,1.71982E-05
0.22,1.74325E-05
0.221,1.76703E-05
0.222,1.79089E-05
0.223,1.81498E-05
0.224,1.8395E-05
0.225,1.86427E-05
0.226,1.88896E-05
0.227,1.91431E-05
0.228,1.94023E-05
0.229,1.96648E-05
0.23,1.99322E-05
0.231,2.02007E-05
0.232,2.04722E-05
0.233,2.07408E-05
0.234,2.1019E-05
0.235,2.12993E-05
0.236,2.15845E-05
0.237,2.18726E-05
0.238,2.21629E-05
0.239,2.2457E-05
0.24,2.27545E-05
0.241,2.30515E-05
0.242,2.33566E-05
0.243,2.36635E-05
0.244,2.39803E-05
0.245,2.42952E-05
0.246,2.4615E-05
0.247,2.49412E-05
0.248,2.52711E-05
0.249,2.56018E-05
0.25,2.59389E-05
0.251,2.62829E-05
0.252,2.66269E-05
0.253,2.69666E-05
0.254,2.73245E-05
0.255,2.76813E-05
0.256,2.80419E-05
0.257,2.84051E-05
0.258,2.87775E-05
0.259,2.91546E-05
0.26,2.9531E-05
0.261,2.99167E-05
0.262,3.03065E-05
0.263,3.07013E-05
0.264,3.10976E-05
0.265,3.14996E-05
0.266,3.18964E-05
0.267,3.2312E-05
0.268,3.27322E-05
0.269,3.3153E-05
0.27,3.35786E-05
0.271,3.40122E-05
0.272,3.445E-05
0.273,3.48966E-05
0.274,3.53451E-05
0.275,3.57969E-05
0.276,3.62593E-05
0.277,3.67259E-05
0.278,3.71807E-05
0.279,3.76602E-05
0.28,3.81433E-05
0.281,3.8629E-05
0.282,3.91182E-05
0.283,3.9617E-05
0.284,4.01227E-05
0.285,4.06346E-05
0.286,4.11492E-05
0.287,4.16761E-05
0.288,4.22057E-05
0.289,4.27421E-05
0.29,4.32698E-05
0.291,4.38197E-05
0.292,4.43718E-05
0.293,4.4932E-05
0.294,4.55038E-05
0.295,4.6077E-05
0.296,4.66584E-05
0.297,4.72521E-05
0.298,4.7848E-05
0.299,4.8454E-05
0.3,4.90641E-05
0.3,4.90695E-05
0.299,4.84649E-05
0.298,4.78572E-05
0.297,4.72664E-05
0.296,4.66795E-05
0.295,4.60967E-05
0.294,4.55228E-05
0.293,4.49515E-05
0.292,4.43895E-05
0.291,4.38318E-05
0.29,4.32842E-05
0.289,4.27446E-05
0.288,4.2208E-05
0.287,4.16781E-05
0.286,4.11614E-05
0.285,4.06446E-05
0.284,4.01291E-05
0.283,3.96216E-05
0.282,3.91227E-05
0.281,3.86286E-05
0.28,3.81397E-05
0.279,3.76618E-05
0.278,3.71832E-05
0.277,3.67185E-05
0.276,3.62606E-05
0.275,3.58061E-05
0.274,3.53539E-05
0.273,3.49082E-05
0.272,3.44609E-05
0.271,3.40264E-05
0.27,3.35927E-05
0.269,3.31604E-05
0.268,3.27356E-05
0.267,3.23219E-05
0.266,3.1907E-05
0.265,3.15049E-05
0.264,3.11025E-05
0.263,3.06995E-05
0.262,3.03082E-05
0.261,2.99227E-05
0.26,2.95415E-05
0.259,2.91581E-05
0.258,2.87821E-05
0.257,2.84131E-05
0.256,2.80446E-05
0.255,2.7682E-05
0.254,2.7325E-05
0.253,2.69718E-05
0.252,2.66311E-05
0.251,2.62828E-05
0.25,2.59449E-05
0.249,2.56086E-05
0.248,2.52747E-05
0.247,2.4944E-05
0.246,2.46198E-05
0.245,2.42978E-05
0.244,2.39815E-05
0.243,2.36697E-05
0.242,2.33595E-05
0.241,2.30536E-05
0.24,2.27554E-05
0.239,2.24556E-05
0.238,2.21606E-05
0.237,2.18688E-05
0.236,2.15784E-05
0.235,2.12966E-05
0.234,2.10132E-05
0.233,2.07345E-05
0.232,2.0464E-05
0.231,2.01939E-05
0.23,1.99263E-05
0.229,1.96629E-05
0.228,1.9402E-05
0.227,1.91424E-05
0.226,1.88875E-05
0.225,1.86406E-05
0.224,1.83898E-05
0.223,1.81424E-05
0.222,1.78997E-05
0.221,1.76603E-05
0.22,1.74243E-05
0.219,1.71908E-05
0.218,1.6963E-05
0.217,1.67373E-05
