Setup title,"I/V dark_-0.2 to 0.2V"
-0.027,-4.56103E-07
-0.026,-4.40542E-07
-0.025,-4.24879E-07
-0.024,-4.0903E-07
-0.023,-3.93289E-07
-0.022,-3.7756E-07
-0.021,-3.61582E-07
-0.02,-3.45475E-07
-0.019,-3.2925E-07
-0.018,-3.12991E-07
-0.017,-2.96533E-07
-0.016,-2.79941E-07
-0.015,-2.63324E-07
-0.014,-2.46553E-07
-0.013,-2.2971E-07
-0.012,-2.12745E-07
-0.011,-1.95663E-07
-0.01,-1.78457E-07
-0.009,-1.61516E-07
-0.008,-1.44103E-07
-0.007,-1.26549E-07
-0.006,-1.08902E-07
-0.005,-9.109E-08
-0.004,-7.32765E-08
-0.003,-5.53071E-08
-0.002,-3.71428E-08
-0.001,-1.88952E-08
0,-4.9856E-10
0.001,1.79733E-08
0.002,3.62474E-08
0.003,5.50614E-08
0.004,7.40078E-08
0.005,9.30809E-08
0.006,1.123199E-07
0.007,1.31741E-07
0.008,1.51257E-07
0.009,1.70559E-07
0.01,1.90405E-07
0.011,2.10336E-07
0.012,2.30514E-07
0.013,2.50798E-07
0.014,2.71275E-07
0.015,2.91463E-07
0.016,3.12223E-07
0.017,3.33289E-07
0.018,3.54399E-07
0.019,3.75661E-07
0.02,3.97138E-07
0.021,4.18859E-07
0.022,4.40276E-07
0.023,4.62265E-07
0.024,4.8445E-07
0.025,5.06861E-07
0.026,5.29481E-07
0.027,5.52197E-07
0.028,5.7527E-07
0.029,5.98052E-07
0.03,6.21381E-07
0.031,6.45076E-07
0.032,6.69015E-07
0.033,6.9322E-07
0.034,7.17538E-07
0.035,7.41674E-07
0.036,7.66351E-07
0.037,7.91272E-07
0.038,8.16423E-07
0.039,8.41752E-07
0.04,8.67383E-07
0.041,8.93389E-07
0.042,9.19096E-07
0.043,9.45396E-07
0.044,9.72211E-07
0.045,9.99086E-07
0.046,1.026588E-06
0.047,1.054038E-06
0.048,1.081319E-06
0.049,1.109407E-06
0.05,1.137672E-06
0.051,1.16569E-06
0.052,1.19433E-06
0.053,1.22357E-06
0.054,1.25325E-06
0.055,1.28255E-06
0.056,1.31266E-06
0.057,1.34333E-06
0.058,1.37401E-06
0.059,1.40519E-06
0.06,1.43679E-06
0.061,1.46873E-06
0.062,1.50021E-06
0.063,1.5325E-06
0.064,1.56539E-06
0.065,1.599E-06
0.066,1.63265E-06
0.067,1.66655E-06
0.068,1.7E-06
0.069,1.73502E-06
0.07,1.77015E-06
0.071,1.80555E-06
0.072,1.84197E-06
0.073,1.87803E-06
0.074,1.91486E-06
0.075,1.95131E-06
0.076,1.98845E-06
0.077,2.02622E-06
0.078,2.0649E-06
0.079,2.10372E-06
0.08,2.14256E-06
0.081,2.18299E-06
0.082,2.22284E-06
0.083,2.26269E-06
0.084,2.304E-06
0.085,2.34558E-06
0.086,2.38759E-06
0.087,2.43022E-06
0.088,2.47315E-06
0.089,2.51644E-06
0.09,2.56065E-06
0.091,2.60565E-06
0.092,2.65084E-06
0.093,2.69664E-06
0.094,2.74285E-06
0.095,2.79013E-06
0.096,2.83649E-06
0.097,2.88427E-06
0.098,2.93309E-06
0.099,2.98271E-06
0.1,3.03139E-06
0.101,3.08232E-06
0.102,3.13323E-06
0.103,3.18512E-06
0.104,3.23777E-06
0.105,3.29097E-06
0.106,3.34382E-06
0.107,3.3988E-06
0.108,3.45283E-06
0.109,3.50793E-06
0.11,3.56429E-06
0.111,3.6231E-06
0.112,3.6809E-06
0.113,3.73902E-06
0.114,3.79807E-06
0.115,3.85845E-06
0.116,3.91931E-06
0.117,3.98115E-06
0.118,4.04375E-06
0.119,4.10525E-06
0.12,4.1684E-06
0.121,4.23353E-06
0.122,4.29918E-06
0.123,4.36585E-06
0.124,4.43283E-06
0.125,4.50048E-06
0.126,4.57011E-06
0.127,4.64039E-06
0.128,4.71145E-06
0.129,4.78342E-06
0.13,4.8574E-06
0.131,4.93042E-06
0.132,5.00476E-06
0.133,5.07956E-06
0.134,5.1572E-06
0.135,5.23506E-06
0.136,5.3142E-06
0.137,5.39296E-06
0.138,5.47327E-06
0.139,5.55478E-06
0.14,5.63833E-06
0.141,5.72206E-06
0.142,5.80724E-06
0.143,5.89381E-06
0.144,5.98149E-06
0.145,6.06758E-06
0.146,6.15833E-06
0.147,6.24913E-06
0.148,6.34113E-06
0.149,6.43407E-06
0.15,6.52779E-06
0.151,6.62243E-06
0.152,6.72075E-06
0.153,6.81843E-06
0.154,6.91819E-06
0.155,7.01936E-06
0.156,7.12097E-06
0.157,7.22449E-06
0.158,7.32804E-06
0.159,7.43479E-06
0.16,7.54251E-06
0.161,7.65169E-06
0.162,7.76241E-06
0.163,7.8751E-06
0.164,7.98815E-06
0.165,8.10066E-06
0.166,8.21651E-06
0.167,8.33534E-06
0.168,8.45532E-06
0.169,8.57577E-06
0.17,8.69773E-06
0.171,8.81951E-06
0.172,8.94508E-06
0.173,9.07272E-06
0.174,9.20124E-06
0.175,9.33251E-06
0.176,9.46431E-06
0.177,9.5998E-06
0.178,9.73246E-06
0.179,9.87071E-06
0.18,1.001022E-05
0.181,1.015388E-05
0.182,1.029711E-05
0.183,1.044189E-05
0.184,1.058791E-05
0.185,1.073455E-05
0.186,1.088365E-05
0.187,1.103501E-05
0.188,1.118817E-05
0.189,1.134425E-05
0.19,1.15073E-05
0.191,1.16664E-05
0.192,1.1826E-05
0.193,1.1991E-05
0.194,1.21581E-05
0.195,1.23272E-05
0.196,1.24975E-05
0.197,1.26702E-05
0.198,1.28461E-05
0.199,1.30192E-05
0.2,1.31982E-05
0.2,1.31992E-05
0.199,1.30181E-05
0.198,1.28438E-05
0.197,1.26681E-05
0.196,1.24964E-05
0.195,1.23242E-05
0.194,1.21557E-05
0.193,1.19905E-05
0.192,1.18236E-05
0.191,1.16643E-05
0.19,1.15052E-05
0.189,1.13463E-05
0.188,1.11896E-05
0.187,1.10339E-05
0.186,1.08812E-05
0.185,1.073E-05
0.184,1.05839E-05
0.183,1.04353E-05
0.182,1.02901E-05
0.181,1.01469E-05
0.18,1.00048E-05
0.179,9.86465E-06
0.178,9.72677E-06
0.177,9.5936E-06
0.176,9.457E-06
0.175,9.32409E-06
0.174,9.19246E-06
0.173,9.06395E-06
0.172,8.93639E-06
0.171,8.80854E-06
0.17,8.68765E-06
0.169,8.56397E-06
0.168,8.44301E-06
0.167,8.32088E-06
0.166,8.20443E-06
0.165,8.08895E-06
0.164,7.97582E-06
0.163,7.86252E-06
0.162,7.74912E-06
0.161,7.63899E-06
0.16,7.52958E-06
0.159,7.42208E-06
0.158,7.31582E-06
0.157,7.2133E-06
0.156,7.10879E-06
0.155,7.0076E-06
0.154,6.90631E-06
0.153,6.80642E-06
0.152,6.70839E-06
0.151,6.61126E-06
0.15,6.51487E-06
0.149,6.42105E-06
0.148,6.32692E-06
0.147,6.23507E-06
0.146,6.14474E-06
0.145,6.05493E-06
0.144,5.96856E-06
0.143,5.88139E-06
0.142,5.79526E-06
0.141,5.70986E-06
0.14,5.62571E-06
0.139,5.54274E-06
0.138,5.46091E-06
0.137,5.38082E-06
0.136,5.30098E-06
0.135,5.2223E-06
0.134,5.14514E-06
0.133,5.06826E-06
0.132,4.99383E-06
0.131,4.91907E-06
0.13,4.84621E-06
0.129,4.77284E-06
0.128,4.70177E-06
0.127,4.63078E-06
0.126,4.56067E-06
0.125,4.49138E-06
0.124,4.42269E-06
0.123,4.35572E-06
0.122,4.29002E-06
0.121,4.22429E-06
0.12,4.15971E-06
0.119,4.09709E-06
0.118,4.03479E-06
0.117,3.97161E-06
0.116,3.91079E-06
0.115,3.84977E-06
0.114,3.78913E-06
0.113,3.72925E-06
0.112,3.67077E-06
0.111,3.61304E-06
0.11,3.55592E-06
0.109,3.50021E-06
0.108,3.44466E-06
0.107,3.39098E-06
0.106,3.33662E-06
0.105,3.28372E-06
0.104,3.23005E-06
0.103,3.17787E-06
0.102,3.1264E-06
0.101,3.07606E-06
0.1,3.02651E-06
0.099,2.97707E-06
0.098,2.92749E-06
0.097,2.87906E-06
0.096,2.83112E-06
0.095,2.78462E-06
0.094,2.73772E-06
0.093,2.69116E-06
0.092,2.64562E-06
0.091,2.5998E-06
0.09,2.55558E-06
0.089,2.51211E-06
0.088,2.46825E-06
0.087,2.42533E-06
0.086,2.38241E-06
0.085,2.3411E-06
0.084,2.29947E-06
0.083,2.25812E-06
0.082,2.21806E-06
0.081,2.17793E-06
0.08,2.13862E-06
0.079,2.09919E-06
0.078,2.06094E-06
0.077,2.02269E-06
0.076,1.98481E-06
0.075,1.9471E-06
0.074,1.91047E-06
0.073,1.87391E-06
0.072,1.83794E-06
0.071,1.80203E-06
0.07,1.76633E-06
0.069,1.73128E-06
0.068,1.69687E-06
0.067,1.66311E-06
0.066,1.62895E-06
0.065,1.5957E-06
0.064,1.56284E-06
0.063,1.52981E-06
0.062,1.49754E-06
0.061,1.46593E-06
0.06,1.43426E-06
0.059,1.40309E-06
0.058,1.37198E-06
0.057,1.34135E-06
0.056,1.31057E-06
0.055,1.28065E-06
0.054,1.25141E-06
0.053,1.22186E-06
0.052,1.19275E-06
0.051,1.16388E-06
0.05,1.13541E-06
0.049,1.10696E-06
0.048,1.07907E-06
0.047,1.05182E-06
0.046,1.02427E-06
0.045,9.9783E-07
0.044,9.70887E-07
0.043,9.44316E-07
0.042,9.17943E-07
0.041,8.92242E-07
0.04,8.66293E-07
0.039,8.40576E-07
0.038,8.15344E-07
0.037,7.89982E-07
0.036,7.64822E-07
0.035,7.40119E-07
0.034,7.16135E-07
0.033,6.9208E-07
0.032,6.67924E-07
0.031,6.44249E-07
0.03,6.20711E-07
0.029,5.97235E-07
0.028,5.74494E-07
0.027,5.51555E-07
0.026,5.28818E-07
0.025,5.06286E-07
0.024,4.83952E-07
0.023,4.61668E-07
0.022,4.39837E-07
0.021,4.1842E-07
0.02,3.96821E-07
0.019,3.75445E-07
0.018,3.54101E-07
0.017,3.32962E-07
0.016,3.11987E-07
0.015,2.91183E-07
0.014,2.71006E-07
0.013,2.5059E-07
0.012,2.30383E-07
0.011,2.10188E-07
0.01,1.90245E-07
0.009,1.70441E-07
0.008,1.51139E-07
0.007,1.31596E-07
0.006,1.12214E-07
0.005,9.3005E-08
0.004,7.39384E-08
0.003,5.49982E-08
0.002,3.62058E-08
0.001,1.79357E-08
0,-5.853E-10
-0.001,-1.89572E-08
-0.002,-3.71691E-08
-0.003,-5.53161E-08
-0.004,-7.33176E-08
-0.005,-9.11697E-08
-0.006,-1.089244E-07
-0.007,-1.26503E-07
-0.008,-1.44076E-07
-0.009,-1.61419E-07
-0.01,-1.7835E-07
-0.011,-1.95502E-07
-0.012,-2.12557E-07
-0.013,-2.29505E-07
-0.014,-2.4635E-07
-0.015,-2.63049E-07
-0.016,-2.79709E-07
-0.017,-2.96264E-07
-0.018,-3.12692E-07
-0.019,-3.28952E-07
-0.02,-3.45197E-07
-0.021,-3.61359E-07
-0.022,-3.77355E-07
-0.023,-3.93067E-07
-0.024,-4.08809E-07
-0.025,-4.24614E-07
-0.026,-4.40322E-07
-0.027,-4.55938E-07
-0.028,-4.71324E-07
-0.029,-4.86707E-07
-0.03,-5.02178E-07
-0.031,-5.17308E-07
-0.032,-5.32563E-07
-0.033,-5.47657E-07
-0.034,-5.6255E-07
-0.035,-5.77442E-07
-0.036,-5.92041E-07
-0.037,-6.06844E-07
-0.038,-6.21696E-07
-0.039,-6.36467E-07
-0.04,-6.50873E-07
-0.041,-6.65151E-07
-0.042,-6.79567E-07
-0.043,-6.9407E-07
-0.044,-7.08379E-07
-0.045,-7.22526E-07
-0.046,-7.36799E-07
-0.047,-7.50735E-07
-0.048,-7.64782E-07
-0.049,-7.78306E-07
-0.05,-7.92356E-07
-0.051,-8.06138E-07
-0.052,-8.19735E-07
-0.053,-8.33551E-07
-0.054,-8.47167E-07
-0.055,-8.60838E-07
-0.056,-8.74494E-07
-0.057,-8.87856E-07
-0.058,-9.01373E-07
-0.059,-9.14591E-07
-0.06,-9.28122E-07
-0.061,-9.41607E-07
-0.062,-9.54332E-07
-0.063,-9.6751E-07
-0.064,-9.80388E-07
-0.065,-9.93744E-07
-0.066,-1.006895E-06
-0.067,-1.019914E-06
-0.068,-1.032865E-06
-0.069,-1.045514E-06
-0.07,-1.058455E-06
-0.071,-1.071105E-06
-0.072,-1.083942E-06
-0.073,-1.096407E-06
-0.074,-1.109315E-06
-0.075,-1.121471E-06
-0.076,-1.133956E-06
-0.077,-1.14695E-06
-0.078,-1.15942E-06
-0.079,-1.17172E-06
-0.08,-1.18417E-06
-0.081,-1.19661E-06
-0.082,-1.20902E-06
-0.083,-1.22115E-06
-0.084,-1.23342E-06
-0.085,-1.24553E-06
-0.086,-1.25766E-06
-0.087,-1.27013E-06
-0.088,-1.2822E-06
-0.089,-1.29414E-06
-0.09,-1.30634E-06
-0.091,-1.31817E-06
-0.092,-1.33029E-06
-0.093,-1.34223E-06
-0.094,-1.35403E-06
-0.095,-1.3661E-06
-0.096,-1.37802E-06
-0.097,-1.38991E-06
-0.098,-1.40133E-06
-0.099,-1.41281E-06
-0.1,-1.42485E-06
-0.101,-1.43628E-06
-0.102,-1.4481E-06
-0.103,-1.45944E-06
-0.104,-1.47137E-06
-0.105,-1.48262E-06
-0.106,-1.4945E-06
-0.107,-1.50604E-06
-0.108,-1.51756E-06
-0.109,-1.52875E-06
-0.11,-1.54035E-06
-0.111,-1.55201E-06
-0.112,-1.56366E-06
-0.113,-1.57489E-06
-0.114,-1.58646E-06
-0.115,-1.5978E-06
-0.116,-1.60878E-06
-0.117,-1.62017E-06
-0.118,-1.63127E-06
-0.119,-1.64231E-06
-0.12,-1.65317E-06
-0.121,-1.66386E-06
-0.122,-1.67498E-06
-0.123,-1.68622E-06
-0.124,-1.6976E-06
-0.125,-1.70821E-06
-0.126,-1.71957E-06
-0.127,-1.73094E-06
-0.128,-1.74227E-06
-0.129,-1.75309E-06
-0.13,-1.76427E-06
-0.131,-1.77521E-06
-0.132,-1.78596E-06
-0.133,-1.79685E-06
-0.134,-1.80685E-06
-0.135,-1.81821E-06
-0.136,-1.82877E-06
-0.137,-1.83947E-06
-0.138,-1.85036E-06
-0.139,-1.86122E-06
-0.14,-1.87184E-06
-0.141,-1.88214E-06
-0.142,-1.89349E-06
-0.143,-1.90422E-06
-0.144,-1.91486E-06
-0.145,-1.92537E-06
-0.146,-1.93581E-06
-0.147,-1.9467E-06
-0.148,-1.95715E-06
-0.149,-1.96787E-06
-0.15,-1.97765E-06
-0.151,-1.98837E-06
-0.152,-1.99887E-06
-0.153,-2.00912E-06
-0.154,-2.01945E-06
-0.155,-2.02981E-06
-0.156,-2.04036E-06
-0.157,-2.05114E-06
-0.158,-2.06141E-06
-0.159,-2.07202E-06
-0.16,-2.08276E-06
-0.161,-2.09311E-06
-0.162,-2.10344E-06
-0.163,-2.11332E-06
-0.164,-2.12346E-06
-0.165,-2.13374E-06
-0.166,-2.14368E-06
-0.167,-2.15393E-06
-0.168,-2.16486E-06
-0.169,-2.17536E-06
-0.17,-2.18572E-06
-0.171,-2.19542E-06
-0.172,-2.20558E-06
-0.173,-2.2154E-06
-0.174,-2.2255E-06
-0.175,-2.23527E-06
-0.176,-2.24565E-06
-0.177,-2.25553E-06
-0.178,-2.26531E-06
-0.179,-2.27564E-06
-0.18,-2.28572E-06
-0.181,-2.29641E-06
-0.182,-2.30597E-06
-0.183,-2.31693E-06
-0.184,-2.32677E-06
-0.185,-2.33644E-06
-0.186,-2.34674E-06
-0.187,-2.35673E-06
-0.188,-2.36714E-06
-0.189,-2.37701E-06
-0.19,-2.38664E-06
-0.191,-2.39689E-06
-0.192,-2.40723E-06
-0.193,-2.41705E-06
-0.194,-2.42699E-06
-0.195,-2.43706E-06
-0.196,-2.44707E-06
-0.197,-2.45694E-06
-0.198,-2.46662E-06
-0.199,-2.4763E-06
-0.2,-2.48579E-06
