Setup title,"I/V Sweep_0_-2_light"
-0.81,-0.000200041
-0.8,-0.00020004
-0.79,-0.000200041
-0.78,-0.000200041
-0.77,-0.00020004
-0.76,-0.00020004
-0.75,-0.000200041
-0.74,-0.00020004
-0.73,-0.000200041
-0.72,-0.000200041
-0.71,-0.00020004
-0.7,-0.00020004
-0.69,-0.00020004
-0.68,-0.000200041
-0.67,-0.00020004
-0.66,-0.000200041
-0.65,-0.00020004
-0.64,-0.00020004
-0.63,-0.000200042
-0.62,-0.00020004
-0.61,-0.00020004
-0.6,-0.000200041
-0.59,-0.000200041
-0.58,-0.000200041
-0.57,-0.000200041
-0.56,-0.00020004
-0.55,-0.000200041
-0.54,-0.00020004
-0.53,-0.000200041
-0.52,-0.000200041
-0.51,-0.000200041
-0.5,-0.000200041
-0.49,-0.000200041
-0.48,-0.000200041
-0.47,-0.000200041
-0.46,-0.000200041
-0.45,-0.000200041
-0.44,-0.000200041
-0.43,-0.00020004
-0.42,-0.00020004
-0.41,-0.00020004
-0.4,-0.000200041
-0.39,-0.000200041
-0.38,-0.00020004
-0.37,-0.000200041
-0.36,-0.00020004
-0.35,-0.000200041
-0.34,-0.000200042
-0.33,-0.000197968
-0.32,-0.000186813
-0.31,-0.000173952
-0.3,-0.00016256
-0.29,-0.000151634
-0.28,-0.000143517
-0.27,-0.000131202
-0.26,-0.000121869
-0.25,-0.000110649
-0.24,-0.00010519
-0.23,-9.55027E-05
-0.22,-8.80151E-05
-0.21,-8.26068E-05
-0.2,-7.90289E-05
-0.19,-7.11895E-05
-0.18,-6.52382E-05
-0.17,-5.98362E-05
-0.16,-5.47884E-05
-0.15,-4.8614E-05
-0.14,-4.50983E-05
-0.13,-3.9969E-05
-0.12,-3.50063E-05
-0.11,-3.10866E-05
-0.1,-2.70458E-05
-0.09,-2.34535E-05
-0.08,-2.03127E-05
-0.07,-1.75438E-05
-0.06,-1.48774E-05
-0.05,-1.15998E-05
-0.04,-9.06247E-06
-0.03,-6.77123E-06
-0.02,-4.55956E-06
-0.01,-2.20298E-06
0,-1.65E-10
