Setup title,"I/V Sweep_0_-2_light"
-0.86,-0.000200041
-0.85,-0.00020004
-0.84,-0.00020004
-0.83,-0.000200041
-0.82,-0.00020004
-0.81,-0.00020004
-0.8,-0.00020004
-0.79,-0.00020004
-0.78,-0.000200041
-0.77,-0.000200041
-0.76,-0.00020004
-0.75,-0.00020004
-0.74,-0.000198654
-0.73,-0.000191449
-0.72,-0.000183752
-0.71,-0.000175416
-0.7,-0.000167752
-0.69,-0.000159792
-0.68,-0.00015273
-0.67,-0.00014653
-0.66,-0.000140465
-0.65,-0.000134763
-0.64,-0.000129158
-0.63,-0.000124073
-0.62,-0.000118248
-0.61,-0.000113072
-0.6,-0.00010874
-0.59,-0.000103889
-0.58,-9.93286E-05
-0.57,-9.526E-05
-0.56,-9.09488E-05
-0.55,-8.66961E-05
-0.54,-8.30738E-05
-0.53,-7.89795E-05
-0.52,-7.5464E-05
-0.51,-7.19431E-05
-0.5,-6.8298E-05
-0.49,-6.50972E-05
-0.48,-6.22322E-05
-0.47,-5.93327E-05
-0.46,-5.65497E-05
-0.45,-5.3742E-05
-0.44,-5.0888E-05
-0.43,-4.85668E-05
-0.42,-4.60155E-05
-0.41,-4.35192E-05
-0.4,-4.11151E-05
-0.39,-3.86182E-05
-0.38,-3.666E-05
-0.37,-3.47393E-05
-0.36,-3.28173E-05
-0.35,-3.0931E-05
-0.34,-2.91573E-05
-0.33,-2.7443E-05
-0.32,-2.58037E-05
-0.31,-2.42052E-05
-0.3,-2.27071E-05
-0.29,-2.12661E-05
-0.28,-2.00699E-05
-0.27,-1.8727E-05
-0.26,-1.74366E-05
-0.25,-1.63349E-05
-0.24,-1.51851E-05
-0.23,-1.40429E-05
-0.22,-1.29134E-05
-0.21,-1.19331E-05
-0.2,-1.09903E-05
-0.19,-1.01605E-05
-0.18,-9.35398E-06
-0.17,-8.5345E-06
-0.16,-7.76011E-06
-0.15,-7.0519E-06
-0.14,-6.38911E-06
-0.13,-5.76565E-06
-0.12,-5.17157E-06
-0.11,-4.56051E-06
-0.1,-4.0221E-06
-0.09,-3.52027E-06
-0.08,-3.05657E-06
-0.07,-2.60821E-06
-0.06,-2.18618E-06
-0.05,-1.78114E-06
-0.04,-1.40702E-06
-0.03,-1.02913E-06
-0.02,-6.77658E-07
-0.01,-3.33284E-07
0,1.7245E-09
