Setup title,"I/V Sweep_0_-2_light"
-0.89,-0.000200041
-0.88,-0.000200041
-0.87,-0.000200041
-0.86,-0.000200041
-0.85,-0.000200041
-0.84,-0.000200042
-0.83,-0.000200041
-0.82,-0.000200041
-0.81,-0.000200041
-0.8,-0.000200041
-0.79,-0.000200041
-0.78,-0.00019687
-0.77,-0.000188417
-0.76,-0.000179384
-0.75,-0.00017205
-0.74,-0.000165628
-0.73,-0.000159698
-0.72,-0.000154563
-0.71,-0.000147845
-0.7,-0.000141275
-0.69,-0.00013617
-0.68,-0.000130727
-0.67,-0.000125984
-0.66,-0.00012118
-0.65,-0.000115525
-0.64,-0.000110439
-0.63,-0.000106104
-0.62,-0.000102083
-0.61,-9.79184E-05
-0.6,-9.39299E-05
-0.59,-8.97753E-05
-0.58,-8.62149E-05
-0.57,-8.24245E-05
-0.56,-7.88653E-05
-0.55,-7.54405E-05
-0.54,-7.20853E-05
-0.53,-6.90931E-05
-0.52,-6.58268E-05
-0.51,-6.2928E-05
-0.5,-6.00445E-05
-0.49,-5.71862E-05
-0.48,-5.46213E-05
-0.47,-5.21203E-05
-0.46,-4.96131E-05
-0.45,-4.72941E-05
-0.44,-4.51968E-05
-0.43,-4.29133E-05
-0.42,-4.09526E-05
-0.41,-3.88644E-05
-0.4,-3.70132E-05
-0.39,-3.51734E-05
-0.38,-3.32683E-05
-0.37,-3.15382E-05
-0.36,-2.97906E-05
-0.35,-2.8021E-05
-0.34,-2.64542E-05
-0.33,-2.48778E-05
-0.32,-2.34136E-05
-0.31,-2.20072E-05
-0.3,-2.07507E-05
-0.29,-1.94307E-05
-0.28,-1.82559E-05
-0.27,-1.71469E-05
-0.26,-1.60613E-05
-0.25,-1.50383E-05
-0.24,-1.40345E-05
-0.23,-1.30188E-05
-0.22,-1.21264E-05
-0.21,-1.12174E-05
-0.2,-1.03138E-05
-0.19,-9.53693E-06
-0.18,-8.73482E-06
-0.17,-7.94266E-06
-0.16,-7.26582E-06
-0.15,-6.57263E-06
-0.14,-5.97839E-06
-0.13,-5.33373E-06
-0.12,-4.7495E-06
-0.11,-4.21442E-06
-0.1,-3.73225E-06
-0.09,-3.25723E-06
-0.08,-2.80486E-06
-0.07,-2.38454E-06
-0.06,-1.99877E-06
-0.05,-1.63604E-06
-0.04,-1.29257E-06
-0.03,-9.50739E-07
-0.02,-6.20565E-07
-0.01,-3.06813E-07
0,1.7921E-09
