Setup title,"I/V Sweep_0_-2_light"
-0.86,-0.000200041
-0.85,-0.000200042
-0.84,-0.000200041
-0.83,-0.000200041
-0.82,-0.000200041
-0.81,-0.000200041
-0.8,-0.000200041
-0.79,-0.000200041
-0.78,-0.000200041
-0.77,-0.000200041
-0.76,-0.000200041
-0.75,-0.000200041
-0.74,-0.000200041
-0.73,-0.000200041
-0.72,-0.000200042
-0.71,-0.000200042
-0.7,-0.000200041
-0.69,-0.000200042
-0.68,-0.000200041
-0.67,-0.000199966
-0.66,-0.00019543
-0.65,-0.000193562
-0.64,-0.000186115
-0.63,-0.0001783
-0.62,-0.000171538
-0.61,-0.000162857
-0.6,-0.000151416
-0.59,-0.000144599
-0.58,-0.000146863
-0.57,-0.000137393
-0.56,-0.00012754
-0.55,-0.000122596
-0.54,-0.00011683
-0.53,-0.000112439
-0.52,-0.000104714
-0.51,-0.000103203
-0.5,-9.72267E-05
-0.49,-9.44012E-05
-0.48,-8.84579E-05
-0.47,-8.15685E-05
-0.46,-8.09043E-05
-0.45,-7.96978E-05
-0.44,-7.44918E-05
-0.43,-7.30429E-05
-0.42,-6.68183E-05
-0.41,-6.34209E-05
-0.4,-6.11097E-05
-0.39,-5.77323E-05
-0.38,-5.41632E-05
-0.37,-5.03764E-05
-0.36,-4.69669E-05
-0.35,-4.4347E-05
-0.34,-4.25677E-05
-0.33,-4.02896E-05
-0.32,-3.6714E-05
-0.31,-3.35909E-05
-0.3,-3.23534E-05
-0.29,-3.07376E-05
-0.28,-2.80713E-05
-0.27,-2.6283E-05
-0.26,-2.49396E-05
-0.25,-2.29361E-05
-0.24,-2.10395E-05
-0.23,-1.87735E-05
-0.22,-1.74858E-05
-0.21,-1.65343E-05
-0.2,-1.51249E-05
-0.19,-1.32931E-05
-0.18,-1.27866E-05
-0.17,-1.14274E-05
-0.16,-1.0562E-05
-0.15,-9.79605E-06
-0.14,-8.9125E-06
-0.13,-7.7633E-06
-0.12,-7.02901E-06
-0.11,-6.13776E-06
-0.1,-5.44428E-06
-0.09,-4.63439E-06
-0.08,-3.91991E-06
-0.07,-3.40656E-06
-0.06,-2.77593E-06
-0.05,-2.36155E-06
-0.04,-1.90408E-06
-0.03,-1.38647E-06
-0.02,-8.97519E-07
-0.01,-4.50062E-07
0,-6.273E-10
