Setup title,"I/V Sweep_0_-2_light"
-0.88,-0.000200039
-0.87,-0.00020004
-0.86,-0.00020004
-0.85,-0.00020004
-0.84,-0.00020004
-0.83,-0.00020004
-0.82,-0.000200041
-0.81,-0.00020004
-0.8,-0.00020004
-0.79,-0.00020004
-0.78,-0.00020004
-0.77,-0.00020004
-0.76,-0.00020004
-0.75,-0.00020004
-0.74,-0.000200041
-0.73,-0.00020004
-0.72,-0.00020004
-0.71,-0.00020004
-0.7,-0.000200039
-0.69,-0.00020004
-0.68,-0.000200041
-0.67,-0.00020004
-0.66,-0.00020004
-0.65,-0.00020004
-0.64,-0.00020004
-0.63,-0.000200041
-0.62,-0.00020004
-0.61,-0.000195529
-0.6,-0.00019014
-0.59,-0.000185712
-0.58,-0.000179984
-0.57,-0.00017651
-0.56,-0.000171228
-0.55,-0.00016484
-0.54,-0.000159446
-0.53,-0.000153788
-0.52,-0.000150475
-0.51,-0.000148406
-0.5,-0.000141708
-0.49,-0.000137518
-0.48,-0.00013362
-0.47,-0.000128186
-0.46,-0.000122206
-0.45,-0.000117827
-0.44,-0.000113257
-0.43,-0.000109305
-0.42,-0.000105983
-0.41,-0.000101853
-0.4,-9.78259E-05
-0.39,-9.36032E-05
-0.38,-8.86762E-05
-0.37,-8.40924E-05
-0.36,-8.16194E-05
-0.35,-7.82385E-05
-0.34,-7.40079E-05
-0.33,-7.04788E-05
-0.32,-6.74237E-05
-0.31,-6.41071E-05
-0.3,-5.99757E-05
-0.29,-5.64652E-05
-0.28,-5.40289E-05
-0.27,-5.18369E-05
-0.26,-4.80318E-05
-0.25,-4.56875E-05
-0.24,-4.24274E-05
-0.23,-3.87511E-05
-0.22,-3.60281E-05
-0.21,-3.35197E-05
-0.2,-3.19703E-05
-0.19,-2.92916E-05
-0.18,-2.74902E-05
-0.17,-2.52966E-05
-0.16,-2.30501E-05
-0.15,-2.07089E-05
-0.14,-1.95655E-05
-0.13,-1.72885E-05
-0.12,-1.56533E-05
-0.11,-1.41125E-05
-0.1,-1.22132E-05
-0.09,-1.0746E-05
-0.08,-9.33206E-06
-0.07,-8.17665E-06
-0.06,-6.5591E-06
-0.05,-5.36769E-06
-0.04,-4.13767E-06
-0.03,-2.95676E-06
-0.02,-1.96668E-06
-0.01,-9.69382E-07
0,4.7166E-09
