Setup title,"I/V Sweep_0_2_Dark[2]"
0.41,3.0981E-05
0.4,2.98544E-05
0.39,2.87595E-05
0.38,2.78462E-05
0.37,2.67021E-05
0.36,2.57431E-05
0.35,2.48029E-05
0.34,2.36353E-05
0.33,2.28785E-05
0.32,2.16908E-05
0.31,2.0687E-05
0.3,1.97668E-05
0.29,1.89071E-05
0.28,1.8143E-05
0.27,1.73044E-05
0.26,1.63843E-05
0.25,1.54905E-05
0.24,1.46465E-05
0.23,1.37982E-05
0.22,1.30665E-05
0.21,1.23349E-05
0.2,1.15767E-05
0.19,1.08727E-05
0.18,1.01065E-05
0.17,9.46282E-06
0.16,8.78288E-06
0.15,8.08847E-06
0.14,7.47293E-06
0.13,6.85531E-06
0.12,6.27429E-06
0.11,5.72024E-06
0.1,5.12734E-06
0.09,4.59838E-06
0.08,4.07784E-06
0.07,3.52876E-06
0.06,2.99191E-06
0.05,2.47549E-06
0.04,1.97502E-06
0.03,1.48921E-06
0.02,1.00122E-06
0.01,4.96132E-07
0,2.2674E-09
