Setup title,"I/V Sweep_0_-2_Dark[2]"
-0.89,-0.000158887
-0.88,-0.000155791
-0.87,-0.00015238
-0.86,-0.000149582
-0.85,-0.000146255
-0.84,-0.000142796
-0.83,-0.000140058
-0.82,-0.000137052
-0.81,-0.000134149
-0.8,-0.000131359
-0.79,-0.000128252
-0.78,-0.000125654
-0.77,-0.00012313
-0.76,-0.000120252
-0.75,-0.000117817
-0.74,-0.000115226
-0.73,-0.00011263
-0.72,-0.000109755
-0.71,-0.000107057
-0.7,-0.00010488
-0.69,-0.000102074
-0.68,-9.98335E-05
-0.67,-9.72944E-05
-0.66,-9.49031E-05
-0.65,-9.25171E-05
-0.64,-9.01716E-05
-0.63,-8.77924E-05
-0.62,-8.54556E-05
-0.61,-8.32409E-05
-0.6,-8.10945E-05
-0.59,-7.86624E-05
-0.58,-7.65578E-05
-0.57,-7.45174E-05
-0.56,-7.22365E-05
-0.55,-7.02443E-05
-0.54,-6.80611E-05
-0.53,-6.56874E-05
-0.52,-6.36483E-05
-0.51,-6.16844E-05
-0.5,-5.98053E-05
-0.49,-5.78765E-05
-0.48,-5.60783E-05
-0.47,-5.41883E-05
-0.46,-5.23024E-05
-0.45,-5.04552E-05
-0.44,-4.87394E-05
-0.43,-4.69736E-05
-0.42,-4.52933E-05
-0.41,-4.36666E-05
-0.4,-4.20261E-05
-0.39,-4.04206E-05
-0.38,-3.88052E-05
-0.37,-3.71493E-05
-0.36,-3.5475E-05
-0.35,-3.3987E-05
-0.34,-3.25101E-05
-0.33,-3.10502E-05
-0.32,-2.95867E-05
-0.31,-2.81172E-05
-0.3,-2.67809E-05
-0.29,-2.54728E-05
-0.28,-2.42054E-05
-0.27,-2.28367E-05
-0.26,-2.16083E-05
-0.25,-2.03978E-05
-0.24,-1.90516E-05
-0.23,-1.79189E-05
-0.22,-1.68419E-05
-0.21,-1.57657E-05
-0.2,-1.46165E-05
-0.19,-1.35997E-05
-0.18,-1.26528E-05
-0.17,-1.17131E-05
-0.16,-1.07993E-05
-0.15,-9.94612E-06
-0.14,-9.08934E-06
-0.13,-8.27943E-06
-0.12,-7.50239E-06
-0.11,-6.76242E-06
-0.1,-6.05208E-06
-0.09,-5.33183E-06
-0.08,-4.624E-06
-0.07,-3.98275E-06
-0.06,-3.36362E-06
-0.05,-2.7622E-06
-0.04,-2.19072E-06
-0.03,-1.63063E-06
-0.02,-1.08454E-06
-0.01,-5.336E-07
0,2.8176E-09
