Setup title,"I/V Sweep_0_2_Dark[4]"
0.35,2.84043E-05
0.34,2.72304E-05
0.33,2.60396E-05
0.32,2.49355E-05
0.31,2.37794E-05
0.3,2.2805E-05
0.29,2.16448E-05
0.28,2.05948E-05
0.27,1.97188E-05
0.26,1.8697E-05
0.25,1.76751E-05
0.24,1.66635E-05
0.23,1.56988E-05
0.22,1.47066E-05
0.21,1.38882E-05
0.2,1.30132E-05
0.19,1.22159E-05
0.18,1.14278E-05
0.17,1.06244E-05
0.16,9.8444E-06
0.15,9.12006E-06
0.14,8.35875E-06
0.13,7.62163E-06
0.12,6.97532E-06
0.11,6.27076E-06
0.1,5.59889E-06
0.09,5.00477E-06
0.08,4.38851E-06
0.07,3.82773E-06
0.06,3.26252E-06
0.05,2.66562E-06
0.04,2.1273E-06
0.03,1.59549E-06
0.02,1.06567E-06
0.01,5.33487E-07
0,-5.767E-10
