Setup title,"C-V Sweep_check"
0.62,4.77485E-13
0.63,4.27269E-13
0.64,4.42606E-13
0.65,4.40446E-13
0.66,4.45809E-13
0.67,4.34324E-13
0.68,4.00666E-13
0.69,4.28806E-13
0.7,3.93931E-13
0.71,4.38852E-13
0.72,4.49345E-13
0.73,4.39703E-13
0.74,4.51884E-13
0.75,4.54853E-13
0.76,4.31124E-13
0.77,4.34387E-13
0.78,4.83704E-13
0.79,5.22691E-13
0.8,4.97646E-13
0.81,4.86408E-13
0.82,4.4235E-13
0.83,4.40566E-13
0.84,4.39545E-13
0.85,4.77194E-13
0.86,4.34811E-13
0.87,4.4906E-13
0.88,4.49231E-13
0.89,4.40652E-13
0.9,4.57329E-13
0.91,4.23839E-13
0.92,4.26223E-13
0.93,4.56599E-13
0.94,4.36652E-13
0.95,4.60342E-13
0.96,3.99227E-13
0.97,4.39732E-13
0.98,4.62091E-13
0.99,3.98769E-13
1,4.55144E-13
1.01,4.47808E-13
1.02,4.28019E-13
1.03,4.36092E-13
1.04,4.56159E-13
1.05,4.36247E-13
1.06,4.64861E-13
1.07,4.48288E-13
1.08,4.57936E-13
1.09,4.55498E-13
1.1,4.73706E-13
1.11,4.25258E-13
1.12,4.34542E-13
1.13,4.38324E-13
1.14,4.05501E-13
1.15,4.602E-13
1.16,4.86841E-13
1.17,4.429E-13
1.18,4.41866E-13
1.19,4.4604E-13
1.2,4.32645E-13
1.21,4.43368E-13
1.22,4.47498E-13
1.23,4.43684E-13
1.24,4.59963E-13
1.25,4.36222E-13
1.26,4.49427E-13
1.27,4.45458E-13
1.28,4.62132E-13
1.29,4.41452E-13
1.3,4.31478E-13
1.31,4.82506E-13
1.32,4.1051E-13
1.33,3.72479E-13
1.34,4.14131E-13
1.35,4.37436E-13
1.36,4.32538E-13
1.37,4.46884E-13
1.38,4.24171E-13
1.39,4.6414E-13
1.4,4.47109E-13
1.41,4.22754E-13
1.42,4.21078E-13
1.43,4.38312E-13
1.44,4.53765E-13
1.45,4.4979E-13
1.46,4.31127E-13
1.47,4.60605E-13
1.48,4.63739E-13
1.49,4.33834E-13
1.5,3.58584E-13
1.51,3.52491E-13
1.52,4.40639E-13
1.53,4.34925E-13
1.54,4.42878E-13
1.55,4.54559E-13
1.56,4.21666E-13
1.57,4.58395E-13
1.58,4.9234E-13
1.59,4.41683E-13
1.6,4.27409E-13
1.61,4.80286E-13
1.62,4.64732E-13
1.63,4.61108E-13
1.64,4.61636E-13
1.65,4.39614E-13
1.66,4.18751E-13
1.67,4.08512E-13
1.68,4.89665E-13
1.69,5.19475E-13
1.7,3.92128E-13
1.71,3.82832E-13
1.72,4.3262E-13
1.73,4.36917E-13
1.74,4.39422E-13
1.75,4.54107E-13
1.76,4.50043E-13
1.77,4.3767E-13
1.78,4.84773E-13
1.79,4.11531E-13
1.8,4.61285E-13
1.81,4.43827E-13
1.82,4.35368E-13
1.83,4.49145E-13
1.84,4.15822E-13
1.85,4.5922E-13
1.86,4.44291E-13
1.87,3.75138E-13
1.88,4.42464E-13
1.89,4.8107E-13
1.9,4.35801E-13
1.91,4.3249E-13
1.92,4.48946E-13
1.93,4.45423E-13
1.94,4.36215E-13
1.95,4.69355E-13
1.96,4.47472E-13
1.97,4.33945E-13
1.98,4.51561E-13
1.99,4.64656E-13
2,4.57041E-13
2.01,4.28531E-13
2.02,4.23981E-13
2.03,4.9247E-13
2.04,4.35513E-13
2.05,4.46442E-13
2.06,4.69788E-13
2.07,4.80466E-13
2.08,4.79208E-13
2.09,4.35026E-13
2.1,4.3705E-13
2.11,4.43494E-13
2.12,4.44788E-13
2.13,4.44402E-13
2.14,3.94108E-13
2.15,4.3995E-13
2.16,4.90566E-13
2.17,4.97182E-13
2.18,4.30027E-13
2.19,4.53364E-13
2.2,4.47118E-13
2.21,4.8218E-13
2.22,4.34742E-13
2.23,4.02247E-13
2.24,4.31339E-13
2.25,4.46783E-13
2.26,4.54768E-13
2.27,4.37679E-13
2.28,4.63922E-13
2.29,4.24218E-13
2.3,4.56162E-13
2.31,4.29094E-13
2.32,4.65797E-13
2.33,4.29401E-13
2.34,4.33347E-13
2.35,3.86022E-13
2.36,4.39267E-13
2.37,4.04151E-13
2.38,4.46903E-13
2.39,4.14861E-13
2.4,4.413E-13
2.41,4.35127E-13
2.42,4.45351E-13
2.43,4.45249E-13
2.44,4.66E-13
2.45,4.83157E-13
2.46,4.58916E-13
2.47,4.47627E-13
2.48,4.48099E-13
2.49,4.92796E-13
2.5,4.17672E-13
2.51,3.9026E-13
2.52,4.32155E-13
2.53,4.61449E-13
2.54,3.97896E-13
2.55,4.3675E-13
2.56,4.32297E-13
2.57,4.52156E-13
2.58,4.58334E-13
2.59,4.23108E-13
2.6,4.79385E-13
2.61,4.69159E-13
2.62,4.48168E-13
2.63,3.85734E-13
2.64,4.39498E-13
2.65,4.39836E-13
2.66,4.44459E-13
2.67,4.3755E-13
2.68,4.40633E-13
2.69,4.31023E-13
2.7,4.53734E-13
2.71,3.58584E-13
2.72,4.61791E-13
2.73,4.70294E-13
2.74,4.38495E-13
2.75,4.39905E-13
2.76,4.36076E-13
2.77,4.67903E-13
2.78,4.58119E-13
2.79,4.57854E-13
2.8,4.0319E-13
2.81,4.04296E-13
2.82,4.54325E-13
2.83,4.75075E-13
2.84,4.70224E-13
2.85,4.21448E-13
2.86,4.27601E-13
2.87,4.53013E-13
2.88,4.59995E-13
2.89,4.72163E-13
2.9,4.55798E-13
2.91,4.40892E-13
2.92,4.5965E-13
2.93,4.58695E-13
2.94,4.28768E-13
2.95,4.04315E-13
2.96,4.20632E-13
2.97,4.92226E-13
2.98,4.31399E-13
2.99,4.71407E-13
3,4.68507E-13
3,4.45657E-13
2.99,4.5669E-13
2.98,4.22842E-13
2.97,4.23298E-13
2.96,4.99854E-13
2.95,4.66426E-13
2.94,4.20692E-13
2.93,4.26191E-13
2.92,4.3527E-13
2.91,4.76776E-13
2.9,4.12629E-13
2.89,4.3539E-13
2.88,4.31352E-13
2.87,4.03727E-13
2.86,4.42258E-13
2.85,4.31946E-13
2.84,4.28117E-13
2.83,4.28629E-13
2.82,4.40035E-13
2.81,4.70262E-13
2.8,4.28243E-13
2.79,4.43283E-13
2.78,4.60124E-13
2.77,4.39245E-13
2.76,4.47893E-13
2.75,4.42514E-13
2.74,4.3021E-13
2.73,4.31036E-13
2.72,4.5682E-13
2.71,3.51207E-13
2.7,4.65921E-13
2.69,4.37442E-13
2.68,4.32964E-13
2.67,4.47972E-13
2.66,4.55536E-13
2.65,4.20196E-13
2.64,4.27728E-13
2.63,4.2596E-13
2.62,4.53582E-13
2.61,4.26182E-13
2.6,4.58426E-13
2.59,4.28898E-13
2.58,4.50065E-13
2.57,4.46024E-13
2.56,4.421E-13
2.55,4.11585E-13
2.54,4.61E-13
2.53,4.45436E-13
2.52,3.84381E-13
2.51,4.47719E-13
2.5,4.0028E-13
2.49,4.54885E-13
2.48,4.48851E-13
2.47,4.21056E-13
2.46,4.5085E-13
2.45,4.39769E-13
2.44,4.32866E-13
2.43,4.42628E-13
2.42,4.40437E-13
2.41,3.92669E-13
2.4,4.11104E-13
2.39,4.27842E-13
2.38,4.45619E-13
2.37,4.51071E-13
2.36,4.75692E-13
2.35,4.26839E-13
2.34,4.50606E-13
2.33,4.36383E-13
2.32,4.42922E-13
2.31,4.79556E-13
2.3,4.38947E-13
2.29,4.59561E-13
2.28,4.61421E-13
2.27,4.3563E-13
2.26,4.39662E-13
2.25,3.99161E-13
2.24,4.55558E-13
2.23,5.31579E-13
2.22,4.61411E-13
2.21,4.54439E-13
2.2,4.27004E-13
2.19,4.38024E-13
2.18,4.33483E-13
2.17,4.20376E-13
2.16,4.29606E-13
2.15,4.19911E-13
2.14,4.3607E-13
2.13,4.91047E-13
2.12,4.2966E-13
2.11,4.70085E-13
2.1,4.68627E-13
2.09,4.2485E-13
2.08,4.53876E-13
2.07,4.14185E-13
2.06,4.35991E-13
2.05,4.34934E-13
2.04,4.51359E-13
2.03,4.3736E-13
2.02,4.32288E-13
2.01,4.61746E-13
2,4.27529E-13
1.99,4.75069E-13
1.98,4.94121E-13
1.97,4.69728E-13
1.96,4.50344E-13
1.95,4.46457E-13
1.94,4.1094E-13
1.93,4.41249E-13
1.92,4.22906E-13
1.91,4.34182E-13
1.9,4.40171E-13
1.89,4.8767E-13
1.88,4.87429E-13
1.87,4.25195E-13
1.86,5.37721E-13
1.85,4.28161E-13
1.84,4.2787E-13
1.83,4.31513E-13
1.82,4.59925E-13
1.81,4.4918E-13
1.8,5.166E-13
1.79,3.67381E-13
1.78,4.35033E-13
1.77,4.62256E-13
1.76,4.73579E-13
1.75,4.81168E-13
1.74,4.4228E-13
1.73,4.48567E-13
1.72,4.56184E-13
1.71,4.40898E-13
1.7,4.42426E-13
1.69,3.85298E-13
1.68,4.80546E-13
1.67,3.46185E-13
1.66,4.24765E-13
1.65,4.37227E-13
1.64,4.47517E-13
1.63,4.45319E-13
1.62,4.09343E-13
1.61,4.08587E-13
1.6,5.25856E-13
1.59,4.73677E-13
1.58,4.87806E-13
1.57,3.80182E-13
1.56,4.06937E-13
1.55,4.52443E-13
1.54,4.37746E-13
1.53,4.46075E-13
1.52,4.81842E-13
1.51,4.57952E-13
1.5,5.51678E-13
1.49,3.96951E-13
1.48,4.05362E-13
1.47,4.38309E-13
1.46,4.35061E-13
1.45,4.60143E-13
1.44,4.53243E-13
1.43,4.47842E-13
1.42,4.3318E-13
1.41,4.25081E-13
1.4,4.68631E-13
1.39,4.10833E-13
1.38,4.46287E-13
1.37,4.44566E-13
1.36,4.40848E-13
1.35,4.58806E-13
1.34,4.4992E-13
1.33,4.25739E-13
1.32,4.13641E-13
1.31,4.65402E-13
1.3,4.0761E-13
1.29,3.96438E-13
1.28,4.34359E-13
1.27,4.36462E-13
1.26,4.4752E-13
1.25,4.20281E-13
1.24,4.07019E-13
1.23,4.10478E-13
1.22,4.78781E-13
1.21,4.24471E-13
1.2,4.73193E-13
1.19,4.17283E-13
1.18,4.40686E-13
1.17,4.47678E-13
1.16,4.76707E-13
1.15,4.46375E-13
1.14,4.48699E-13
1.13,4.66714E-13
1.12,4.57787E-13
1.11,4.62309E-13
1.1,4.22947E-13
1.09,4.45316E-13
1.08,4.72409E-13
1.07,4.36437E-13
1.06,4.42853E-13
1.05,4.76371E-13
1.04,4.34087E-13
1.03,4.64049E-13
1.02,4.94721E-13
1.01,4.26302E-13
1,4.36721E-13
0.99,4.31399E-13
0.98,4.27564E-13
0.97,4.26934E-13
0.96,4.08651E-13
0.95,4.07108E-13
0.94,4.4278E-13
0.93,4.06187E-13
0.92,4.08252E-13
0.91,4.20736E-13
0.9,4.18105E-13
0.89,4.63451E-13
0.88,4.40962E-13
0.87,4.09577E-13
0.86,4.4358E-13
0.85,4.50644E-13
0.84,4.18273E-13
0.83,4.29752E-13
0.82,4.44535E-13
0.81,4.39532E-13
0.8,4.34169E-13
0.79,4.43406E-13
0.78,4.63166E-13
0.77,5.16113E-13
0.76,4.52681E-13
0.75,4.2516E-13
0.74,4.10921E-13
0.73,4.3502E-13
0.72,4.32863E-13
0.71,4.44646E-13
0.7,4.35814E-13
0.69,4.56371E-13
0.68,4.24022E-13
0.67,4.69244E-13
0.66,4.38198E-13
0.65,3.85172E-13
0.64,4.76147E-13
0.63,4.5516E-13
0.62,4.54837E-13
0.61,4.4032E-13
0.6,4.49442E-13
0.59,4.39605E-13
0.58,4.46676E-13
0.57,4.95158E-13
0.56,4.66129E-13
0.55,3.95594E-13
0.54,4.43649E-13
0.53,4.6895E-13
0.52,4.57146E-13
0.51,4.64226E-13
0.5,4.3656E-13
0.49,4.42426E-13
0.48,4.27987E-13
0.47,4.72669E-13
0.46,5.035E-13
0.45,4.55637E-13
0.44,4.23693E-13
0.43,4.39893E-13
0.42,4.36946E-13
0.41,4.39801E-13
0.4,4.61724E-13
0.39,4.03702E-13
0.38,4.6846E-13
0.37,4.18235E-13
0.36,4.6827E-13
0.35,4.30232E-13
0.34,4.05318E-13
0.33,4.25157E-13
0.32,4.43431E-13
0.31,4.61326E-13
0.3,4.38786E-13
0.29,4.3317E-13
0.28,4.7904E-13
0.27,5.0553E-13
0.26,4.30871E-13
0.25,4.49468E-13
0.24,4.34106E-13
0.23,4.49177E-13
0.22,4.76852E-13
0.21,4.12983E-13
0.2,4.67378E-13
0.19,4.48608E-13
0.18,4.59153E-13
0.17,4.27314E-13
0.16,4.49604E-13
0.15,4.23235E-13
0.14,4.32471E-13
0.13,4.30817E-13
0.12,4.33455E-13
0.11,4.08761E-13
0.1,4.50356E-13
0.09,4.51988E-13
0.08,3.81535E-13
0.07,4.56893E-13
0.06,4.45493E-13
0.05,4.32047E-13
0.04,4.13267E-13
0.03,4.42328E-13
0.02,4.53566E-13
0.01,4.17059E-13
0,4.30305E-13
-0.01,4.28316E-13
-0.02,4.40282E-13
-0.03,4.43087E-13
-0.04,4.66003E-13
-0.05,4.44181E-13
-0.06,4.62357E-13
-0.07,4.40212E-13
-0.08,4.46274E-13
-0.09,4.42837E-13
-0.1,4.31741E-13
-0.11,3.59387E-13
-0.12,4.44342E-13
-0.13,4.32177E-13
-0.14,4.35004E-13
-0.15,4.39909E-13
-0.16,4.46805E-13
-0.17,4.81497E-13
-0.18,4.50976E-13
-0.19,4.55315E-13
-0.2,3.88312E-13
-0.21,4.812E-13
-0.22,4.50271E-13
-0.23,4.34128E-13
-0.24,4.19506E-13
-0.25,4.23165E-13
-0.26,4.44434E-13
-0.27,4.75954E-13
-0.28,5.05473E-13
-0.29,4.72033E-13
-0.3,4.37293E-13
-0.31,4.28307E-13
-0.32,4.47975E-13
-0.33,4.29005E-13
-0.34,4.10058E-13
-0.35,4.11734E-13
-0.36,4.78383E-13
-0.37,4.53651E-13
-0.38,4.33828E-13
-0.39,4.46182E-13
-0.4,4.33847E-13
