Setup title,"C-V Sweep_check"
0.62,3.49663E-13
0.63,3.52632E-13
0.64,3.49202E-13
0.65,3.51685E-13
0.66,3.53209E-13
0.67,3.52331E-13
0.68,3.50093E-13
0.69,3.52613E-13
0.7,3.4948E-13
0.71,3.51778E-13
0.72,3.56155E-13
0.73,3.54679E-13
0.74,3.52483E-13
0.75,3.52832E-13
0.76,3.51722E-13
0.77,3.53255E-13
0.78,3.51954E-13
0.79,3.55905E-13
0.8,3.52699E-13
0.81,3.51722E-13
0.82,3.54625E-13
0.83,3.52413E-13
0.84,3.5375E-13
0.85,3.53954E-13
0.86,3.547E-13
0.87,3.50816E-13
0.88,3.52369E-13
0.89,3.58233E-13
0.9,3.51161E-13
0.91,3.55718E-13
0.92,3.5298E-13
0.93,3.52491E-13
0.94,3.53768E-13
0.95,3.524E-13
0.96,3.51281E-13
0.97,3.49299E-13
0.98,3.50626E-13
0.99,3.52179E-13
1,3.50418E-13
1.01,3.52903E-13
1.02,3.51129E-13
1.03,3.52232E-13
1.04,3.54316E-13
1.05,3.48915E-13
1.06,3.49666E-13
1.07,3.57146E-13
1.08,3.493E-13
1.09,3.53607E-13
1.1,3.54395E-13
1.11,3.53038E-13
1.12,3.51093E-13
1.13,3.54958E-13
1.14,3.52207E-13
1.15,3.5407E-13
1.16,3.55578E-13
1.17,3.5629E-13
1.18,3.51775E-13
1.19,3.53675E-13
1.2,3.49809E-13
1.21,3.5186E-13
1.22,3.55553E-13
1.23,3.53093E-13
1.24,3.51179E-13
1.25,3.52748E-13
1.26,3.55341E-13
1.27,3.55037E-13
1.28,3.54896E-13
1.29,3.54275E-13
1.3,3.53513E-13
1.31,3.54205E-13
1.32,3.55425E-13
1.33,3.50597E-13
1.34,3.52104E-13
1.35,3.52974E-13
1.36,3.54056E-13
1.37,3.54485E-13
1.38,3.55307E-13
1.39,3.53285E-13
1.4,3.53327E-13
1.41,3.51933E-13
1.42,3.52923E-13
1.43,3.52506E-13
1.44,3.48509E-13
1.45,3.55342E-13
1.46,3.52945E-13
1.47,3.57085E-13
1.48,3.53329E-13
1.49,3.51088E-13
1.5,3.50341E-13
1.51,3.53549E-13
1.52,3.51824E-13
1.53,3.57304E-13
1.54,3.51387E-13
1.55,3.49443E-13
1.56,3.54423E-13
1.57,3.55492E-13
1.58,3.53161E-13
1.59,3.55399E-13
1.6,3.56576E-13
1.61,3.52439E-13
1.62,3.55374E-13
1.63,3.54853E-13
1.64,3.5381E-13
1.65,3.53094E-13
1.66,3.5614E-13
1.67,3.51005E-13
1.68,3.53115E-13
1.69,3.52297E-13
1.7,3.54914E-13
1.71,3.4923E-13
1.72,3.51932E-13
1.73,3.55288E-13
1.74,3.55912E-13
1.75,3.56286E-13
1.76,3.51381E-13
1.77,3.56844E-13
1.78,3.49871E-13
1.79,3.50361E-13
1.8,3.5372E-13
1.81,3.57165E-13
1.82,3.51125E-13
1.83,3.58048E-13
1.84,3.55407E-13
1.85,3.5362E-13
1.86,3.52845E-13
1.87,3.52016E-13
1.88,3.53823E-13
1.89,3.51718E-13
1.9,3.50222E-13
1.91,3.55114E-13
1.92,3.49888E-13
1.93,3.52973E-13
1.94,3.53744E-13
1.95,3.53553E-13
1.96,3.50928E-13
1.97,3.53387E-13
1.98,3.5139E-13
1.99,3.55001E-13
2,3.54672E-13
2.01,3.51913E-13
2.02,3.53822E-13
2.03,3.52873E-13
2.04,3.48013E-13
2.05,3.52252E-13
2.06,3.49877E-13
2.07,3.5539E-13
2.08,3.5427E-13
2.09,3.51555E-13
2.1,3.54419E-13
2.11,3.52137E-13
2.12,3.55499E-13
2.13,3.55383E-13
2.14,3.55296E-13
2.15,3.51498E-13
2.16,3.54299E-13
2.17,3.52784E-13
2.18,3.51614E-13
2.19,3.57387E-13
2.2,3.56373E-13
2.21,3.52014E-13
2.22,3.51835E-13
2.23,3.58072E-13
2.24,3.51578E-13
2.25,3.55434E-13
2.26,3.52008E-13
2.27,3.52497E-13
2.28,3.53677E-13
2.29,3.54415E-13
2.3,3.50273E-13
2.31,3.5226E-13
2.32,3.5339E-13
2.33,3.54333E-13
2.34,3.51202E-13
2.35,3.48801E-13
2.36,3.57076E-13
2.37,3.51708E-13
2.38,3.54037E-13
2.39,3.5537E-13
2.4,3.53748E-13
2.41,3.52164E-13
2.42,3.53853E-13
2.43,3.52397E-13
2.44,3.46381E-13
2.45,3.51331E-13
2.46,3.50915E-13
2.47,3.54405E-13
2.48,3.50046E-13
2.49,3.53509E-13
2.5,3.50739E-13
2.51,3.5409E-13
2.52,3.54953E-13
2.53,3.54351E-13
2.54,3.56215E-13
2.55,3.54212E-13
2.56,3.57513E-13
2.57,3.55777E-13
2.58,3.53947E-13
2.59,3.54534E-13
2.6,3.51502E-13
2.61,3.50864E-13
2.62,3.54986E-13
2.63,3.57434E-13
2.64,3.52608E-13
2.65,3.54402E-13
2.66,3.53668E-13
2.67,3.52267E-13
2.68,3.55047E-13
2.69,3.54745E-13
2.7,3.53807E-13
2.71,3.57526E-13
2.72,3.52221E-13
2.73,3.52775E-13
2.74,3.52911E-13
2.75,3.54167E-13
2.76,3.51283E-13
2.77,3.51919E-13
2.78,3.53203E-13
2.79,3.53508E-13
2.8,3.52896E-13
2.81,3.5272E-13
2.82,3.51506E-13
2.83,3.55359E-13
2.84,3.55492E-13
2.85,3.54646E-13
2.86,3.53385E-13
2.87,3.50379E-13
2.88,3.52133E-13
2.89,3.52763E-13
2.9,3.50788E-13
2.91,3.53734E-13
2.92,3.50552E-13
2.93,3.51068E-13
2.94,3.55483E-13
2.95,3.51793E-13
2.96,3.55972E-13
2.97,3.54995E-13
2.98,3.5057E-13
2.99,3.53321E-13
3,3.58055E-13
3,3.51268E-13
2.99,3.5275E-13
2.98,3.52854E-13
2.97,3.5408E-13
2.96,3.54888E-13
2.95,3.52729E-13
2.94,3.55035E-13
2.93,3.53709E-13
2.92,3.54252E-13
2.91,3.49481E-13
2.9,3.52433E-13
2.89,3.52859E-13
2.88,3.54018E-13
2.87,3.55119E-13
2.86,3.51902E-13
2.85,3.51151E-13
2.84,3.51686E-13
2.83,3.59322E-13
2.82,3.5113E-13
2.81,3.50729E-13
2.8,3.5317E-13
2.79,3.50982E-13
2.78,3.54172E-13
2.77,3.48859E-13
2.76,3.52721E-13
2.75,3.51249E-13
2.74,3.55393E-13
2.73,3.54588E-13
2.72,3.54628E-13
2.71,3.47885E-13
2.7,3.52955E-13
2.69,3.4955E-13
2.68,3.51967E-13
2.67,3.47018E-13
2.66,3.52254E-13
2.65,3.54814E-13
2.64,3.53273E-13
2.63,3.54329E-13
2.62,3.54403E-13
2.61,3.5283E-13
2.6,3.54702E-13
2.59,3.54344E-13
2.58,3.53388E-13
2.57,3.53395E-13
2.56,3.53623E-13
2.55,3.55066E-13
2.54,3.53257E-13
2.53,3.52696E-13
2.52,3.52717E-13
2.51,3.56882E-13
2.5,3.50356E-13
2.49,3.51192E-13
2.48,3.5616E-13
2.47,3.54888E-13
2.46,3.49158E-13
2.45,3.5036E-13
2.44,3.5162E-13
2.43,3.5378E-13
2.42,3.58114E-13
2.41,3.4902E-13
2.4,3.47796E-13
2.39,3.51619E-13
2.38,3.53021E-13
2.37,3.54136E-13
2.36,3.5282E-13
2.35,3.52148E-13
2.34,3.55581E-13
2.33,3.5304E-13
2.32,3.51697E-13
2.31,3.52915E-13
2.3,3.5316E-13
2.29,3.57188E-13
2.28,3.52765E-13
2.27,3.53281E-13
2.26,3.53988E-13
2.25,3.51912E-13
2.24,3.56373E-13
2.23,3.51213E-13
2.22,3.51658E-13
2.21,3.5093E-13
2.2,3.52858E-13
2.19,3.52915E-13
2.18,3.51544E-13
2.17,3.5581E-13
2.16,3.54535E-13
2.15,3.50237E-13
2.14,3.56047E-13
2.13,3.51526E-13
2.12,3.53062E-13
2.11,3.48965E-13
2.1,3.57072E-13
2.09,3.50653E-13
2.08,3.53448E-13
2.07,3.54215E-13
2.06,3.52442E-13
2.05,3.56414E-13
2.04,3.52809E-13
2.03,3.5623E-13
2.02,3.51826E-13
2.01,3.57344E-13
2,3.55327E-13
1.99,3.53675E-13
1.98,3.52827E-13
1.97,3.53431E-13
1.96,3.50309E-13
1.95,3.56033E-13
1.94,3.50718E-13
1.93,3.54846E-13
1.92,3.52915E-13
1.91,3.54416E-13
1.9,3.51575E-13
1.89,3.48802E-13
1.88,3.50723E-13
1.87,3.52938E-13
1.86,3.50918E-13
1.85,3.55524E-13
1.84,3.53429E-13
1.83,3.51708E-13
1.82,3.5271E-13
1.81,3.5217E-13
1.8,3.53472E-13
1.79,3.49797E-13
1.78,3.47384E-13
1.77,3.55787E-13
1.76,3.51333E-13
1.75,3.46472E-13
1.74,3.517E-13
1.73,3.52451E-13
1.72,3.52497E-13
1.71,3.47964E-13
1.7,3.50843E-13
1.69,3.53067E-13
1.68,3.53367E-13
1.67,3.58346E-13
1.66,3.51137E-13
1.65,3.53707E-13
1.64,3.53216E-13
1.63,3.56641E-13
1.62,3.54455E-13
1.61,3.58034E-13
1.6,3.52523E-13
1.59,3.57477E-13
1.58,3.53134E-13
1.57,3.52656E-13
1.56,3.47027E-13
1.55,3.54669E-13
1.54,3.52567E-13
1.53,3.5116E-13
1.52,3.50076E-13
1.51,3.51225E-13
1.5,3.53579E-13
1.49,3.55164E-13
1.48,3.5484E-13
1.47,3.52602E-13
1.46,3.53201E-13
1.45,3.5148E-13
1.44,3.53397E-13
1.43,3.53396E-13
1.42,3.52738E-13
1.41,3.49712E-13
1.4,3.50708E-13
1.39,3.53707E-13
1.38,3.5111E-13
1.37,3.53769E-13
1.36,3.4939E-13
1.35,3.53514E-13
1.34,3.53762E-13
1.33,3.54255E-13
1.32,3.54552E-13
1.31,3.54488E-13
1.3,3.51221E-13
1.29,3.54092E-13
1.28,3.52685E-13
1.27,3.56055E-13
1.26,3.50629E-13
1.25,3.54425E-13
1.24,3.52647E-13
1.23,3.50755E-13
1.22,3.57922E-13
1.21,3.53265E-13
1.2,3.52078E-13
1.19,3.52676E-13
1.18,3.51302E-13
1.17,3.51749E-13
1.16,3.49958E-13
1.15,3.52231E-13
1.14,3.52876E-13
1.13,3.57426E-13
1.12,3.49264E-13
1.11,3.53969E-13
1.1,3.51831E-13
1.09,3.52256E-13
1.08,3.57233E-13
1.07,3.54441E-13
1.06,3.54209E-13
1.05,3.54028E-13
1.04,3.52477E-13
1.03,3.53516E-13
1.02,3.51538E-13
1.01,3.52219E-13
1,3.55611E-13
0.99,3.53197E-13
0.98,3.56102E-13
0.97,3.50616E-13
0.96,3.5455E-13
0.95,3.55198E-13
0.94,3.54167E-13
0.93,3.54288E-13
0.92,3.54795E-13
0.91,3.54641E-13
0.9,3.55496E-13
0.89,3.53209E-13
0.88,3.52728E-13
0.87,3.54945E-13
0.86,3.48882E-13
0.85,3.53409E-13
0.84,3.54799E-13
0.83,3.51246E-13
0.82,3.53577E-13
0.81,3.51824E-13
0.8,3.54286E-13
0.79,3.51509E-13
0.78,3.50833E-13
0.77,3.55676E-13
0.76,3.53886E-13
0.75,3.55208E-13
0.74,3.55011E-13
0.73,3.50856E-13
0.72,3.47229E-13
0.71,3.50337E-13
0.7,3.54086E-13
0.69,3.5237E-13
0.68,3.54228E-13
0.67,3.53605E-13
0.66,3.57239E-13
0.65,3.53256E-13
0.64,3.49345E-13
0.63,3.53226E-13
0.62,3.55451E-13
0.61,3.53153E-13
0.6,3.53729E-13
0.59,3.56918E-13
0.58,3.49138E-13
0.57,3.56489E-13
0.56,3.4995E-13
0.55,3.53532E-13
0.54,3.50339E-13
0.53,3.54972E-13
0.52,3.53933E-13
0.51,3.56697E-13
0.5,3.50774E-13
0.49,3.53105E-13
0.48,3.54496E-13
0.47,3.57214E-13
0.46,3.51177E-13
0.45,3.54825E-13
0.44,3.49551E-13
0.43,3.54327E-13
0.42,3.541E-13
0.41,3.53106E-13
0.4,3.52559E-13
0.39,3.51054E-13
0.38,3.58095E-13
0.37,3.55314E-13
0.36,3.52012E-13
0.35,3.51145E-13
0.34,3.54013E-13
0.33,3.54742E-13
0.32,3.57013E-13
0.31,3.53415E-13
0.3,3.53048E-13
0.29,3.53206E-13
0.28,3.54326E-13
0.27,3.51874E-13
0.26,3.53603E-13
0.25,3.5208E-13
0.24,3.54125E-13
0.23,3.48705E-13
0.22,3.5227E-13
0.21,3.52118E-13
0.2,3.51741E-13
0.19,3.52222E-13
0.18,3.56363E-13
0.17,3.5527E-13
0.16,3.53555E-13
0.15,3.54069E-13
0.14,3.52118E-13
0.13,3.52457E-13
0.12,3.53975E-13
0.11,3.53622E-13
0.1,3.53683E-13
0.09,3.47841E-13
0.08,3.56233E-13
0.07,3.53622E-13
0.06,3.53492E-13
0.05,3.50963E-13
0.04,3.54106E-13
0.03,3.51421E-13
0.02,3.59524E-13
0.01,3.48E-13
0,3.5479E-13
-0.01,3.55592E-13
-0.02,3.48588E-13
-0.03,3.54184E-13
-0.04,3.53275E-13
-0.05,3.51351E-13
-0.06,3.53283E-13
-0.07,3.53179E-13
-0.08,3.55253E-13
-0.09,3.52748E-13
-0.1,3.52798E-13
-0.11,3.50888E-13
-0.12,3.50692E-13
-0.13,3.55278E-13
-0.14,3.52705E-13
-0.15,3.52283E-13
-0.16,3.53123E-13
-0.17,3.51224E-13
-0.18,3.55665E-13
-0.19,3.53457E-13
-0.2,3.51041E-13
-0.21,3.56117E-13
-0.22,3.541E-13
-0.23,3.54033E-13
-0.24,3.55702E-13
-0.25,3.46375E-13
-0.26,3.51495E-13
-0.27,3.51853E-13
-0.28,3.50448E-13
-0.29,3.54528E-13
-0.3,3.55593E-13
-0.31,3.55031E-13
-0.32,3.54124E-13
-0.33,3.47887E-13
-0.34,3.5352E-13
-0.35,3.51457E-13
-0.36,3.51718E-13
-0.37,3.55456E-13
-0.38,3.51076E-13
-0.39,3.49235E-13
-0.4,3.5359E-13
