Setup title,"I/V-t Sampling_-3V_500S__Dark"
464.00064,-1E-14
464.50068,-5.5E-13
465.00636,-3.1E-13
465.50501,-4.2E-13
466.00361,-4.1E-13
466.5023,-3.2E-13
467.00091,-3.2E-13
467.50069,-6.2E-13
468.00064,0
468.50064,-6E-14
469.00632,1.2E-13
469.50501,-6E-14
470.00361,1.1E-13
470.50226,-1.1E-13
471.00069,-2.3E-13
471.50069,-5E-14
472.00068,-3.2E-13
472.50064,-2.9E-13
473.00631,-4.5E-13
473.50501,-6.3E-13
474.0036,-2.2E-13
474.50225,-1.9E-13
475.00095,-2.1E-13
475.50065,-4.9E-13
476.00064,-8E-14
476.50064,2.3E-13
477.00635,-3E-14
477.50635,-1.9E-13
478.00497,1.5E-13
478.50365,7E-14
479.0023,-1.8E-13
479.50064,-2.2E-13
480.00068,-4E-14
480.50064,-5.3E-13
481.00064,-4.5E-13
481.50635,-4.5E-13
482.00497,-1.6E-13
482.5036,-1.9E-13
483.0036,-5.8E-13
483.50226,-7E-13
484.00069,-4.7E-13
484.50064,-3.5E-13
485.00064,4E-14
485.50766,3E-14
486.00631,1.2E-13
486.50501,9E-14
487.00361,1.5E-13
487.50226,1.8E-13
488.00064,-7.7E-13
488.50069,1.2E-13
489.00064,-1.8E-13
489.50069,-8.3E-13
490.00632,-3.6E-13
490.50497,-1.9E-13
491.00365,-2.9E-13
491.5023,-2.9E-13
492.0023,-5.9E-13
492.50064,-4.7E-13
493.00069,-3.2E-13
493.50069,1.1E-13
494.00631,-1.9E-13
494.50635,-1E-14
495.00497,9E-14
495.50365,7E-14
496.00226,7E-14
496.50069,-1.4E-13
497.00069,1.3E-13
497.50068,-2.6E-13
498.00064,-5.3E-13
498.50635,-4.5E-13
499.00497,-1.5E-13
499.50497,-4.7E-13
500.0036,-5.9E-13
