Setup title,"C-V Sweep_post_0_-3_stress"
-0.78,2.0644E-10
-0.77,2.06907E-10
-0.76,2.07648E-10
-0.75,2.08283E-10
-0.74,2.09149E-10
-0.73,2.10109E-10
-0.72,2.11091E-10
-0.71,2.12401E-10
-0.7,2.13132E-10
-0.69,2.14211E-10
-0.68,2.15379E-10
-0.67,2.16352E-10
-0.66,2.17742E-10
-0.65,2.18545E-10
-0.64,2.19646E-10
-0.63,2.2141E-10
-0.62,2.22301E-10
-0.61,2.23797E-10
-0.6,2.25097E-10
-0.59,2.26468E-10
-0.58,2.27957E-10
-0.57,2.29218E-10
-0.56,2.30615E-10
-0.55,2.32249E-10
-0.54,2.3363E-10
-0.53,2.35272E-10
-0.52,2.36722E-10
-0.51,2.38544E-10
-0.5,2.40143E-10
-0.49,2.41875E-10
-0.48,2.43933E-10
-0.47,2.4542E-10
-0.46,2.47631E-10
-0.45,2.49491E-10
-0.44,2.51544E-10
-0.43,2.53716E-10
-0.42,2.55956E-10
-0.41,2.58607E-10
-0.4,2.60474E-10
-0.39,2.63141E-10
-0.38,2.65613E-10
-0.37,2.68276E-10
-0.36,2.70961E-10
-0.35,2.73464E-10
-0.34,2.76516E-10
-0.33,2.79531E-10
-0.32,2.8214E-10
-0.31,2.85534E-10
-0.3,2.88495E-10
-0.29,2.92085E-10
-0.28,2.95184E-10
-0.27,2.98646E-10
-0.26,3.02486E-10
-0.25,3.06017E-10
-0.24,3.09618E-10
-0.23,3.13341E-10
-0.22,3.17193E-10
-0.21,3.21375E-10
-0.2,3.25166E-10
-0.19,3.29171E-10
-0.18,3.32759E-10
-0.17,3.36364E-10
-0.16,3.40214E-10
-0.15,3.43711E-10
-0.14,3.47414E-10
-0.13,3.50669E-10
-0.12,3.53811E-10
-0.11,3.57119E-10
-0.1,3.59997E-10
-0.09,3.63332E-10
-0.08,3.65536E-10
-0.07,3.68731E-10
-0.06,3.7111E-10
-0.05,3.73476E-10
-0.04,3.75902E-10
-0.03,3.77877E-10
-0.02,3.79998E-10
-0.01,3.81981E-10
0,3.83789E-10
0.01,3.85811E-10
0.02,3.87197E-10
0.03,3.88911E-10
0.04,3.90337E-10
0.05,3.91755E-10
0.06,3.93299E-10
0.07,3.9439E-10
0.08,3.9577E-10
0.09,3.96875E-10
0.1,3.97918E-10
0.11,3.9892E-10
0.12,3.99819E-10
0.13,4.00564E-10
0.14,4.01599E-10
0.15,4.02473E-10
0.16,4.03306E-10
0.17,4.03816E-10
0.18,4.04819E-10
0.19,4.05234E-10
0.2,4.06069E-10
0.21,4.06517E-10
0.22,4.07071E-10
0.23,4.07597E-10
0.24,4.08111E-10
0.25,4.08602E-10
0.26,4.09152E-10
0.27,4.09431E-10
0.28,4.09887E-10
0.29,4.10288E-10
0.3,4.10962E-10
0.31,4.11033E-10
0.32,4.11426E-10
0.33,4.11774E-10
0.34,4.11976E-10
0.35,4.12516E-10
0.36,4.1278E-10
0.37,4.13163E-10
0.38,4.13354E-10
0.39,4.13598E-10
0.4,4.13938E-10
0.41,4.14201E-10
0.42,4.14367E-10
0.43,4.14542E-10
0.44,4.14721E-10
0.45,4.15208E-10
0.46,4.15275E-10
0.47,4.15453E-10
0.48,4.15745E-10
0.49,4.15844E-10
0.5,4.1615E-10
0.51,4.1618E-10
0.52,4.16439E-10
0.53,4.16463E-10
0.54,4.16649E-10
0.55,4.17042E-10
0.56,4.17164E-10
0.57,4.17314E-10
0.58,4.17415E-10
0.59,4.17368E-10
0.6,4.17841E-10
0.61,4.17726E-10
0.62,4.17834E-10
0.63,4.17987E-10
0.64,4.18056E-10
0.65,4.18346E-10
0.66,4.18267E-10
0.67,4.18515E-10
0.68,4.18709E-10
0.69,4.186E-10
0.7,4.18958E-10
0.71,4.18963E-10
0.72,4.19091E-10
0.73,4.18902E-10
0.74,4.19319E-10
0.75,4.19379E-10
0.76,4.19154E-10
0.77,4.19583E-10
0.78,4.19753E-10
0.79,4.1963E-10
0.8,4.19719E-10
0.81,4.1979E-10
0.82,4.19976E-10
0.83,4.19981E-10
0.84,4.20002E-10
0.85,4.20163E-10
0.86,4.20155E-10
0.87,4.20232E-10
0.88,4.20289E-10
0.89,4.20609E-10
0.9,4.20416E-10
0.91,4.20509E-10
0.92,4.20543E-10
0.93,4.20635E-10
0.94,4.20727E-10
0.95,4.20858E-10
0.96,4.2103E-10
0.97,4.2116E-10
0.98,4.2083E-10
0.99,4.20903E-10
1,4.21031E-10
1.01,4.2101E-10
1.02,4.21339E-10
1.03,4.21141E-10
1.04,4.21411E-10
1.05,4.21376E-10
1.06,4.2152E-10
1.07,4.21332E-10
1.08,4.21536E-10
1.09,4.21419E-10
1.1,4.2134E-10
1.11,4.21536E-10
1.12,4.21638E-10
1.13,4.2157E-10
1.14,4.21782E-10
1.15,4.21554E-10
1.16,4.21749E-10
1.17,4.21623E-10
1.18,4.21733E-10
1.19,4.22051E-10
1.2,4.21793E-10
1.21,4.22016E-10
1.22,4.22225E-10
1.23,4.21882E-10
1.24,4.22005E-10
1.25,4.22453E-10
1.26,4.22256E-10
1.27,4.22302E-10
1.28,4.22088E-10
1.29,4.22393E-10
1.3,4.22071E-10
1.31,4.22323E-10
1.32,4.22319E-10
1.33,4.22301E-10
1.34,4.22476E-10
1.35,4.2212E-10
1.36,4.22632E-10
1.37,4.22256E-10
1.38,4.22526E-10
1.39,4.22581E-10
1.4,4.22488E-10
1.41,4.22961E-10
1.42,4.22745E-10
1.43,4.22725E-10
1.44,4.22818E-10
1.45,4.2268E-10
1.46,4.22652E-10
1.47,4.22823E-10
1.48,4.22615E-10
1.49,4.22686E-10
1.5,4.22635E-10
1.51,4.22824E-10
1.52,4.228E-10
1.53,4.23042E-10
1.54,4.23031E-10
1.55,4.22858E-10
1.56,4.23037E-10
1.57,4.22927E-10
1.58,4.22902E-10
1.59,4.23045E-10
1.6,4.22916E-10
1.61,4.23273E-10
1.62,4.22939E-10
1.63,4.23189E-10
1.64,4.23264E-10
1.65,4.22981E-10
1.66,4.23309E-10
1.67,4.23138E-10
1.68,4.23259E-10
1.69,4.23407E-10
1.7,4.23101E-10
1.71,4.2323E-10
1.72,4.23415E-10
1.73,4.23315E-10
1.74,4.23208E-10
1.75,4.23461E-10
1.76,4.23429E-10
1.77,4.23128E-10
1.78,4.23516E-10
1.79,4.23369E-10
1.8,4.23556E-10
1.81,4.2378E-10
1.82,4.23162E-10
1.83,4.23537E-10
1.84,4.23537E-10
1.85,4.23499E-10
1.86,4.23708E-10
1.87,4.23454E-10
1.88,4.23625E-10
1.89,4.23668E-10
1.9,4.23549E-10
1.91,4.23477E-10
1.92,4.23388E-10
1.93,4.23758E-10
1.94,4.23403E-10
1.95,4.23876E-10
1.96,4.23679E-10
1.97,4.23803E-10
1.98,4.23808E-10
1.99,4.23586E-10
2,4.23661E-10
2,4.23763E-10
1.99,4.23802E-10
1.98,4.23791E-10
1.97,4.23652E-10
1.96,4.23683E-10
1.95,4.23641E-10
1.94,4.23578E-10
1.93,4.23717E-10
1.92,4.23585E-10
1.91,4.2352E-10
1.9,4.23478E-10
1.89,4.23579E-10
1.88,4.23539E-10
1.87,4.23506E-10
1.86,4.23546E-10
1.85,4.23625E-10
1.84,4.23534E-10
1.83,4.23406E-10
1.82,4.2336E-10
1.81,4.23429E-10
1.8,4.23571E-10
1.79,4.23416E-10
1.78,4.23392E-10
1.77,4.23181E-10
1.76,4.23403E-10
1.75,4.23369E-10
1.74,4.23531E-10
1.73,4.23424E-10
1.72,4.2332E-10
1.71,4.23248E-10
1.7,4.23254E-10
1.69,4.23197E-10
1.68,4.23142E-10
1.67,4.23031E-10
1.66,4.23513E-10
1.65,4.23233E-10
1.64,4.23183E-10
1.63,4.23111E-10
1.62,4.2304E-10
1.61,4.23156E-10
1.6,4.23178E-10
1.59,4.23099E-10
1.58,4.22947E-10
1.57,4.23074E-10
1.56,4.23019E-10
1.55,4.22839E-10
1.54,4.22998E-10
1.53,4.23038E-10
1.52,4.22951E-10
1.51,4.22797E-10
1.5,4.22996E-10
1.49,4.22736E-10
1.48,4.22833E-10
1.47,4.22952E-10
1.46,4.22748E-10
1.45,4.22566E-10
1.44,4.22619E-10
1.43,4.22536E-10
1.42,4.22663E-10
1.41,4.2252E-10
1.4,4.22627E-10
1.39,4.22672E-10
1.38,4.22304E-10
1.37,4.22601E-10
1.36,4.22596E-10
1.35,4.22342E-10
1.34,4.22413E-10
1.33,4.22232E-10
1.32,4.22338E-10
1.31,4.22287E-10
1.3,4.22364E-10
1.29,4.22225E-10
1.28,4.2204E-10
1.27,4.22172E-10
1.26,4.22056E-10
1.25,4.22173E-10
1.24,4.22088E-10
1.23,4.21895E-10
1.22,4.22092E-10
1.21,4.21893E-10
1.2,4.21943E-10
1.19,4.21888E-10
1.18,4.21833E-10
1.17,4.21937E-10
1.16,4.21857E-10
1.15,4.21711E-10
1.14,4.21894E-10
1.13,4.21567E-10
1.12,4.21619E-10
1.11,4.21397E-10
1.1,4.21636E-10
1.09,4.2177E-10
1.08,4.21436E-10
1.07,4.21484E-10
1.06,4.21392E-10
1.05,4.21218E-10
1.04,4.21152E-10
1.03,4.21194E-10
1.02,4.21352E-10
1.01,4.21212E-10
1,4.21036E-10
0.99,4.21054E-10
0.98,4.20939E-10
0.97,4.20869E-10
0.96,4.20719E-10
0.95,4.20689E-10
0.94,4.20723E-10
0.93,4.2079E-10
0.92,4.20691E-10
0.91,4.2049E-10
0.9,4.20583E-10
0.89,4.20241E-10
0.88,4.20319E-10
0.87,4.20484E-10
0.86,4.2022E-10
0.85,4.20333E-10
0.84,4.19921E-10
0.83,4.20085E-10
0.82,4.20053E-10
0.81,4.19676E-10
0.8,4.19893E-10
0.79,4.19849E-10
0.78,4.19599E-10
0.77,4.19636E-10
0.76,4.19267E-10
0.75,4.19402E-10
0.74,4.19463E-10
0.73,4.19212E-10
0.72,4.19027E-10
0.71,4.19176E-10
0.7,4.18908E-10
0.69,4.1862E-10
0.68,4.18873E-10
0.67,4.18452E-10
0.66,4.18327E-10
0.65,4.18413E-10
0.64,4.18053E-10
0.63,4.18259E-10
0.62,4.17892E-10
0.61,4.1774E-10
0.6,4.17868E-10
0.59,4.17683E-10
0.58,4.17389E-10
0.57,4.17281E-10
0.56,4.17091E-10
0.55,4.17009E-10
0.54,4.16887E-10
0.53,4.1686E-10
0.52,4.16376E-10
0.51,4.16343E-10
0.5,4.16262E-10
0.49,4.16108E-10
0.48,4.15756E-10
0.47,4.15669E-10
0.46,4.15521E-10
0.45,4.15105E-10
0.44,4.14944E-10
0.43,4.1466E-10
0.42,4.14592E-10
0.41,4.14366E-10
0.4,4.14013E-10
0.39,4.1363E-10
0.38,4.13308E-10
0.37,4.13082E-10
0.36,4.1295E-10
0.35,4.12801E-10
0.34,4.12237E-10
0.33,4.11955E-10
0.32,4.11722E-10
0.31,4.11256E-10
0.3,4.10639E-10
0.29,4.10548E-10
0.28,4.10079E-10
0.27,4.09576E-10
0.26,4.09249E-10
0.25,4.08733E-10
0.24,4.08063E-10
0.23,4.07822E-10
0.22,4.07162E-10
0.21,4.06559E-10
0.2,4.05967E-10
0.19,4.05412E-10
0.18,4.04956E-10
0.17,4.03974E-10
0.16,4.03304E-10
0.15,4.02587E-10
0.14,4.01674E-10
0.13,4.00981E-10
0.12,3.9999E-10
0.11,3.99136E-10
0.1,3.98484E-10
0.09,3.9701E-10
0.08,3.96066E-10
0.07,3.94702E-10
0.06,3.93511E-10
0.05,3.92232E-10
0.04,3.9077E-10
0.03,3.8947E-10
0.02,3.87623E-10
0.01,3.85996E-10
0,3.84394E-10
-0.01,3.82387E-10
-0.02,3.8038E-10
-0.03,3.7841E-10
-0.04,3.75966E-10
-0.05,3.73923E-10
-0.06,3.71091E-10
-0.07,3.69077E-10
-0.08,3.66137E-10
-0.09,3.63483E-10
-0.1,3.60447E-10
-0.11,3.57119E-10
-0.12,3.54289E-10
-0.13,3.50561E-10
-0.14,3.4752E-10
-0.15,3.43888E-10
-0.16,3.40425E-10
-0.17,3.37126E-10
-0.18,3.32773E-10
-0.19,3.29288E-10
-0.2,3.25548E-10
-0.21,3.21453E-10
-0.22,3.17681E-10
-0.23,3.13413E-10
-0.24,3.10088E-10
-0.25,3.06344E-10
-0.26,3.02292E-10
-0.27,2.99016E-10
-0.28,2.95208E-10
-0.29,2.92076E-10
-0.3,2.88664E-10
-0.31,2.85429E-10
-0.32,2.82618E-10
-0.33,2.79323E-10
-0.34,2.76653E-10
-0.35,2.73865E-10
-0.36,2.7071E-10
-0.37,2.68442E-10
-0.38,2.65369E-10
-0.39,2.63264E-10
-0.4,2.60737E-10
-0.41,2.58105E-10
-0.42,2.55947E-10
-0.43,2.53434E-10
-0.44,2.51826E-10
-0.45,2.49417E-10
-0.46,2.47496E-10
-0.47,2.45801E-10
-0.48,2.43594E-10
-0.49,2.41896E-10
-0.5,2.40485E-10
-0.51,2.38229E-10
-0.52,2.37118E-10
-0.53,2.35162E-10
-0.54,2.33866E-10
-0.55,2.31909E-10
-0.56,2.30566E-10
-0.57,2.2918E-10
-0.58,2.27856E-10
-0.59,2.26563E-10
-0.6,2.25021E-10
-0.61,2.23726E-10
-0.62,2.22638E-10
-0.63,2.21262E-10
-0.64,2.2001E-10
-0.65,2.18552E-10
-0.66,2.1725E-10
-0.67,2.16179E-10
-0.68,2.14965E-10
-0.69,2.14061E-10
-0.7,2.12798E-10
-0.71,2.11934E-10
-0.72,2.10684E-10
-0.73,2.09445E-10
-0.74,2.08783E-10
-0.75,2.07516E-10
-0.76,2.06695E-10
-0.77,2.05676E-10
-0.78,2.04733E-10
-0.79,2.0372E-10
-0.8,2.0259E-10
-0.81,2.01922E-10
-0.82,2.00892E-10
-0.83,2.00201E-10
-0.84,1.99253E-10
-0.85,1.98306E-10
-0.86,1.97711E-10
-0.87,1.96875E-10
-0.88,1.95738E-10
-0.89,1.94957E-10
-0.9,1.94158E-10
-0.91,1.93682E-10
-0.92,1.92673E-10
-0.93,1.92035E-10
-0.94,1.91338E-10
-0.95,1.90492E-10
-0.96,1.89836E-10
-0.97,1.88931E-10
-0.98,1.88275E-10
-0.99,1.87699E-10
-1,1.87041E-10
-1.01,1.8635E-10
-1.02,1.85679E-10
-1.03,1.84926E-10
-1.04,1.84299E-10
-1.05,1.83342E-10
-1.06,1.82934E-10
-1.07,1.82264E-10
-1.08,1.81655E-10
-1.09,1.81031E-10
-1.1,1.80453E-10
-1.11,1.79789E-10
-1.12,1.79263E-10
-1.13,1.78625E-10
-1.14,1.78146E-10
-1.15,1.77479E-10
-1.16,1.76966E-10
-1.17,1.76283E-10
-1.18,1.75857E-10
-1.19,1.75442E-10
-1.2,1.74739E-10
-1.21,1.74263E-10
-1.22,1.73663E-10
-1.23,1.73004E-10
-1.24,1.72659E-10
-1.25,1.72002E-10
-1.26,1.71708E-10
-1.27,1.70884E-10
-1.28,1.70357E-10
-1.29,1.7002E-10
-1.3,1.69595E-10
-1.31,1.69262E-10
-1.32,1.68639E-10
-1.33,1.68089E-10
-1.34,1.67727E-10
-1.35,1.6717E-10
-1.36,1.66685E-10
-1.37,1.66257E-10
-1.38,1.65743E-10
-1.39,1.65314E-10
-1.4,1.64901E-10
-1.41,1.64495E-10
-1.42,1.64055E-10
-1.43,1.63752E-10
-1.44,1.6319E-10
-1.45,1.62597E-10
-1.46,1.62568E-10
-1.47,1.61858E-10
-1.48,1.61486E-10
-1.49,1.61147E-10
-1.5,1.60736E-10
-1.51,1.60427E-10
-1.52,1.59917E-10
-1.53,1.5947E-10
-1.54,1.59004E-10
-1.55,1.58724E-10
-1.56,1.58349E-10
-1.57,1.5814E-10
-1.58,1.57689E-10
-1.59,1.57304E-10
-1.6,1.56897E-10
-1.61,1.56636E-10
-1.62,1.55974E-10
-1.63,1.55756E-10
-1.64,1.5521E-10
-1.65,1.54731E-10
-1.66,1.54602E-10
-1.67,1.54238E-10
-1.68,1.53963E-10
-1.69,1.53719E-10
-1.7,1.53207E-10
-1.71,1.52714E-10
-1.72,1.52577E-10
-1.73,1.52162E-10
-1.74,1.51979E-10
-1.75,1.5151E-10
-1.76,1.51184E-10
-1.77,1.50916E-10
-1.78,1.50585E-10
-1.79,1.50362E-10
-1.8,1.49798E-10
-1.81,1.49566E-10
-1.82,1.49385E-10
-1.83,1.48916E-10
-1.84,1.48649E-10
-1.85,1.48367E-10
-1.86,1.48074E-10
-1.87,1.4771E-10
-1.88,1.47317E-10
-1.89,1.47268E-10
-1.9,1.46878E-10
-1.91,1.46636E-10
-1.92,1.46264E-10
-1.93,1.45934E-10
-1.94,1.45752E-10
-1.95,1.45428E-10
-1.96,1.45045E-10
-1.97,1.44845E-10
-1.98,1.44531E-10
-1.99,1.44334E-10
-2,1.44012E-10
-2,1.59625E-10
-1.99,1.60009E-10
-1.98,1.6037E-10
-1.97,1.60772E-10
-1.96,1.61179E-10
-1.95,1.61599E-10
-1.94,1.61977E-10
-1.93,1.62416E-10
-1.92,1.62838E-10
-1.91,1.63286E-10
-1.9,1.63668E-10
-1.89,1.64152E-10
-1.88,1.64498E-10
-1.87,1.64974E-10
-1.86,1.65373E-10
-1.85,1.65861E-10
-1.84,1.66244E-10
-1.83,1.66723E-10
-1.82,1.6718E-10
-1.81,1.67597E-10
-1.8,1.68108E-10
-1.79,1.68513E-10
-1.78,1.69061E-10
-1.77,1.69443E-10
-1.76,1.69959E-10
-1.75,1.70435E-10
-1.74,1.70989E-10
-1.73,1.71371E-10
-1.72,1.71937E-10
-1.71,1.72371E-10
-1.7,1.72964E-10
-1.69,1.73424E-10
-1.68,1.7399E-10
-1.67,1.745E-10
-1.66,1.75032E-10
-1.65,1.75564E-10
-1.64,1.76109E-10
-1.63,1.76655E-10
-1.62,1.77145E-10
-1.61,1.77736E-10
-1.6,1.78309E-10
-1.59,1.78897E-10
-1.58,1.7947E-10
-1.57,1.8011E-10
-1.56,1.80619E-10
-1.55,1.81231E-10
-1.54,1.81788E-10
-1.53,1.8251E-10
-1.52,1.8306E-10
-1.51,1.83771E-10
-1.5,1.84265E-10
-1.49,1.85048E-10
-1.48,1.85643E-10
-1.47,1.8638E-10
-1.46,1.86959E-10
-1.45,1.87692E-10
-1.44,1.88271E-10
-1.43,1.89049E-10
-1.42,1.8965E-10
-1.41,1.9044E-10
-1.4,1.91135E-10
-1.39,1.91952E-10
-1.38,1.92598E-10
-1.37,1.93442E-10
-1.36,1.94054E-10
-1.35,1.94897E-10
-1.34,1.95597E-10
-1.33,1.96442E-10
-1.32,1.97091E-10
-1.31,1.97976E-10
-1.3,1.98698E-10
-1.29,1.99596E-10
-1.28,2.00403E-10
-1.27,2.01213E-10
-1.26,2.01963E-10
-1.25,2.02756E-10
-1.24,2.03468E-10
-1.23,2.04245E-10
-1.22,2.0503E-10
-1.21,2.05633E-10
-1.2,2.06306E-10
-1.19,2.069E-10
-1.18,2.07491E-10
-1.17,2.08021E-10
-1.16,2.08537E-10
-1.15,2.08892E-10
-1.14,2.09325E-10
-1.13,2.09576E-10
-1.12,2.09909E-10
-1.11,2.10137E-10
-1.1,2.10378E-10
-1.09,2.1053E-10
-1.08,2.10801E-10
-1.07,2.10858E-10
-1.06,2.11211E-10
-1.05,2.11038E-10
-1.04,2.11248E-10
-1.03,2.11217E-10
-1.02,2.11299E-10
-1.01,2.11244E-10
-1,2.11532E-10
-0.99,2.11394E-10
-0.98,2.11604E-10
-0.97,2.11451E-10
-0.96,2.11691E-10
-0.95,2.1165E-10
-0.94,2.11673E-10
-0.93,2.11685E-10
-0.92,2.11899E-10
-0.91,2.11755E-10
-0.9,2.12071E-10
-0.89,2.1202E-10
-0.88,2.12283E-10
-0.87,2.12315E-10
-0.86,2.12579E-10
-0.85,2.12707E-10
-0.84,2.13105E-10
-0.83,2.13141E-10
-0.82,2.13509E-10
-0.81,2.13814E-10
-0.8,2.1434E-10
-0.79,2.14681E-10
-0.78,2.15253E-10
-0.77,2.15818E-10
-0.76,2.16621E-10
-0.75,2.17322E-10
-0.74,2.183E-10
-0.73,2.19266E-10
-0.72,2.20238E-10
-0.71,2.21309E-10
-0.7,2.22342E-10
-0.69,2.23456E-10
-0.68,2.24587E-10
-0.67,2.25806E-10
-0.66,2.2692E-10
-0.65,2.28197E-10
-0.64,2.2945E-10
-0.63,2.3092E-10
-0.62,2.32143E-10
-0.61,2.33645E-10
-0.6,2.34836E-10
-0.59,2.36448E-10
-0.58,2.37735E-10
-0.57,2.39439E-10
-0.56,2.40723E-10
-0.55,2.42623E-10
-0.54,2.43923E-10
-0.53,2.4579E-10
-0.52,2.47297E-10
-0.51,2.49305E-10
-0.5,2.50788E-10
-0.49,2.52891E-10
-0.48,2.54486E-10
-0.47,2.56718E-10
-0.46,2.58353E-10
-0.45,2.60739E-10
-0.44,2.6261E-10
-0.43,2.65087E-10
-0.42,2.67161E-10
-0.41,2.69731E-10
-0.4,2.71844E-10
-0.39,2.74559E-10
-0.38,2.7684E-10
-0.37,2.79717E-10
-0.36,2.82231E-10
-0.35,2.85275E-10
-0.34,2.8797E-10
-0.33,2.91021E-10
-0.32,2.94047E-10
-0.31,2.97222E-10
-0.3,3.00533E-10
-0.29,3.03914E-10
-0.28,3.0752E-10
-0.27,3.11012E-10
-0.26,3.14796E-10
-0.25,3.18337E-10
-0.24,3.22475E-10
-0.23,3.26016E-10
-0.22,3.30238E-10
-0.21,3.34324E-10
-0.2,3.38754E-10
-0.19,3.42552E-10
-0.18,3.4679E-10
-0.17,3.5038E-10
-0.16,3.54826E-10
-0.15,3.58207E-10
-0.14,3.62558E-10
-0.13,3.6585E-10
-0.12,3.69985E-10
-0.11,3.73127E-10
-0.1,3.76886E-10
-0.09,3.79848E-10
-0.08,3.83342E-10
-0.07,3.86031E-10
-0.06,3.89111E-10
-0.05,3.91561E-10
-0.04,3.94339E-10
-0.03,3.96633E-10
-0.02,3.99022E-10
-0.01,4.01185E-10
0,4.03262E-10
0.01,4.05213E-10
0.02,4.06995E-10
0.03,4.08652E-10
0.04,4.10204E-10
0.05,4.11908E-10
0.06,4.13258E-10
0.07,4.14649E-10
0.08,4.16007E-10
0.09,4.17259E-10
0.1,4.1823E-10
0.11,4.19446E-10
0.12,4.20349E-10
0.13,4.21381E-10
0.14,4.22213E-10
0.15,4.23243E-10
0.16,4.23933E-10
0.17,4.24779E-10
0.18,4.25368E-10
0.19,4.26226E-10
0.2,4.26664E-10
0.21,4.27595E-10
0.22,4.27999E-10
0.23,4.28783E-10
0.24,4.29138E-10
0.25,4.29841E-10
0.26,4.30179E-10
0.27,4.30794E-10
0.28,4.31134E-10
0.29,4.31666E-10
0.3,4.31951E-10
0.31,4.32439E-10
0.32,4.32702E-10
0.33,4.3322E-10
0.34,4.33394E-10
0.35,4.33884E-10
0.36,4.3411E-10
0.37,4.34457E-10
0.38,4.34753E-10
0.39,4.35078E-10
0.4,4.35329E-10
0.41,4.356E-10
0.42,4.35884E-10
0.43,4.36119E-10
0.44,4.36349E-10
0.45,4.36548E-10
0.46,4.36908E-10
0.47,4.36949E-10
0.48,4.37312E-10
0.49,4.37398E-10
0.5,4.37693E-10
0.51,4.37719E-10
0.52,4.38109E-10
0.53,4.38153E-10
0.54,4.38477E-10
0.55,4.38421E-10
0.56,4.38737E-10
0.57,4.38765E-10
0.58,4.39107E-10
0.59,4.39049E-10
0.6,4.39386E-10
0.61,4.39371E-10
0.62,4.39635E-10
0.63,4.39661E-10
0.64,4.39974E-10
0.65,4.39921E-10
0.66,4.40179E-10
0.67,4.4013E-10
0.68,4.40464E-10
0.69,4.40415E-10
0.7,4.40661E-10
0.71,4.40602E-10
0.72,4.40833E-10
0.73,4.40895E-10
0.74,4.41022E-10
0.75,4.41095E-10
0.76,4.41205E-10
0.77,4.41266E-10
0.78,4.41404E-10
0.79,4.41496E-10
0.8,4.41566E-10
0.81,4.41623E-10
0.82,4.41629E-10
0.83,4.41842E-10
0.84,4.4185E-10
0.85,4.4197E-10
0.86,4.41986E-10
0.87,4.42162E-10
0.88,4.42128E-10
0.89,4.42313E-10
0.9,4.42322E-10
0.91,4.4249E-10
0.92,4.42406E-10
0.93,4.42564E-10
0.94,4.42508E-10
0.95,4.42772E-10
0.96,4.42641E-10
0.97,4.42836E-10
0.98,4.42749E-10
0.99,4.43009E-10
1,4.42879E-10
1.01,4.4312E-10
1.02,4.42929E-10
1.03,4.4324E-10
1.04,4.43098E-10
1.05,4.43317E-10
1.06,4.43186E-10
1.07,4.43418E-10
1.08,4.43259E-10
1.09,4.43547E-10
1.1,4.4341E-10
1.11,4.43525E-10
1.12,4.43505E-10
1.13,4.43655E-10
1.14,4.43611E-10
1.15,4.43732E-10
1.16,4.43702E-10
1.17,4.43829E-10
1.18,4.43803E-10
1.19,4.43837E-10
1.2,4.43821E-10
1.21,4.43933E-10
1.22,4.43895E-10
1.23,4.43996E-10
1.24,4.44012E-10
1.25,4.44091E-10
1.26,4.4409E-10
1.27,4.44094E-10
1.28,4.44152E-10
1.29,4.44191E-10
1.3,4.44313E-10
1.31,4.44258E-10
1.32,4.44408E-10
1.33,4.44308E-10
1.34,4.44485E-10
1.35,4.44333E-10
1.36,4.44554E-10
1.37,4.44351E-10
1.38,4.44537E-10
1.39,4.44448E-10
1.4,4.44675E-10
1.41,4.44469E-10
1.42,4.44694E-10
1.43,4.44504E-10
1.44,4.44772E-10
1.45,4.44671E-10
1.46,4.44826E-10
1.47,4.44709E-10
1.48,4.44865E-10
1.49,4.44746E-10
1.5,4.44912E-10
1.51,4.44777E-10
1.52,4.44957E-10
1.53,4.44822E-10
1.54,4.44953E-10
1.55,4.44869E-10
1.56,4.45065E-10
1.57,4.44892E-10
1.58,4.45089E-10
1.59,4.44976E-10
1.6,4.4513E-10
1.61,4.45004E-10
1.62,4.45169E-10
1.63,4.45112E-10
1.64,4.45285E-10
1.65,4.45164E-10
1.66,4.45255E-10
1.67,4.45217E-10
1.68,4.45219E-10
1.69,4.45258E-10
1.7,4.45232E-10
1.71,4.45241E-10
1.72,4.45342E-10
1.73,4.45411E-10
1.74,4.45301E-10
1.75,4.45395E-10
1.76,4.45423E-10
1.77,4.4539E-10
1.78,4.45414E-10
1.79,4.4548E-10
1.8,4.45433E-10
1.81,4.45571E-10
1.82,4.45449E-10
1.83,4.45569E-10
1.84,4.45569E-10
1.85,4.45636E-10
1.86,4.45507E-10
1.87,4.45617E-10
1.88,4.45456E-10
1.89,4.45752E-10
1.9,4.45582E-10
1.91,4.45784E-10
1.92,4.45614E-10
1.93,4.4574E-10
1.94,4.45587E-10
1.95,4.45807E-10
1.96,4.45635E-10
1.97,4.45802E-10
1.98,4.45641E-10
1.99,4.45876E-10
2,4.45721E-10
2,4.45837E-10
1.99,4.45763E-10
1.98,4.4581E-10
1.97,4.45687E-10
1.96,4.45774E-10
1.95,4.45697E-10
1.94,4.45715E-10
1.93,4.45664E-10
1.92,4.45725E-10
1.91,4.45687E-10
1.9,4.45681E-10
1.89,4.45687E-10
1.88,4.45621E-10
1.87,4.45609E-10
1.86,4.45549E-10
1.85,4.45524E-10
1.84,4.45554E-10
1.83,4.45485E-10
1.82,4.45574E-10
1.81,4.45483E-10
1.8,4.45392E-10
1.79,4.45519E-10
1.78,4.45435E-10
1.77,4.45522E-10
1.76,4.45406E-10
1.75,4.45443E-10
1.74,4.45336E-10
1.73,4.45504E-10
1.72,4.45273E-10
1.71,4.45439E-10
1.7,4.45224E-10
1.69,4.4538E-10
1.68,4.45184E-10
1.67,4.45307E-10
1.66,4.45081E-10
1.65,4.45294E-10
1.64,4.45082E-10
1.63,4.45275E-10
1.62,4.45013E-10
1.61,4.45253E-10
1.6,4.45015E-10
1.59,4.45151E-10
1.58,4.44959E-10
1.57,4.45068E-10
1.56,4.44935E-10
1.55,4.45082E-10
