Setup title,"I/V Sweep_0_-3"
-1.48,-2.796E-11
-1.49,-2.777E-11
-1.5,-2.797E-11
-1.51,-2.87E-11
-1.52,-2.876E-11
-1.53,-2.825E-11
-1.54,-2.898E-11
-1.55,-2.82E-11
-1.56,-2.845E-11
-1.57,-2.861E-11
-1.58,-2.865E-11
-1.59,-2.855E-11
-1.6,-2.862E-11
-1.61,-2.908E-11
-1.62,-2.9E-11
-1.63,-2.877E-11
-1.64,-2.879E-11
-1.65,-2.892E-11
-1.66,-2.887E-11
-1.67,-2.947E-11
-1.68,-2.879E-11
-1.69,-2.916E-11
-1.7,-2.907E-11
-1.71,-2.908E-11
-1.72,-2.905E-11
-1.73,-2.949E-11
-1.74,-2.933E-11
-1.75,-2.941E-11
-1.76,-2.944E-11
-1.77,-2.93E-11
-1.78,-2.907E-11
-1.79,-2.892E-11
-1.8,-2.958E-11
-1.81,-2.946E-11
-1.82,-2.972E-11
-1.83,-2.931E-11
-1.84,-2.96E-11
-1.85,-2.929E-11
-1.86,-2.953E-11
-1.87,-2.976E-11
-1.88,-2.964E-11
-1.89,-2.94E-11
-1.9,-3.008E-11
-1.91,-2.99E-11
-1.92,-2.964E-11
-1.93,-2.958E-11
-1.94,-3.023E-11
-1.95,-3.015E-11
-1.96,-2.96E-11
-1.97,-3.052E-11
-1.98,-3.011E-11
-1.99,-2.985E-11
-2,-2.974E-11
-2.01,-2.99E-11
-2.02,-2.983E-11
-2.03,-2.998E-11
-2.04,-3.029E-11
-2.05,-3.005E-11
-2.06,-2.987E-11
-2.07,-3.04E-11
-2.08,-3.049E-11
-2.09,-3.025E-11
-2.1,-3.043E-11
-2.11,-3.06E-11
-2.12,-3.034E-11
-2.13,-3.022E-11
-2.14,-3.045E-11
-2.15,-3.073E-11
-2.16,-3.057E-11
-2.17,-3.033E-11
-2.18,-3.048E-11
-2.19,-3.044E-11
-2.2,-3.034E-11
-2.21,-3.044E-11
-2.22,-3.109E-11
-2.23,-3.056E-11
-2.24,-3.075E-11
-2.25,-3.081E-11
-2.26,-3.047E-11
-2.27,-3.1E-11
-2.28,-3.106E-11
-2.29,-3.055E-11
-2.3,-3.087E-11
-2.31,-3.109E-11
-2.32,-3.07E-11
-2.33,-3.058E-11
-2.34,-3.085E-11
-2.35,-3.073E-11
-2.36,-3.065E-11
-2.37,-3.099E-11
-2.38,-3.113E-11
-2.39,-3.101E-11
-2.4,-3.1E-11
-2.41,-3.154E-11
-2.42,-3.108E-11
-2.43,-3.073E-11
-2.44,-3.101E-11
-2.45,-3.146E-11
-2.46,-3.131E-11
-2.47,-3.121E-11
-2.48,-3.154E-11
-2.49,-3.097E-11
-2.5,-3.095E-11
-2.51,-3.121E-11
-2.52,-3.15E-11
-2.53,-3.141E-11
-2.54,-3.124E-11
-2.55,-3.111E-11
-2.56,-3.152E-11
-2.57,-3.118E-11
-2.58,-3.142E-11
-2.59,-3.166E-11
-2.6,-3.21E-11
-2.61,-3.141E-11
-2.62,-3.163E-11
-2.63,-3.175E-11
-2.64,-3.156E-11
-2.65,-3.186E-11
-2.66,-3.182E-11
-2.67,-3.15E-11
-2.68,-3.142E-11
-2.69,-3.171E-11
-2.7,-3.14E-11
-2.71,-3.17E-11
-2.72,-3.187E-11
-2.73,-3.144E-11
-2.74,-3.188E-11
-2.75,-3.197E-11
-2.76,-3.181E-11
-2.77,-3.189E-11
-2.78,-3.193E-11
-2.79,-3.169E-11
-2.8,-3.2E-11
-2.81,-3.22E-11
-2.82,-3.17E-11
-2.83,-3.197E-11
-2.84,-3.175E-11
-2.85,-3.185E-11
-2.86,-3.221E-11
-2.87,-3.18E-11
-2.88,-3.17E-11
-2.89,-3.212E-11
-2.9,-3.228E-11
-2.91,-3.209E-11
-2.92,-3.235E-11
-2.93,-3.229E-11
-2.94,-3.21E-11
-2.95,-3.204E-11
-2.96,-3.217E-11
-2.97,-3.244E-11
-2.98,-3.227E-11
-2.99,-3.209E-11
-3,-3.225E-11
-3,-3.209E-11
-2.99,-3.237E-11
-2.98,-3.234E-11
-2.97,-3.239E-11
-2.96,-3.182E-11
-2.95,-3.166E-11
-2.94,-3.19E-11
-2.93,-3.209E-11
-2.92,-3.231E-11
-2.91,-3.167E-11
-2.9,-3.197E-11
-2.89,-3.207E-11
-2.88,-3.192E-11
-2.87,-3.153E-11
-2.86,-3.183E-11
-2.85,-3.178E-11
-2.84,-3.173E-11
-2.83,-3.19E-11
-2.82,-3.149E-11
-2.81,-3.125E-11
-2.8,-3.129E-11
-2.79,-3.138E-11
-2.78,-3.172E-11
-2.77,-3.132E-11
-2.76,-3.102E-11
-2.75,-3.131E-11
-2.74,-3.097E-11
-2.73,-3.093E-11
-2.72,-3.137E-11
-2.71,-3.12E-11
-2.7,-3.074E-11
-2.69,-3.097E-11
-2.68,-3.111E-11
-2.67,-3.088E-11
-2.66,-3.094E-11
-2.65,-3.095E-11
-2.64,-3.076E-11
-2.63,-3.041E-11
-2.62,-3.058E-11
-2.61,-3.062E-11
-2.6,-3.054E-11
-2.59,-3.045E-11
-2.58,-3.042E-11
-2.57,-3.019E-11
-2.56,-3.033E-11
-2.55,-3.022E-11
-2.54,-2.999E-11
-2.53,-3.033E-11
-2.52,-3.014E-11
-2.51,-3.034E-11
-2.5,-3.003E-11
-2.49,-3.04E-11
-2.48,-3.014E-11
-2.47,-2.997E-11
-2.46,-3.014E-11
-2.45,-2.945E-11
-2.44,-2.948E-11
-2.43,-2.956E-11
-2.42,-2.981E-11
-2.41,-2.949E-11
-2.4,-2.951E-11
-2.39,-2.921E-11
-2.38,-2.926E-11
-2.37,-2.933E-11
-2.36,-2.958E-11
-2.35,-2.922E-11
-2.34,-2.902E-11
-2.33,-2.915E-11
-2.32,-2.909E-11
-2.31,-2.954E-11
-2.3,-2.889E-11
-2.29,-2.847E-11
-2.28,-2.892E-11
-2.27,-2.895E-11
-2.26,-2.873E-11
-2.25,-2.843E-11
-2.24,-2.864E-11
-2.23,-2.849E-11
-2.22,-2.845E-11
-2.21,-2.809E-11
-2.2,-2.792E-11
-2.19,-2.805E-11
-2.18,-2.817E-11
-2.17,-2.781E-11
-2.16,-2.813E-11
-2.15,-2.742E-11
-2.14,-2.727E-11
-2.13,-2.757E-11
-2.12,-2.733E-11
-2.11,-2.748E-11
-2.1,-2.694E-11
-2.09,-2.702E-11
-2.08,-2.68E-11
-2.07,-2.664E-11
-2.06,-2.631E-11
-2.05,-2.579E-11
-2.04,-2.613E-11
-2.03,-2.591E-11
-2.02,-2.563E-11
-2.01,-2.492E-11
-2,-2.496E-11
-1.99,-2.444E-11
-1.98,-2.397E-11
-1.97,-2.345E-11
-1.96,-2.263E-11
-1.95,-2.191E-11
-1.94,-2.05E-11
-1.93,-1.964E-11
-1.92,-1.8E-11
-1.91,-1.631E-11
-1.9,-1.46E-11
-1.89,-1.181E-11
-1.88,-8.99E-12
-1.87,-5.39E-12
-1.86,-6E-13
-1.85,4.59E-12
-1.84,1.064E-11
-1.83,1.754E-11
-1.82,2.484E-11
-1.81,3.374E-11
-1.8,4.202E-11
-1.79,5.049E-11
-1.78,5.857E-11
-1.77,6.655E-11
-1.76,7.321E-11
-1.75,7.923E-11
-1.74,8.406E-11
-1.73,8.766E-11
-1.72,9.152E-11
-1.71,9.436E-11
-1.7,9.731E-11
-1.69,9.837E-11
-1.68,1.0003E-10
-1.67,1.0068E-10
-1.66,1.0167E-10
-1.65,1.0212E-10
-1.64,1.0183E-10
-1.63,1.0275E-10
-1.62,1.0235E-10
-1.61,1.0202E-10
-1.6,1.0286E-10
-1.59,1.0289E-10
-1.58,1.0155E-10
-1.57,1.0165E-10
-1.56,1.0112E-10
-1.55,1.024E-10
-1.54,1.021E-10
-1.53,1.0261E-10
-1.52,1.0243E-10
-1.51,1.027E-10
-1.5,1.0235E-10
-1.49,1.0255E-10
-1.48,1.0289E-10
-1.47,1.0315E-10
-1.46,1.0265E-10
-1.45,1.0143E-10
-1.44,1.018E-10
-1.43,1.0135E-10
-1.42,1.0043E-10
-1.41,1.0162E-10
-1.4,1.014E-10
-1.39,1.0014E-10
-1.38,1.0062E-10
-1.37,1.0009E-10
-1.36,1.0039E-10
-1.35,1.0003E-10
-1.34,1.0095E-10
-1.33,1.0011E-10
-1.32,9.882E-11
-1.31,9.979E-11
-1.3,9.84E-11
-1.29,9.799E-11
-1.28,9.876E-11
-1.27,9.787E-11
-1.26,9.821E-11
-1.25,9.787E-11
-1.24,9.807E-11
-1.23,9.725E-11
-1.22,9.718E-11
-1.21,9.672E-11
-1.2,9.547E-11
-1.19,9.592E-11
-1.18,9.516E-11
-1.17,9.402E-11
-1.16,9.226E-11
-1.15,9.338E-11
-1.14,9.256E-11
-1.13,9.253E-11
-1.12,9.207E-11
-1.11,9.217E-11
-1.1,9.089E-11
-1.09,8.931E-11
-1.08,8.937E-11
-1.07,8.81E-11
-1.06,8.77E-11
-1.05,8.675E-11
-1.04,8.591E-11
-1.03,8.411E-11
-1.02,8.313E-11
-1.01,8.061E-11
-1,7.87E-11
-0.99,7.703E-11
-0.98,7.512E-11
-0.97,7.295E-11
-0.96,7.037E-11
-0.95,6.644E-11
-0.94,6.382E-11
-0.93,5.959E-11
-0.92,5.474E-11
-0.91,5.058E-11
-0.9,4.459E-11
-0.89,3.885E-11
-0.88,3.267E-11
-0.87,2.651E-11
-0.86,2.116E-11
-0.85,1.619E-11
-0.84,1.25E-11
-0.83,9.87E-12
-0.82,8.59E-12
-0.81,7.27E-12
-0.8,6.46E-12
-0.79,5.36E-12
-0.78,5.17E-12
-0.77,5.24E-12
-0.76,4.55E-12
-0.75,4.23E-12
-0.74,4.3E-12
-0.73,3.7E-12
-0.72,3.16E-12
-0.71,3.57E-12
-0.7,2.65E-12
-0.69,2.79E-12
-0.68,1.96E-12
-0.67,2.08E-12
-0.66,1.86E-12
-0.65,1.21E-12
-0.64,1.05E-12
-0.63,9.8E-13
-0.62,6.1E-13
-0.61,9.6E-13
-0.6,6.5E-13
-0.59,3.7E-13
-0.58,9E-14
-0.57,9.5E-13
-0.56,8.8E-13
-0.55,1E-14
-0.54,8.4E-13
-0.53,7.1E-13
-0.52,1E-14
-0.51,5E-13
-0.5,1.6E-13
-0.49,2E-13
-0.48,1.6E-13
-0.47,2E-13
-0.46,2.1E-13
-0.45,4.6E-13
-0.44,8.9E-13
-0.43,3.2E-13
-0.42,-3.6E-13
-0.41,4.1E-13
-0.4,3.9E-13
-0.39,2.5E-13
-0.38,6.2E-13
-0.37,2.6E-13
-0.36,-3.2E-13
-0.35,4E-14
-0.34,1.3E-13
-0.33,8.4E-13
-0.32,-3E-14
-0.31,2.9E-13
-0.3,1.7E-13
-0.29,2.5E-13
-0.28,6.3E-13
-0.27,-3E-14
-0.26,3.9E-13
-0.25,3.1E-13
-0.24,4.3E-13
-0.23,6.7E-13
-0.22,4.6E-13
-0.21,5E-14
-0.2,-3.4E-13
-0.19,-1E-13
-0.18,6.1E-13
-0.17,-1.2E-13
-0.16,-2.1E-13
-0.15,3.5E-13
-0.14,1.8E-13
-0.13,1.19E-12
-0.12,-2.1E-13
-0.11,7E-14
-0.1,-4E-14
-0.09,1.7E-13
-0.08,-1.5E-13
-0.07,-3.8E-13
-0.06,6.6E-13
-0.05,7.2E-13
-0.04,3.5E-13
-0.03,3.3E-13
-0.02,9.3E-13
-0.01,-3E-14
0,-3.1E-13
