Setup title,"I/V-t Sampling_-3V_750S__Dark"
696.75069,-3.4E-13
697.50069,-2E-13
698.25065,-1.5E-13
699.00231,-2.7E-13
699.75366,-5.8E-13
700.50502,-5.8E-13
701.25633,2E-14
702.00069,-1.7E-13
702.75065,-2.3E-13
703.50065,2E-14
704.25069,2.8E-13
705.0023,-2.4E-13
705.75366,-6.6E-13
706.50519,2.5E-13
707.25637,-1.8E-13
708.00069,-2.4E-13
708.75069,-1E-14
709.50069,-5.6E-13
710.2523,-7E-14
711.00366,-3.8E-13
711.75502,-9E-14
712.50637,-2.1E-13
713.25069,-1.1E-13
714.00065,-7E-14
714.75069,-4.7E-13
715.50091,-1.1E-13
716.2523,-2.9E-13
717.00366,-3.9E-13
717.75632,-4.2E-13
718.50772,-1.1E-13
719.25069,-2.3E-13
720.00069,-6.6E-13
720.75095,-3.3E-13
721.50226,-4E-14
722.25502,-8E-14
723.00637,-5E-13
723.75069,2E-14
724.50069,-1.07E-12
725.25069,-2.4E-13
726.00226,9E-14
726.75366,-6.9E-13
727.50502,1.2E-13
728.25632,-3.4E-13
729.00065,-5E-14
729.75069,-1.4E-13
730.50069,-5.3E-13
731.2523,1.1E-13
732.00366,1E-13
732.75502,-1.7E-13
733.50698,-3.3E-13
734.25068,-1E-13
735.00069,8E-14
735.75095,4E-14
736.50366,5.4E-13
737.25498,-4.2E-13
738.00698,1E-14
738.75064,-6.9E-13
739.50068,-5.2E-13
740.25069,-2.6E-13
741.0023,-3.1E-13
741.75362,-4.4E-13
742.50697,-2.4E-13
743.25064,-1.8E-13
744.00064,-1.5E-13
744.75069,-3.6E-13
745.50226,-1.9E-13
746.25366,-2.1E-13
747.00647,1.3E-13
747.75768,-8E-13
748.50069,-9E-14
749.25069,1.2E-13
750.00226,-2.7E-13
