Setup title,"I/V Sweep-Solar cell"
-0.69,-2.6179E-10
-0.68,-2.3599E-10
-0.67,-2.1607E-10
-0.66,-2.0413E-10
-0.65,-1.9016E-10
-0.64,-1.8061E-10
-0.63,-1.7293E-10
-0.62,-1.6596E-10
-0.61,-1.5851E-10
-0.6,-1.5184E-10
-0.59,-1.4401E-10
-0.58,-1.351E-10
-0.57,-1.2957E-10
-0.56,-1.2235E-10
-0.55,-1.1909E-10
-0.54,-1.1243E-10
-0.53,-1.072E-10
-0.52,-1.018E-10
-0.51,-9.768E-11
-0.5,-9.261E-11
-0.49,-8.938E-11
-0.48,-8.494E-11
-0.47,-8.09E-11
-0.46,-7.685E-11
-0.45,-7.251E-11
-0.44,-7.134E-11
-0.43,-6.835E-11
-0.42,-6.221E-11
-0.41,-5.842E-11
-0.4,-5.576E-11
-0.39,-5.212E-11
-0.38,-4.875E-11
-0.37,-4.633E-11
-0.36,-4.282E-11
-0.35,-3.997E-11
-0.34,-3.841E-11
-0.33,-3.442E-11
-0.32,-3.218E-11
-0.31,-2.919E-11
-0.3,-2.697E-11
-0.29,-2.295E-11
-0.28,-2.097E-11
-0.27,-1.83E-11
-0.26,-1.397E-11
-0.25,-1.212E-11
-0.24,-9.55E-12
-0.23,-5.83E-12
-0.22,-3.5E-12
-0.21,-1.15E-12
-0.2,6.3E-13
-0.19,3.55E-12
-0.18,4.36E-12
-0.17,7.63E-12
-0.16,1.025E-11
-0.15,1.172E-11
-0.14,1.386E-11
-0.13,1.59E-11
-0.12,1.729E-11
-0.11,1.987E-11
-0.1,2.234E-11
-0.09,2.286E-11
-0.08,2.609E-11
-0.07,2.783E-11
-0.06,2.948E-11
-0.05,3.216E-11
-0.04,3.459E-11
-0.03,3.667E-11
-0.02,3.922E-11
-0.01,4.239E-11
0,4.592E-11
0.01,4.903E-11
0.02,5.225E-11
0.03,5.601E-11
0.04,5.952E-11
0.05,6.274E-11
0.06,6.721E-11
0.07,7.18E-11
0.08,7.65E-11
0.09,8.048E-11
0.1,8.657E-11
0.11,9.195E-11
0.12,9.718E-11
0.13,1.0284E-10
0.14,1.094E-10
0.15,1.1388E-10
0.16,1.2137E-10
0.17,1.2703E-10
0.18,1.358E-10
0.19,1.4115E-10
0.2,1.4719E-10
0.21,1.5426E-10
0.22,1.592E-10
0.23,1.6697E-10
0.24,1.7462E-10
0.25,1.7935E-10
0.26,1.8494E-10
0.27,1.919E-10
0.28,1.9755E-10
0.29,2.0553E-10
0.3,2.1204E-10
0.31,2.1874E-10
0.32,2.2538E-10
0.33,2.3168E-10
0.34,2.3749E-10
0.35,2.4289E-10
0.36,2.4867E-10
0.37,2.554E-10
0.38,2.6259E-10
0.39,2.6978E-10
0.4,2.7378E-10
0.41,2.8277E-10
0.42,2.8806E-10
0.43,2.9127E-10
0.44,2.9824E-10
0.45,3.0328E-10
0.46,3.0509E-10
0.47,3.1162E-10
0.48,3.1791E-10
0.49,3.2077E-10
0.5,3.2764E-10
0.51,3.3417E-10
0.52,3.3823E-10
0.53,3.4514E-10
0.54,3.4982E-10
0.55,3.5261E-10
0.56,3.593E-10
0.57,3.6641E-10
0.58,3.69E-10
0.59,9.1812E-10
0.6,1.03975E-09
0.61,9.6958E-10
0.62,9.4432E-10
0.63,1.23727E-09
0.64,1.25518E-09
0.65,1.6031E-09
0.66,1.50956E-09
0.67,1.57686E-09
0.68,1.75443E-09
0.69,1.72946E-09
0.7,1.67664E-09
