Setup title,"I/V Sweep-Solar cell"
-0.19,-2.1E-12
-0.18,-2.6E-12
-0.17,-2.7E-12
-0.16,2E-13
-0.15,-2.6E-12
-0.14,-2.6E-12
-0.13,-1.5E-12
-0.12,1E-13
-0.11,-8E-13
-0.1,4E-13
-0.09,5.2E-12
-0.08,-1E-12
-0.07,1.1E-12
-0.06,3.4E-12
-0.05,8E-13
-0.04,1.8E-12
-0.03,-2E-13
-0.02,2.1E-12
-0.01,1.7E-12
0,1.1E-12
0.01,-1E-13
0.02,3.2E-12
0.03,-1.2E-12
0.04,3E-13
0.05,2.3E-12
0.06,2.5E-12
0.07,4.5E-12
0.08,2.9E-12
0.09,2.7E-12
0.1,6.8E-12
0.11,4.7E-12
0.12,3.2E-12
0.13,4.4E-12
0.14,3.3E-12
0.15,8E-12
0.16,3.9E-12
0.17,4.5E-12
0.18,6.2E-12
0.19,6.2E-12
0.2,4.5E-12
0.21,5.6E-12
0.22,5.2E-12
0.23,1.03E-11
0.24,6.2E-12
0.25,9.2E-12
0.26,8.4E-12
0.27,9E-12
0.28,9.5E-12
0.29,9.8E-12
0.3,1.08E-11
0.31,1.25E-11
0.32,1.3E-11
0.33,1.43E-11
0.34,1.45E-11
0.35,1.54E-11
0.36,1.25E-11
0.37,1.44E-11
0.38,1.48E-11
0.39,1.88E-11
0.4,1.76E-11
0.41,1.71E-11
0.42,1.84E-11
0.43,2.2E-11
0.44,2.34E-11
0.45,2.07E-11
0.46,2.72E-11
0.47,2.51E-11
0.48,2.44E-11
0.49,2.21E-11
0.5,2.99E-11
0.51,2.76E-11
0.52,3.1E-11
0.53,3.2E-11
0.54,3.24E-11
0.55,3.45E-11
0.56,3.32E-11
0.57,3.3E-11
0.58,3.58E-11
0.59,3.56E-11
0.6,3.72E-11
0.61,4.01E-11
0.62,3.99E-11
0.63,4.05E-11
0.64,4.43E-11
0.65,4.43E-11
0.66,4.96E-11
0.67,4.9E-11
0.68,5.25E-11
0.69,5.46E-11
0.7,5.3E-11
0.71,5.7E-11
0.72,5.46E-11
0.73,5.94E-11
0.74,5.96E-11
0.75,6.08E-11
0.76,6.78E-11
0.77,6.6E-11
0.78,6.73E-11
0.79,6.87E-11
0.8,7.51E-11
0.81,7.36E-11
0.82,7.32E-11
0.83,7.85E-11
0.84,8.41E-11
0.85,8.26E-11
0.86,8.78E-11
0.87,8.71E-11
0.88,8.6E-11
0.89,9.52E-11
0.9,9.68E-11
0.91,9.36E-11
0.92,1.002E-10
0.93,1.004E-10
0.94,1.046E-10
0.95,1.072E-10
0.96,1.095E-10
0.97,1.12E-10
0.98,1.13E-10
0.99,1.175E-10
1,1.183E-10
1.01,1.237E-10
1.02,1.267E-10
1.03,1.305E-10
1.04,1.279E-10
1.05,1.319E-10
1.06,1.368E-10
1.07,1.395E-10
1.08,1.417E-10
1.09,1.432E-10
1.1,1.482E-10
1.11,1.517E-10
1.12,1.504E-10
1.13,1.558E-10
1.14,1.607E-10
1.15,1.596E-10
1.16,1.67E-10
1.17,1.678E-10
1.18,1.685E-10
1.19,1.741E-10
1.2,1.778E-10
1.21,1.848E-10
1.22,1.865E-10
1.23,1.866E-10
1.24,1.896E-10
1.25,1.943E-10
1.26,1.986E-10
1.27,1.987E-10
1.28,2.072E-10
1.29,2.036E-10
1.3,2.115E-10
1.31,2.144E-10
1.32,2.161E-10
1.33,2.201E-10
1.34,2.236E-10
1.35,2.271E-10
1.36,2.3E-10
1.37,2.333E-10
1.38,2.364E-10
1.39,2.415E-10
1.4,2.476E-10
1.41,2.487E-10
1.42,2.499E-10
1.43,2.508E-10
1.44,2.569E-10
1.45,2.575E-10
1.46,2.657E-10
1.47,2.66E-10
1.48,2.696E-10
1.49,2.727E-10
1.5,2.768E-10
